"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ASUNCION (000)",3467,3349,916,329,372,314,571,385,259,203,118,11514
"De 12 a 14 años (001)",358,358,358,,,,,,,,,
"De 15 a 19 años (002)",411,405,363,38,4,,,,,,6,46
"De 20 a 24 años (003)",313,274,94,102,53,17,6,2,,,39,298
"De 25 a 29 años (004)",290,261,17,71,93,49,28,2,1,,29,543
"De 30 a 34 años (005)",304,288,20,40,70,63,82,11,2,,16,804
"De 35 a 39 años (006)",299,291,9,20,43,62,101,43,11,2,8,1128
"De 40 a 44 años (007)",222,218,11,7,20,32,78,37,25,8,4,1035
"De 45 a 49 años (008)",204,202,3,4,19,19,52,50,31,24,2,1179
"De 50 y más años (009)",1066,1052,41,47,70,72,224,240,189,169,14,6481
"Conviviente (010)",587,575,39,164,124,70,97,43,25,13,12,1688
"De 15 a 19 años (012)",45,40,10,26,4,,,,,,5,34
"De 20 a 24 años (013)",136,131,13,76,30,9,2,1,,,5,177
"De 25 a 29 años (014)",126,125,4,39,50,22,9,,1,,1,250
"De 30 a 34 años (015)",79,78,4,16,19,15,20,4,,,1,207
"De 35 a 39 años (016)",59,59,1,3,7,15,26,7,,,,217
"De 40 a 44 años (017)",31,31,2,1,4,1,13,6,3,1,,149
"De 45 a 49 años (018)",35,35,1,1,3,2,10,10,6,2,,199
"De 50 y más años (019)",76,76,4,2,7,6,17,15,15,10,,455
"Separado(a) (020)",97,96,,34,19,13,18,5,4,3,1,288
"De 15 a 19 años (022)",4,4,,4,,,,,,,,4
"De 20 a 24 años (023)",9,9,,5,2,2,,,,,,15
"De 25 a 29 años (024)",15,15,,9,6,,,,,,,21
"De 30 a 34 años (025)",17,17,,5,6,4,2,,,,,37
"De 35 a 39 años (026)",10,9,,3,1,,5,,,,1,26
