"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia TOCACHE (000)",29062,50,1608,796,764,2429,10549,1281,1637,8592,730,626
"Agric., ganadería, caza y silvicultura (001)",16872,,31,93,23,,10540,27,11,6147,,
"Pesca (002)",16,,,1,1,,9,,,5,,
"Explotación de minas y canteras (003)",9,,1,,,,,5,,3,,
"Industrias manufactureras (004)",1137,,14,73,38,4,,841,54,113,,
"Suministro de electricidad, gas y agua (005)",37,1,,3,6,,,11,1,15,,
"Construcción (006)",777,,25,24,4,,,36,498,190,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2668,3,13,108,11,1722,,337,19,455,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",367,1,5,12,1,70,,260,15,3,,
"Comercio al por mayor (009)",136,,3,7,1,117,,,3,5,,
"Comercio al por menor (010)",2165,2,5,89,9,1535,,77,1,447,,
"Hoteles y restaurantes (011)",953,,2,33,15,535,,,,368,,
"Trans., almac. y comunicaciones (012)",1222,1,4,21,50,,,3,994,149,,
"Intermediación financiera (013)",42,,8,7,23,,,,,4,,
"Activid.inmobil., empres. y alquileres (014)",432,,91,127,71,86,,5,19,33,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1326,31,31,32,371,7,,3,32,89,730,
"Enseñanza (016)",1316,14,1228,14,47,,,,,13,,
"Servicios sociales y de salud (017)",284,,122,135,11,6,,3,,7,,
"Otras activ. serv.comun.soc y personales (018)",636,,30,115,14,69,,10,9,389,,
"Hogares privados con servicio doméstico (019)",610,,,,,,,,,610,,
"Actividad economica no especificada (021)",725,,8,10,79,,,,,2,,626
"Hombres (022)",22722,39,904,579,504,985,9756,1146,1615,6267,683,244
"Agric., ganadería, caza y silvicultura (023)",15028,,28,89,19,,9747,25,11,5109,,
"Pesca (024)",16,,,1,1,,9,,,5,,
"Explotación de minas y canteras (025)",9,,1,,,,,5,,3,,
"Industrias manufactureras (026)",964,,11,60,35,3,,713,52,90,,
"Suministro de electricidad, gas y agua (027)",32,1,,2,3,,,11,1,14,,
"Construcción (028)",758,,23,23,2,,,36,494,180,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1409,2,11,60,4,773,,333,19,207,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",334,1,5,10,,44,,256,15,3,,
"Comercio al por mayor (031)",76,,1,7,,60,,,3,5,,
"Comercio al por menor (032)",999,1,5,43,4,669,,77,1,199,,
"Hoteles y restaurantes (033)",190,,2,16,8,103,,,,61,,
"Trans., almac. y comunicaciones (034)",1161,1,3,16,26,,,3,978,134,,
"Intermediación financiera (035)",34,,8,6,17,,,,,3,,
"Activid.inmobil., empres. y alquileres (036)",348,,74,100,42,84,,5,19,24,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",1189,24,25,27,305,7,,3,32,83,683,
"Enseñanza (038)",677,11,629,9,18,,,,,10,,
"Servicios sociales y de salud (039)",139,,59,71,5,1,,2,,1,,
"Otras activ. serv.comun.soc y personales (040)",466,,24,90,9,14,,10,9,310,,
"Hogares privados con servicio doméstico (041)",32,,,,,,,,,32,,
"Actividad economica no especificada (043)",270,,6,9,10,,,,,1,,244
"Mujeres (044)",6340,11,704,217,260,1444,793,135,22,2325,47,382
"Agric., ganadería, caza y silvicultura (045)",1844,,3,4,4,,793,2,,1038,,
"Industrias manufactureras (048)",173,,3,13,3,1,,128,2,23,,
"Suministro de electricidad, gas y agua (049)",5,,,1,3,,,,,1,,
"Construcción (050)",19,,2,1,2,,,,4,10,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1259,1,2,48,7,949,,4,,248,,
