"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",110,5,23,29,34,19
"Educación inicial (032)",1,,1,,,
"Primaria (033)",389,20,167,136,51,15
"Secundaria (034)",241,3,199,27,11,1
"Superior no univ. incompleta (035)",20,,14,5,1,
"Superior no univ. completa (036)",67,,36,27,3,1
"Superior univ. incompleta (037)",11,,7,4,,
"Superior univ. completa (038)",27,,17,7,3,
"No PEA (040)",30432,12033,8698,3944,3305,2452
"Sin nivel (041)",7398,699,1154,1729,2120,1696
"Educación inicial (042)",947,901,28,18,,
"Primaria (043)",15018,9231,2764,1548,885,590
"Secundaria (044)",5437,1202,3622,389,149,75
"Superior no univ. incompleta (045)",605,,529,45,24,7
"Superior no univ. completa (046)",509,,228,151,75,55
"Superior univ. incompleta (047)",329,,313,7,7,2
"Superior univ. completa (048)",189,,60,57,45,27
,,,,,,
"URBANA (060)",11913,2423,3858,2623,1952,1057
"Sin nivel (061)",1167,71,129,215,395,357
"Educación inicial (062)",224,210,8,6,,
"Primaria (063)",4145,1716,536,679,731,483
"Secundaria (064)",3271,426,1843,576,324,102
"Superior no univ. incompleta (065)",664,,454,137,62,11
"Superior no univ. completa (066)",1354,,414,633,241,66
"Superior univ. incompleta (067)",409,,305,69,31,4
"Superior univ. completa (068)",679,,169,308,168,34
"PEA (070)",5333,75,1595,1948,1304,411
"Sin nivel (071)",462,2,57,98,197,108
"Educación inicial (072)",11,2,6,3,,
"Primaria (073)",1450,51,251,456,482,210
"Secundaria (074)",1373,20,641,426,238,48
"Superior no univ. incompleta (075)",331,,168,112,46,5
"Superior no univ. completa (076)",1002,,273,526,181,22
"Superior univ. incompleta (077)",172,,78,66,26,2
"Superior univ. completa (078)",532,,121,261,134,16
"Ocupada (080)",5065,68,1451,1867,1273,406
"Sin nivel (081)",441,1,51,92,189,108
"Educación inicial (082)",11,2,6,3,,
"Primaria (083)",1369,48,224,419,471,207
"Secundaria (084)",1293,17,581,415,233,47
"Superior no univ. incompleta (085)",318,,160,108,45,5
"Superior no univ. completa (086)",959,,249,511,178,21
"Superior univ. incompleta (087)",163,,73,62,26,2
"Superior univ. completa (088)",511,,107,257,131,16
"Desocupada (090)",268,7,144,81,31,5
"Sin nivel (091)",21,1,6,6,8,
"Primaria (093)",81,3,27,37,11,3
"Secundaria (094)",80,3,60,11,5,1
"Superior no univ. incompleta (095)",13,,8,4,1,
"Superior no univ. completa (096)",43,,24,15,3,1
"Superior univ. incompleta (097)",9,,5,4,,
"Superior univ. completa (098)",21,,14,4,3,
"No PEA (100)",6580,2348,2263,675,648,646
"Sin nivel (101)",705,69,72,117,198,249
"Educación inicial (102)",213,208,2,3,,
"Primaria (103)",2695,1665,285,223,249,273
"Secundaria (104)",1898,406,1202,150,86,54
"Superior no univ. incompleta (105)",333,,286,25,16,6
"Superior no univ. completa (106)",352,,141,107,60,44
"Superior univ. incompleta (107)",237,,227,3,5,2
"Superior univ. completa (108)",147,,48,47,34,18
,,,,,,
"RURAL (120)",36031,9954,10639,7083,5447,2908
"Sin nivel (121)",9379,674,1402,2228,2976,2099
"Educación inicial (122)",762,694,45,23,,
"Primaria (123)",18791,7766,4607,3578,2113,727
"Secundaria (124)",5671,820,3785,794,226,46
"Superior no univ. incompleta (125)",458,,363,74,20,1
"Superior no univ. completa (126)",619,,253,272,75,19
"Superior univ. incompleta (127)",144,,116,21,6,1
"Superior univ. completa (128)",207,,68,93,31,15
"PEA (130)",12179,269,4204,3814,2790,1102
"Sin nivel (131)",2686,44,320,616,1054,652
"Educación inicial (132)",28,1,19,8,,
"Primaria (133)",6468,200,2128,2253,1477,410
"Secundaria (134)",2132,24,1365,555,163,25
"Superior no univ. incompleta (135)",186,,120,54,12,
"Superior no univ. completa (136)",462,,166,228,60,8
"Superior univ. incompleta (137)",52,,30,17,4,1
"Superior univ. completa (138)",165,,56,83,20,6
"Ocupada (140)",11581,248,3884,3660,2718,1071
"Sin nivel (141)",2597,40,303,593,1028,633
"Educación inicial (142)",27,1,18,8,,
"Primaria (143)",6160,183,1988,2154,1437,398
"Secundaria (144)",1971,24,1226,539,157,25
"Superior no univ. incompleta (145)",179,,114,53,12,
"Superior no univ. completa (146)",438,,154,216,60,8
"Superior univ. incompleta (147)",50,,28,17,4,1
"Superior univ. completa (148)",159,,53,80,20,6
"Desocupada (150)",598,21,320,154,72,31
"Sin nivel (151)",89,4,17,23,26,19
"Educación inicial (152)",1,,1,,,
"Primaria (153)",308,17,140,99,40,12
"Secundaria (154)",161,,139,16,6,
"Superior no univ. incompleta (155)",7,,6,1,,
"Superior no univ. completa (156)",24,,12,12,,
"Superior univ. incompleta (157)",2,,2,,,
"Superior univ. completa (158)",6,,3,3,,
"No PEA (160)",23852,9685,6435,3269,2657,1806
"Sin nivel (161)",6693,630,1082,1612,1922,1447
"Educación inicial (162)",734,693,26,15,,
"Primaria (163)",12323,7566,2479,1325,636,317
"Secundaria (164)",3539,796,2420,239,63,21
"Superior no univ. incompleta (165)",272,,243,20,8,1
"Superior no univ. completa (166)",157,,87,44,15,11
"Superior univ. incompleta (167)",92,,86,4,2,
"Superior univ. completa (168)",42,,12,10,11,9
