"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CHANCHAMAYO (000)",56213,138848,128074,,3004,92.2,2.2
"De 12 a 14 años (001)",5973,62,57,,10,91.9,16.1
"De 15 a 19 años (002)",8502,1834,1796,475,97.9,25.9,
"De 20 a 24 años (003)",7147,7137,6972,778,97.7,10.9,
"De 25 a 29 años (004)",6647,12170,11856,708,97.4,5.8,
"De 30 a 34 años (005)",5663,14907,14422,489,96.7,3.3,
"De 35 a 39 años (006)",5503,18679,17854,381,95.6,2,
"De 40 a 44 años (007)",4625,18930,17822,142,94.1,0.8,
"De 45 a 49 años (008)",3557,16759,15596,21,93.1,0.1,
"De 50 y más años (009)",8596,48370,41699,,86.2,,
"Conviviente (010)",19724,52667,49970,2037,94.9,3.9,
"De 12 a 14 años (011)",113,31,29,7,93.5,22.6,
"De 15 a 19 años (012)",1791,1334,1306,341,97.9,25.6,
"De 20 a 24 años (013)",3841,5283,5143,596,97.3,11.3,
"De 25 a 29 años (014)",3945,8088,7889,506,97.5,6.3,
"De 30 a 34 años (015)",3042,8485,8220,285,96.9,3.4,
"De 35 a 39 años (016)",2667,9482,9076,226,95.7,2.4,
"De 40 a 44 años (017)",1809,7588,7204,68,94.9,0.9,
"De 45 a 49 años (018)",1113,5187,4852,8,93.5,0.2,
"De 50 y más años (019)",1403,7189,6251,,87,,
"Separado(a) (020)",2775,8662,7982,167,92.1,1.9,
"De 12 a 14 años (021)",6,3,3,1,100,33.3,
"De 15 a 19 años (022)",163,151,149,42,98.7,27.8,
"De 20 a 24 años (023)",331,427,422,42,98.8,9.8,
"De 25 a 29 años (024)",363,679,654,33,96.3,4.9,
"De 30 a 34 años (025)",333,811,775,22,95.6,2.7,
"De 35 a 39 años (026)",405,1199,1144,24,95.4,2,
"De 40 a 44 años (027)",332,1190,1134,2,95.3,0.2,
"De 45 a 49 años (028)",274,1201,1130,1,94.1,0.1,
"De 50 y más años (029)",568,3001,2571,,85.7,,
"Casado(a) (030)",14027,60485,55438,635,91.7,1,
"De 12 a 14 años (031)",15,5,2,,40,,
"De 15 a 19 años (032)",129,114,114,24,100,21.1,
"De 20 a 24 años (033)",613,938,920,84,98.1,9,
"De 25 a 29 años (034)",1327,2906,2828,149,97.3,5.1,
"De 30 a 34 años (035)",1685,5007,4842,172,96.7,3.4,
