"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ANTA (000)",16395,1685,1926,9849,359,2402,174
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",33,31,,,2,,
"Profes., científicos e intelectuales (002)",640,486,,146,5,3,
"Técnicos de nivel medio y trab. asimilados (003)",290,186,,85,16,2,1
"Jefes y empleados de oficina (004)",256,255,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1583,259,8,1152,19,144,1
"Agricult.trabaj. calif.agrop. y pesqueros (006)",6904,2,,6628,273,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",720,,203,470,14,33,
"Obreros construc.,conf., papel, fab., instr. (008)",1397,143,535,664,23,32,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",4055,204,1156,496,1,2026,172
"Otra (010)",53,53,,,,,
"Ocupación no especificada (011)",464,66,24,208,5,161,
"Hombres (012)",12033,1041,1760,7606,312,1284,30
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",27,25,,,2,,
"Profes., científicos e intelectuales (014)",327,258,,64,4,1,
"Técnicos de nivel medio y trab. asimilados (015)",176,109,,54,13,,
"Jefes y empleados de oficina (016)",168,168,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",459,145,2,282,7,23,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",6232,1,,5978,252,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",609,,183,387,13,26,
"Obreros construc.,conf., papel, fab., instr. (020)",1358,140,527,638,21,32,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",2504,121,1029,153,,1171,30
"Otra (022)",51,51,,,,,
"Ocupación no especificada (023)",122,23,19,50,,30,
"Mujeres (024)",4362,644,166,2243,47,1118,144
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",6,6,,,,,
"Profes., científicos e intelectuales (026)",313,228,,82,1,2,
"Técnicos de nivel medio y trab. asimilados (027)",114,77,,31,3,2,1
"Jefes y empleados de oficina (028)",88,87,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1124,114,6,870,12,121,1
"Agricult.trabaj. calif.agrop. y pesqueros (030)",672,1,,650,21,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",111,,20,83,1,7,
"Obreros construc.,conf., papel, fab., instr. (032)",39,3,8,26,2,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",1551,83,127,343,1,855,142
"Otra (034)",2,2,,,,,
"Ocupación no especificada (035)",342,43,5,158,5,131,
,,,,,,,
"URBANA (036)",6199,1117,868,3431,134,566,83
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",24,22,,,2,,
"Profes., científicos e intelectuales (038)",460,354,,99,5,2,
"Técnicos de nivel medio y trab. asimilados (039)",197,124,,59,12,2,
"Jefes y empleados de oficina (040)",163,162,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1137,160,3,852,15,107,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",1414,2,,1334,77,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",439,,112,299,8,20,
"Obreros construc.,conf., papel, fab., instr. (044)",757,73,282,375,9,18,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",1378,133,456,315,1,390,83
"Otra (046)",48,48,,,,,
"Ocupación no especificada (047)",182,39,15,98,4,26,
"Hombres (048)",4004,686,793,2126,102,282,15
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",21,19,,,2,,
"Profes., científicos e intelectuales (050)",235,190,,40,4,1,
"Técnicos de nivel medio y trab. asimilados (051)",120,72,,39,9,,
"Jefes y empleados de oficina (052)",107,107,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",303,87,,196,5,15,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",1204,1,,1136,66,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",370,,103,244,7,16,
"Obreros construc.,conf., papel, fab., instr. (056)",735,71,279,358,9,18,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",803,75,399,89,,225,15
"Otra (058)",46,46,,,,,
"Ocupación no especificada (059)",60,18,12,24,,6,
"Mujeres (060)",2195,431,75,1305,32,284,68
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,3,,,,,
"Profes., científicos e intelectuales (062)",225,164,,59,1,1,
"Técnicos de nivel medio y trab. asimilados (063)",77,52,,20,3,2,
"Jefes y empleados de oficina (064)",56,55,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",834,73,3,656,10,92,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",210,1,,198,11,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",69,,9,55,1,4,
"Obreros construc.,conf., papel, fab., instr. (068)",22,2,3,17,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",575,58,57,226,1,165,68
"Otra (070)",2,2,,,,,
"Ocupación no especificada (071)",122,21,3,74,4,20,
,,,,,,,
"RURAL (072)",10196,568,1058,6418,225,1836,91
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",9,9,,,,,
"Profes., científicos e intelectuales (074)",180,132,,47,,1,
"Técnicos de nivel medio y trab. asimilados (075)",93,62,,26,4,,1
"Jefes y empleados de oficina (076)",93,93,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",446,99,5,300,4,37,1
"Agricult.trabaj. calif.agrop. y pesqueros (078)",5490,,,5294,196,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",281,,91,171,6,13,
"Obreros construc.,conf., papel, fab., instr. (080)",640,70,253,289,14,14,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",2677,71,700,181,,1636,89
"Otra (082)",5,5,,,,,
"Ocupación no especificada (083)",282,27,9,110,1,135,
"Hombres (084)",8029,355,967,5480,210,1002,15
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",6,6,,,,,
"Profes., científicos e intelectuales (086)",92,68,,24,,,
"Técnicos de nivel medio y trab. asimilados (087)",56,37,,15,4,,
"Jefes y empleados de oficina (088)",61,61,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",156,58,2,86,2,8,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",5028,,,4842,186,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",239,,80,143,6,10,
"Obreros construc.,conf., papel, fab., instr. (092)",623,69,248,280,12,14,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",1701,46,630,64,,946,15
"Otra (094)",5,5,,,,,
"Ocupación no especificada (095)",62,5,7,26,,24,
"Mujeres (096)",2167,213,91,938,15,834,76
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,3,,,,,
"Profes., científicos e intelectuales (098)",88,64,,23,,1,
