"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 40 a 44 años (037)",29,92,89,,96.7,,
"De 45 a 49 años (038)",20,74,74,,100,,
"De 50 y más años (039)",24,105,93,,88.6,,
"No PEA (040)",12103,26105,24005,586,92,2.2,
"De 12 a 14 años (041)",1613,8,8,1,100,12.5,
"De 15 a 19 años (042)",1966,197,194,70,98.5,35.5,
"De 20 a 24 años (043)",1417,1022,1005,181,98.3,17.7,
"De 25 a 29 años (044)",1098,1626,1600,134,98.4,8.2,
"De 30 a 34 años (045)",937,2014,1963,106,97.5,5.3,
"De 35 a 39 años (046)",906,2404,2317,72,96.4,3,
"De 40 a 44 años (047)",768,2268,2184,20,96.3,0.9,
"De 45 a 49 años (048)",641,2270,2142,2,94.4,0.1,
"De 50 y más años (049)",2757,14296,12592,,88.1,,
,,,,,,,
"URBANA (060)",17295,37697,35028,662,92.9,1.8,
"De 12 a 14 años (061)",1503,6,6,,100,,
"De 15 a 19 años (062)",2123,208,202,56,97.1,26.9,
"De 20 a 24 años (063)",1951,1163,1140,165,98,14.2,
"De 25 a 29 años (064)",1833,2337,2287,161,97.9,6.9,
"De 30 a 34 años (065)",1728,3360,3286,159,97.8,4.7,
"De 35 a 39 años (066)",1719,4198,4047,87,96.4,2.1,
"De 40 a 44 años (067)",1501,4323,4154,28,96.1,0.6,
"De 45 a 49 años (068)",1284,4347,4094,6,94.2,0.1,
"De 50 y más años (069)",3653,17755,15812,,89.1,,
"PEA (070)",6807,15313,14492,182,94.6,1.2,
"De 12 a 14 años (071)",49,,,,,,
"De 15 a 19 años (072)",390,64,61,6,95.3,9.4,
"De 20 a 24 años (073)",835,430,423,26,98.4,6,
"De 25 a 29 años (074)",938,1062,1032,48,97.2,4.5,
"De 30 a 34 años (075)",927,1641,1613,64,98.3,3.9,
"De 35 a 39 años (076)",934,2171,2097,23,96.6,1.1,
"De 40 a 44 años (077)",826,2359,2259,11,95.8,0.5,
"De 45 a 49 años (078)",725,2392,2256,4,94.3,0.2,
"De 50 y más años (079)",1183,5194,4751,,91.5,,
"Ocupada (080)",6466,14772,13970,172,94.6,1.2,
"De 12 a 14 años (081)",46,,,,,,
"De 15 a 19 años (082)",350,57,54,5,94.7,8.8,
"De 20 a 24 años (083)",757,402,395,23,98.3,5.7,
"De 25 a 29 años (084)",883,1001,972,46,97.1,4.6,
"De 30 a 34 años (085)",876,1566,1538,63,98.2,4,
"De 35 a 39 años (086)",891,2062,1991,20,96.6,1,
"De 40 a 44 años (087)",797,2267,2170,11,95.7,0.5,
"De 45 a 49 años (088)",705,2318,2182,4,94.1,0.2,
"De 50 y más años (089)",1161,5099,4668,,91.5,,
"Desocupada (090)",341,541,522,10,96.5,1.8,
"De 12 a 14 años (091)",3,,,,,,
"De 15 a 19 años (092)",40,7,7,1,100,14.3,
"De 20 a 24 años (093)",78,28,28,3,100,10.7,
"De 25 a 29 años (094)",55,61,60,2,98.4,3.3,
"De 30 a 34 años (095)",51,75,75,1,100,1.3,
"De 35 a 39 años (096)",43,109,106,3,97.2,2.8,
"De 40 a 44 años (097)",29,92,89,,96.7,,
"De 45 a 49 años (098)",20,74,74,,100,,
"De 50 y más años (099)",22,95,83,,87.4,,
"No PEA (100)",10488,22384,20536,480,91.7,2.1,
"De 12 a 14 años (101)",1454,6,6,,100,,
"De 15 a 19 años (102)",1733,144,141,50,97.9,34.7,
"De 20 a 24 años (103)",1116,733,717,139,97.8,19,
"De 25 a 29 años (104)",895,1275,1255,113,98.4,8.9,
"De 30 a 34 años (105)",801,1719,1673,95,97.3,5.5,
"De 35 a 39 años (106)",785,2027,1950,64,96.2,3.2,
"De 40 a 44 años (107)",675,1964,1895,17,96.5,0.9,
"De 45 a 49 años (108)",559,1955,1838,2,94,0.1,
"De 50 y más años (109)",2470,12561,11061,,88.1,,
,,,,,,,
"RURAL (120)",2440,5722,5363,137,93.7,2.4,
"De 12 a 14 años (121)",162,2,2,1,100,50,
"De 15 a 19 años (122)",309,62,62,22,100,35.5,
"De 20 a 24 años (123)",463,424,422,53,99.5,12.5,
"De 25 a 29 años (124)",316,518,509,30,98.3,5.8,
"De 30 a 34 años (125)",261,562,544,16,96.8,2.8,
"De 35 a 39 años (126)",220,652,640,12,98.2,1.8,
"De 40 a 44 años (127)",168,578,552,3,95.5,0.5,
"De 45 a 49 años (128)",135,533,512,,96.1,,
"De 50 y más años (129)",406,2391,2120,,88.7,,
"PEA (130)",825,2001,1894,32,94.7,1.6,
"De 12 a 14 años (131)",3,,,,,,
"De 15 a 19 años (132)",76,9,9,2,100,22.2,
"De 20 a 24 años (133)",162,135,134,11,99.3,8.1,
"De 25 a 29 años (134)",113,167,164,10,98.2,6,
"De 30 a 34 años (135)",125,267,254,5,95.1,1.9,
"De 35 a 39 años (136)",99,275,273,4,99.3,1.5,
"De 40 a 44 años (137)",75,274,263,,96,,
"De 45 a 49 años (138)",53,218,208,,95.4,,
"De 50 y más años (139)",119,656,589,,89.8,,
"Ocupada (140)",813,1981,1875,32,94.6,1.6,
"De 12 a 14 años (141)",3,,,,,,
"De 15 a 19 años (142)",75,9,9,2,100,22.2,
"De 20 a 24 años (143)",156,134,133,11,99.3,8.2,
"De 25 a 29 años (144)",113,167,164,10,98.2,6,
"De 30 a 34 años (145)",124,264,252,5,95.5,1.9,
"De 35 a 39 años (146)",97,269,267,4,99.3,1.5,
"De 40 a 44 años (147)",75,274,263,,96,,
"De 45 a 49 años (148)",53,218,208,,95.4,,
"De 50 y más años (149)",117,646,579,,89.6,,
"Desocupada (150)",12,20,19,,95,,
"De 15 a 19 años (152)",1,,,,,,
"De 20 a 24 años (153)",6,1,1,,100,,
"De 30 a 34 años (155)",1,3,2,,66.7,,
"De 35 a 39 años (156)",2,6,6,,100,,
"De 50 y más años (159)",2,10,10,,100,,
"No PEA (160)",1615,3721,3469,105,93.2,2.8,
"De 12 a 14 años (161)",159,2,2,1,100,50,
"De 15 a 19 años (162)",233,53,53,20,100,37.7,
"De 20 a 24 años (163)",301,289,288,42,99.7,14.5,
"De 25 a 29 años (164)",203,351,345,20,98.3,5.7,
"De 30 a 34 años (165)",136,295,290,11,98.3,3.7,
"De 35 a 39 años (166)",121,377,367,8,97.3,2.1,
"De 40 a 44 años (167)",93,304,289,3,95.1,1,
"De 45 a 49 años (168)",82,315,304,,96.5,,
"De 50 y más años (169)",287,1735,1531,,88.2,,
