"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia OTUZCO (000)",28553,1038,9824,8819,6415,2457
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",45,,4,23,15,3
"Profes., científicos e intelectuales (002)",1081,,226,671,177,7
"Técnicos de nivel medio y trab. asimilados (003)",309,,118,128,54,9
"Jefes y empleados de oficina (004)",212,,84,89,36,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1675,23,418,592,499,143
"Agricult. trabaj. calif.agrop. y pesqueros (006)",13373,92,3309,4523,3766,1683
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",946,14,378,291,216,47
"Obreros construc., conf., papel, fab., instr. (008)",686,4,259,254,139,30
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",9405,903,4758,1992,1319,433
"Otra (010)",34,,2,17,15,
"Ocupación no especificada (011)",787,2,268,239,179,99
"Hombres (012)",22763,703,7810,6990,5185,2075
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",36,,3,16,15,2
"Profes., científicos e intelectuales (014)",517,,99,310,101,7
"Técnicos de nivel medio y trab. asimilados (015)",200,,74,79,39,8
"Jefes y empleados de oficina (016)",123,,43,51,26,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",624,5,159,228,177,55
"Agricult. trabaj. calif.agrop. y pesqueros (018)",12930,91,3177,4404,3639,1619
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",768,10,319,239,161,39
"Obreros construc., conf., papel, fab., instr. (020)",629,4,241,232,130,22
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",6716,591,3633,1356,850,286
"Otra (022)",34,,2,17,15,
"Ocupación no especificada (023)",186,2,60,58,32,34
"Mujeres (024)",5790,335,2014,1829,1230,382
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",9,,1,7,,1
"Profes., científicos e intelectuales (026)",564,,127,361,76,
"Técnicos de nivel medio y trab. asimilados (027)",109,,44,49,15,1
"Jefes y empleados de oficina (028)",89,,41,38,10,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1051,18,259,364,322,88
"Agricult. trabaj. calif.agrop. y pesqueros (030)",443,1,132,119,127,64
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",178,4,59,52,55,8
"Obreros construc., conf., papel, fab., instr. (032)",57,,18,22,9,8
