"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Agric., ganadería, caza y silvicultura (046)",1035,17,243,312,327,136
"Explotación de minas y canteras (048)",1,,1,,,
"Industrias manufactureras (049)",66,1,16,17,29,3
"Construcción (051)",22,,10,8,3,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",99,,27,42,25,5
"Comercio al por mayor (054)",2,,1,1,,
"Comercio al por menor (055)",97,,26,41,25,5
"Hoteles y restaurantes (056)",44,,15,17,11,1
"Trans., almac. y comunicaciones (057)",3,,1,2,,
"Activid.inmobil., empres. y alquileres (059)",11,,5,4,2,
"Admin.pub. y defensa; p. segur.soc.afil (060)",28,,13,10,4,1
"Enseñanza (061)",110,,45,61,4,
"Servicios sociales y de salud (062)",21,,9,10,2,
"Otras activ. serv.comun.soc y personales (063)",4,,1,2,1,
"Hogares privados con servicio doméstico (064)",11,1,8,1,,1
"Actividad economica no especificada (066)",58,,18,17,13,10
,,,,,,
"URBANA (067)",2639,22,712,896,743,266
"Agric., ganadería, caza y silvicultura (068)",1589,20,354,464,523,228
"Pesca (069)",4,,,4,,
"Explotación de minas y canteras (070)",1,,1,,,
"Industrias manufactureras (071)",80,,17,22,34,7
"Suministro de electricidad, gas y agua (072)",13,,6,3,4,
"Construcción (073)",278,,123,106,46,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",151,1,48,62,34,6
"Venta, mant.y rep. veh.autom.y motoc. (075)",6,,4,,2,
"Comercio al por mayor (076)",4,,2,2,,
"Comercio al por menor (077)",141,1,42,60,32,6
"Hoteles y restaurantes (078)",49,,17,17,12,3
"Trans., almac. y comunicaciones (079)",45,,14,23,8,
"Intermediación financiera (080)",1,,1,,,
"Activid.inmobil., empres. y alquileres (081)",26,,11,10,5,
"Admin.pub. y defensa; p. segur.soc.afil (082)",144,,36,61,42,5
"Enseñanza (083)",134,,38,83,12,1
"Servicios sociales y de salud (084)",22,,10,9,3,
"Otras activ. serv.comun.soc y personales (085)",4,,1,2,1,
"Hogares privados con servicio doméstico (086)",10,1,7,2,,
"Actividad economica no especificada (088)",88,,28,28,19,13
"Hombres (089)",1628,11,450,550,454,163
"Agric., ganadería, caza y silvicultura (090)",977,10,223,283,317,144
"Pesca (091)",4,,,4,,
"Industrias manufactureras (093)",25,,8,7,6,4
"Suministro de electricidad, gas y agua (094)",13,,6,3,4,
"Construcción (095)",256,,113,98,43,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",62,1,24,22,14,1
"Venta, mant.y rep. veh.autom.y motoc. (097)",6,,4,,2,
"Comercio al por mayor (098)",2,,1,1,,
"Comercio al por menor (099)",54,1,19,21,12,1
"Hoteles y restaurantes (100)",10,,4,1,2,3
"Trans., almac. y comunicaciones (101)",43,,14,21,8,
"Intermediación financiera (102)",1,,1,,,
"Activid.inmobil., empres. y alquileres (103)",18,,6,8,4,
"Admin.pub. y defensa; p. segur.soc.afil (104)",127,,27,54,41,5
"Enseñanza (105)",46,,5,32,8,1
"Servicios sociales y de salud (106)",5,,3,1,1,
"Otras activ. serv.comun.soc y personales (107)",1,,1,,,
"Hogares privados con servicio doméstico (108)",2,,1,1,,
"Actividad economica no especificada (110)",38,,14,15,6,3
"Mujeres (112)",1011,11,262,346,289,103
"Agric., ganadería, caza y silvicultura (113)",612,10,131,181,206,84
"Explotación de minas y canteras (115)",1,,1,,,
"Industrias manufactureras (116)",55,,9,15,28,3
"Construcción (118)",22,,10,8,3,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",89,,24,40,20,5
"Comercio al por mayor (121)",2,,1,1,,
"Comercio al por menor (122)",87,,23,39,20,5
"Hoteles y restaurantes (123)",39,,13,16,10,
"Trans., almac. y comunicaciones (124)",2,,,2,,
"Activid.inmobil., empres. y alquileres (126)",8,,5,2,1,
"Admin.pub. y defensa; p. segur.soc.afil (127)",17,,9,7,1,
"Enseñanza (128)",88,,33,51,4,
"Servicios sociales y de salud (129)",17,,7,8,2,
"Otras activ. serv.comun.soc y personales (130)",3,,,2,1,
"Hogares privados con servicio doméstico (131)",8,1,6,1,,
"Actividad economica no especificada (133)",50,,14,13,13,10
,,,,,,
"RURAL (134)",1424,16,429,431,382,166
"Agric., ganadería, caza y silvicultura (135)",1086,15,294,302,323,152
"Pesca (136)",6,,1,,4,1
"Industrias manufactureras (138)",31,1,18,8,4,
"Suministro de electricidad, gas y agua (139)",6,,1,2,3,
"Construcción (140)",73,,32,26,13,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",22,,7,4,10,1
"Comercio al por mayor (143)",1,,,1,,
"Comercio al por menor (144)",21,,7,3,10,1
"Hoteles y restaurantes (145)",6,,3,1,1,1
"Trans., almac. y comunicaciones (146)",13,,6,6,1,
"Activid.inmobil., empres. y alquileres (148)",11,,2,7,2,
"Admin.pub. y defensa; p. segur.soc.afil (149)",104,,36,45,17,6
"Enseñanza (150)",38,,16,19,3,
"Servicios sociales y de salud (151)",8,,3,5,,
"Otras activ. serv.comun.soc y personales (152)",2,,1,,,1
"Hogares privados con servicio doméstico (153)",4,,3,,,1
"Actividad economica no especificada (155)",14,,6,6,1,1
"Hombres (156)",922,8,279,274,250,111
"Agric., ganadería, caza y silvicultura (157)",663,8,182,171,202,100
"Pesca (158)",6,,1,,4,1
"Industrias manufactureras (160)",20,,11,6,3,
"Suministro de electricidad, gas y agua (161)",6,,1,2,3,
"Construcción (162)",73,,32,26,13,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",12,,4,2,5,1
"Comercio al por mayor (165)",1,,,1,,
"Comercio al por menor (166)",11,,4,1,5,1
"Hoteles y restaurantes (167)",1,,1,,,
"Trans., almac. y comunicaciones (168)",12,,5,6,1,
"Activid.inmobil., empres. y alquileres (170)",8,,2,5,1,
"Admin.pub. y defensa; p. segur.soc.afil (171)",93,,32,42,14,5
"Enseñanza (172)",16,,4,9,3,
"Servicios sociales y de salud (173)",4,,1,3,,
"Otras activ. serv.comun.soc y personales (174)",1,,,,,1
"Hogares privados con servicio doméstico (175)",1,,1,,,
"Actividad economica no especificada (177)",6,,2,2,1,1
"Mujeres (179)",502,8,150,157,132,55
"Agric., ganadería, caza y silvicultura (180)",423,7,112,131,121,52
"Industrias manufactureras (183)",11,1,7,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",10,,3,2,5,
"Comercio al por menor (189)",10,,3,2,5,
"Hoteles y restaurantes (190)",5,,2,1,1,1
"Trans., almac. y comunicaciones (191)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",3,,,2,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",11,,4,3,3,1
"Enseñanza (195)",22,,12,10,,
"Servicios sociales y de salud (196)",4,,2,2,,
"Otras activ. serv.comun.soc y personales (197)",1,,1,,,
"Hogares privados con servicio doméstico (198)",3,,2,,,1
"Actividad economica no especificada (200)",8,,4,4,,
