"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia URUBAMBA (000)",19482,42,1421,608,556,3527,4908,945,2103,4447,98,827
"Agric., ganadería, caza y silvicultura (001)",6694,,2,30,,,4903,2,10,1747,,
"Pesca (002)",7,,,,2,,5,,,,,
"Explotación de minas y canteras (003)",21,,1,2,1,,,9,1,7,,
"Industrias manufactureras (004)",950,,15,14,6,5,,723,172,15,,
"Suministro de electricidad, gas y agua (005)",44,,5,11,1,,,9,2,16,,
"Construcción (006)",1692,,19,28,3,,,42,1091,509,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2622,1,8,46,11,2087,,146,11,312,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",133,,,1,3,17,,107,4,1,,
"Comercio al por mayor (009)",82,,,8,1,67,,,3,3,,
"Comercio al por menor (010)",2407,1,8,37,7,2003,,39,4,308,,
"Hoteles y restaurantes (011)",2009,8,37,137,147,1053,,1,7,619,,
"Trans., almac. y comunicaciones (012)",1506,3,23,50,83,205,,2,726,414,,
"Intermediación financiera (013)",23,,3,5,14,1,,,,,,
"Activid.inmobil., empres. y alquileres (014)",382,,105,77,44,69,,3,10,74,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",588,20,22,33,164,61,,5,27,158,98,
