"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia YAUYOS (000)",13042,1978,3138,5497,188,1840,123,278
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",82,82,,,,,,
"Profes., científicos e intelectuales (002)",1006,941,,61,3,1,,
"Técnicos de nivel medio y trab. asimilados (003)",318,256,,46,14,2,,
"Jefes y empleados de oficina (004)",319,319,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",808,109,16,563,23,97,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4391,2,4,4263,119,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1076,,921,142,8,5,,
"Obreros construc.,conf.,papel, fab., instr. (008)",739,76,477,169,10,7,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",3702,109,1672,131,2,1665,123,
"Otra (010)",49,49,,,,,,
"Ocupaciñn no especificada (011)",274,35,48,122,9,60,,
"Desocupado (012)",278,,,,,,,278
"Hombres (013)",8738,1287,2730,3715,127,678,6,195
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",65,65,,,,,,
"Profes., científicos e intelectuales (015)",567,533,,31,3,,,
"Técnicos de nivel medio y trab. asimilados (016)",255,215,,33,7,,,
"Jefes y empleados de oficina (017)",199,199,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",319,74,11,207,6,21,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",3179,2,4,3082,90,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",1044,,915,117,7,5,,
"Obreros construc.,conf.,papel, fab., instr. (021)",704,75,461,154,10,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",2070,60,1302,60,2,640,6,
"Otra (023)",48,48,,,,,,
"Ocupaciñn no especificada (024)",93,16,37,31,2,7,,
"Desocupado (025)",195,,,,,,,195
"Mujeres (026)",4304,691,408,1782,61,1162,117,83
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",17,17,,,,,,
"Profes., científicos e intelectuales (028)",439,408,,30,,1,,
"Técnicos de nivel medio y trab. asimilados (029)",63,41,,13,7,2,,
"Jefes y empleados de oficina (030)",120,120,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",489,35,5,356,17,76,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",1212,,,1181,29,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",32,,6,25,1,,,
"Obreros construc.,conf.,papel, fab., instr. (034)",35,1,16,15,,3,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",1632,49,370,71,,1025,117,
"Otra (036)",1,1,,,,,,
"Ocupaciñn no especificada (037)",181,19,11,91,7,53,,
"Desocupado (038)",83,,,,,,,83
,,,,,,,,
"URBANA (039)",6803,1313,986,3146,134,946,93,185
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",70,70,,,,,,
"Profes., científicos e intelectuales (041)",785,740,,42,2,1,,
"Técnicos de nivel medio y trab. asimilados (042)",122,75,,35,10,2,,
"Jefes y empleados de oficina (043)",224,224,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",576,37,3,435,19,82,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",2318,1,1,2238,76,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",197,,63,124,7,3,,
"Obreros construc.,conf.,papel, fab., instr. (047)",286,45,129,99,9,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",1845,61,763,103,2,823,93,
"Otra (049)",44,44,,,,,,
"Ocupaciñn no especificada (050)",151,16,27,70,9,29,,
"Desocupado (051)",185,,,,,,,185
"Hombres (052)",4156,773,729,2099,79,339,5,132
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",57,57,,,,,,
"Profes., científicos e intelectuales (054)",432,407,,23,2,,,
"Técnicos de nivel medio y trab. asimilados (055)",72,45,,23,4,,,
"Jefes y empleados de oficina (056)",123,123,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",203,22,1,159,4,17,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",1687,1,1,1634,50,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",169,,60,100,6,3,,
"Obreros construc.,conf.,papel, fab., instr. (060)",282,44,128,97,9,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",903,24,518,45,2,309,5,
"Otra (062)",43,43,,,,,,
"Ocupaciñn no especificada (063)",53,7,21,18,2,5,,
"Desocupado (064)",132,,,,,,,132
"Mujeres (065)",2647,540,257,1047,55,607,88,53
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",13,13,,,,,,
"Profes., científicos e intelectuales (067)",353,333,,19,,1,,
"Técnicos de nivel medio y trab. asimilados (068)",50,30,,12,6,2,,
"Jefes y empleados de oficina (069)",101,101,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",373,15,2,276,15,65,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",631,,,604,26,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",28,,3,24,1,,,
"Obreros construc.,conf.,papel, fab., instr. (073)",4,1,1,2,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",942,37,245,58,,514,88,
"Otra (075)",1,1,,,,,,
"Ocupaciñn no especificada (076)",98,9,6,52,7,24,,
"Desocupado (077)",53,,,,,,,53
,,,,,,,,
"RURAL (078)",6239,665,2152,2351,54,894,30,93
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",12,12,,,,,,
"Profes., científicos e intelectuales (080)",221,201,,19,1,,,
"Técnicos de nivel medio y trab. asimilados (081)",196,181,,11,4,,,
"Jefes y empleados de oficina (082)",95,95,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",232,72,13,128,4,15,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",2073,1,3,2025,43,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",879,,858,18,1,2,,
"Obreros construc.,conf.,papel, fab., instr. (086)",453,31,348,70,1,3,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",1857,48,909,28,,842,30,
"Otra (088)",5,5,,,,,,
"Ocupaciñn no especificada (089)",123,19,21,52,,31,,
"Desocupado (090)",93,,,,,,,93
"Hombres (091)",4582,514,2001,1616,48,339,1,63
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",8,8,,,,,,
"Profes., científicos e intelectuales (093)",135,126,,8,1,,,
"Técnicos de nivel medio y trab. asimilados (094)",183,170,,10,3,,,
"Jefes y empleados de oficina (095)",76,76,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",116,52,10,48,2,4,,
