"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 15 a 19 años (062)",47,,,,,,28,19
"De 20 a 24 años (063)",210,,,,,1,136,73
"De 25 a 29 años (064)",345,,,,,15,233,97
"De 30 a 34 años (065)",301,,,,,57,172,72
"De 35 a 39 años (066)",341,,,,6,101,165,69
"De 40 a 44 años (067)",299,,,,19,123,103,54
"De 45 a 49 años (068)",264,,,,58,113,46,47
"De 50 y más años (069)",1381,50,139,333,373,162,10,314
"PEA (070)",845,4,10,66,102,191,234,238
"De 15 a 19 años (072)",5,,,,,,3,2
"De 20 a 24 años (073)",46,,,,,,19,27
"De 25 a 29 años (074)",110,,,,,8,66,36
"De 30 a 34 años (075)",110,,,,,29,44,37
"De 35 a 39 años (076)",127,,,,3,29,60,35
"De 40 a 44 años (077)",91,,,,7,46,19,19
"De 45 a 49 años (078)",91,,,,16,36,18,21
"De 50 y más años (079)",265,4,10,66,76,43,5,61
"Ocupada (080)",805,4,10,65,101,184,219,222
"De 15 a 19 años (082)",5,,,,,,3,2
"De 20 a 24 años (083)",38,,,,,,15,23
"De 25 a 29 años (084)",104,,,,,6,64,34
"De 30 a 34 años (085)",104,,,,,27,40,37
"De 35 a 39 años (086)",124,,,,3,29,58,34
"De 40 a 44 años (087)",88,,,,6,45,19,18
"De 45 a 49 años (088)",85,,,,16,35,16,18
"De 50 y más años (089)",257,4,10,65,76,42,4,56
"Desocupada (090)",40,,,1,1,7,15,16
"De 20 a 24 años (093)",8,,,,,,4,4
"De 25 a 29 años (094)",6,,,,,2,2,2
"De 30 a 34 años (095)",6,,,,,2,4,
"De 35 a 39 años (096)",3,,,,,,2,1
"De 40 a 44 años (097)",3,,,,1,1,,1
"De 45 a 49 años (098)",6,,,,,1,2,3
"De 50 y más años (099)",8,,,1,,1,1,5
"No PEA (100)",2345,46,129,267,354,381,659,509
"De 12 a 14 años (101)",2,,,,,,,2
"De 15 a 19 años (102)",42,,,,,,25,17
"De 20 a 24 años (103)",164,,,,,1,117,46
"De 25 a 29 años (104)",235,,,,,7,167,61
"De 30 a 34 años (105)",191,,,,,28,128,35
"De 35 a 39 años (106)",214,,,,3,72,105,34
"De 40 a 44 años (107)",208,,,,12,77,84,35
"De 45 a 49 años (108)",173,,,,42,77,28,26
"De 50 y más años (109)",1116,46,129,267,297,119,5,253
,,,,,,,,
"RURAL (120)",2303,25,77,202,353,448,686,512
"De 12 a 14 años (121)",1,,,,,,,1
"De 15 a 19 años (122)",39,,,,,,26,13
"De 20 a 24 años (123)",206,,,,,,119,87
"De 25 a 29 años (124)",233,,,,,9,136,88
"De 30 a 34 años (125)",209,,,,,33,136,40
"De 35 a 39 años (126)",226,,,,1,59,120,46
"De 40 a 44 años (127)",230,,,,17,86,97,30
"De 45 a 49 años (128)",197,,,,31,95,46,25
"De 50 y más años (129)",962,25,77,202,304,166,6,182
"PEA (130)",410,1,3,19,50,87,133,117
"De 15 a 19 años (132)",7,,,,,,7,
"De 20 a 24 años (133)",44,,,,,,24,20
"De 25 a 29 años (134)",62,,,,,,26,36
"De 30 a 34 años (135)",50,,,,,8,32,10
"De 35 a 39 años (136)",40,,,,,9,19,12
"De 40 a 44 años (137)",56,,,,4,24,16,12
"De 45 a 49 años (138)",40,,,,5,23,8,4
"De 50 y más años (139)",111,1,3,19,41,23,1,23
"Ocupada (140)",398,1,3,18,50,85,130,111
"De 15 a 19 años (142)",7,,,,,,7,
"De 20 a 24 años (143)",40,,,,,,23,17
"De 25 a 29 años (144)",60,,,,,,26,34
"De 30 a 34 años (145)",48,,,,,8,31,9
"De 35 a 39 años (146)",38,,,,,8,18,12
"De 40 a 44 años (147)",55,,,,4,23,16,12
"De 45 a 49 años (148)",40,,,,5,23,8,4
"De 50 y más años (149)",110,1,3,18,41,23,1,23
"Desocupada (150)",12,,,1,,2,3,6
"De 20 a 24 años (153)",4,,,,,,1,3
"De 25 a 29 años (154)",2,,,,,,,2
"De 30 a 34 años (155)",2,,,,,,1,1
"De 35 a 39 años (156)",2,,,,,1,1,
"De 40 a 44 años (157)",1,,,,,1,,
"De 50 y más años (159)",1,,,1,,,,
"No PEA (160)",1893,24,74,183,303,361,553,395
"De 12 a 14 años (161)",1,,,,,,,1
"De 15 a 19 años (162)",32,,,,,,19,13
"De 20 a 24 años (163)",162,,,,,,95,67
"De 25 a 29 años (164)",171,,,,,9,110,52
"De 30 a 34 años (165)",159,,,,,25,104,30
"De 35 a 39 años (166)",186,,,,1,50,101,34
"De 40 a 44 años (167)",174,,,,13,62,81,18
"De 45 a 49 años (168)",157,,,,26,72,38,21
"De 50 y más años (169)",851,24,74,183,263,143,5,159
