"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia PALPA (000)",5347,867,2090,1715,125,286,87,177
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",26,25,,,1,,,
"Profes., científicos e intelectuales (002)",355,291,,62,2,,,
"Técnicos de nivel medio y trab. asimilados (003)",156,100,,49,4,3,,
"Jefes y empleados de oficina (004)",155,151,,4,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",523,115,6,338,9,55,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",607,2,1,511,93,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",393,,116,268,3,6,,
"Obreros construc.,conf.,papel, fab., instr. (008)",354,32,99,208,8,7,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",2449,110,1797,250,2,203,87,
"Otra (010)",13,13,,,,,,
"Ocupaciñn no especificada (011)",139,28,71,25,3,12,,
"Desocupado (012)",177,,,,,,,177
"Hombres (013)",3570,431,1550,1204,102,144,13,126
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",19,18,,,1,,,
"Profes., científicos e intelectuales (015)",146,110,,34,2,,,
"Técnicos de nivel medio y trab. asimilados (016)",89,47,,37,4,1,,
"Jefes y empleados de oficina (017)",82,81,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",212,60,1,130,4,17,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",539,2,,456,81,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",348,,101,242,2,3,,
"Obreros construc.,conf.,papel, fab., instr. (021)",343,32,97,201,7,6,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",1571,54,1307,86,,111,13,
"Otra (023)",13,13,,,,,,
"Ocupaciñn no especificada (024)",82,14,44,17,1,6,,
"Desocupado (025)",126,,,,,,,126
"Mujeres (026)",1777,436,540,511,23,142,74,51
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",7,7,,,,,,
"Profes., científicos e intelectuales (028)",209,181,,28,,,,
"Técnicos de nivel medio y trab. asimilados (029)",67,53,,12,,2,,
"Jefes y empleados de oficina (030)",73,70,,3,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",311,55,5,208,5,38,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",68,,1,55,12,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",45,,15,26,1,3,,
"Obreros construc.,conf.,papel, fab., instr. (034)",11,,2,7,1,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",878,56,490,164,2,92,74,
"Ocupaciñn no especificada (037)",57,14,27,8,2,6,,
"Desocupado (038)",51,,,,,,,51
,,,,,,,,
"URBANA (039)",3494,722,1204,1167,51,170,60,120
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",19,18,,,1,,,
"Profes., científicos e intelectuales (041)",289,238,,49,2,,,
"Técnicos de nivel medio y trab. asimilados (042)",129,84,,39,3,3,,
"Jefes y empleados de oficina (043)",129,125,,4,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",440,98,2,282,9,49,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",253,1,1,225,26,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",239,,74,158,2,5,,
"Obreros construc.,conf.,papel, fab., instr. (047)",284,26,70,177,5,6,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",1468,95,998,214,2,99,60,
"Otra (049)",13,13,,,,,,
"Ocupaciñn no especificada (050)",111,24,59,19,1,8,,
"Desocupado (051)",120,,,,,,,120
"Hombres (052)",2191,360,857,754,39,88,5,88
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",15,14,,,1,,,
"Profes., científicos e intelectuales (054)",124,93,,29,2,,,
"Técnicos de nivel medio y trab. asimilados (055)",68,37,,27,3,1,,
"Jefes y empleados de oficina (056)",69,68,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",176,49,,107,4,16,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",217,1,,194,22,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",209,,63,141,2,3,,
"Obreros construc.,conf.,papel, fab., instr. (060)",273,26,68,170,4,5,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",877,48,693,73,,58,5,
"Otra (062)",13,13,,,,,,
"Ocupaciñn no especificada (063)",62,11,33,12,1,5,,
"Desocupado (064)",88,,,,,,,88
"Mujeres (065)",1303,362,347,413,12,82,55,32
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",4,4,,,,,,
"Profes., científicos e intelectuales (067)",165,145,,20,,,,
"Técnicos de nivel medio y trab. asimilados (068)",61,47,,12,,2,,
"Jefes y empleados de oficina (069)",60,57,,3,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",264,49,2,175,5,33,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",36,,1,31,4,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",30,,11,17,,2,,
"Obreros construc.,conf.,papel, fab., instr. (073)",11,,2,7,1,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",591,47,305,141,2,41,55,
"Ocupaciñn no especificada (076)",49,13,26,7,,3,,
"Desocupado (077)",32,,,,,,,32
,,,,,,,,
"RURAL (078)",1853,145,886,548,74,116,27,57
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",7,7,,,,,,
"Profes., científicos e intelectuales (080)",66,53,,13,,,,
"Técnicos de nivel medio y trab. asimilados (081)",27,16,,10,1,,,
"Jefes y empleados de oficina (082)",26,26,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",83,17,4,56,,6,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",354,1,,286,67,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",154,,42,110,1,1,,
"Obreros construc.,conf.,papel, fab., instr. (086)",70,6,29,31,3,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",981,15,799,36,,104,27,
"Ocupaciñn no especificada (089)",28,4,12,6,2,4,,
"Desocupado (090)",57,,,,,,,57
"Hombres (091)",1379,71,693,450,63,56,8,38
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",4,4,,,,,,
"Profes., científicos e intelectuales (093)",22,17,,5,,,,
"Técnicos de nivel medio y trab. asimilados (094)",21,10,,10,1,,,
"Jefes y empleados de oficina (095)",13,13,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",36,11,1,23,,1,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",322,1,,262,59,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",139,,38,101,,,,
"Obreros construc.,conf.,papel, fab., instr. (099)",70,6,29,31,3,1,,
