"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TARMA (000)",44297,43051,13994,6092,6234,4462,5881,3326,1889,1173,1246,108231
"De 12 a 14 años (001)",3871,3859,3848,10,1,,,,,,12,12
"De 15 a 19 años (002)",5859,5804,5209,525,57,9,4,,,,55,682
"De 20 a 24 años (003)",4745,4372,2101,1452,641,143,32,3,,,373,3316
"De 25 a 29 años (004)",4340,4019,932,1262,1122,488,199,13,3,,321,5916
"De 30 a 34 años (005)",3960,3814,514,834,1129,742,494,86,11,4,146,8102
"De 35 a 39 años (006)",4126,4032,347,614,1110,804,825,256,64,12,94,11102
"De 40 a 44 años (007)",3462,3388,220,396,670,630,908,386,141,37,74,11704
"De 45 a 49 años (008)",2923,2875,180,262,472,445,781,424,205,106,48,11584
"De 50 y más años (009)",11011,10888,643,737,1032,1201,2638,2158,1465,1014,123,55813
"Sin nivel (010)",5178,5094,389,303,431,471,1126,1036,723,615,84,27361
"De 12 a 14 años (011)",26,23,22,1,,,,,,,3,1
"De 15 a 19 años (012)",61,58,43,10,1,2,2,,,,3,26
"De 20 a 24 años (013)",85,80,33,20,13,9,3,2,,,5,98
"De 25 a 29 años (014)",119,115,20,18,31,26,18,1,1,,4,252
"De 30 a 34 años (015)",201,188,22,24,37,44,47,10,4,,13,535
"De 35 a 39 años (016)",243,239,18,18,38,45,75,36,8,1,4,872
"De 40 a 44 años (017)",291,283,19,18,26,25,89,65,31,10,8,1339
"De 45 a 49 años (018)",357,353,19,11,25,29,97,98,42,32,4,1920
"De 50 y más años (019)",3795,3755,193,183,260,291,795,824,637,572,40,22318
"Educacion Inicial (020)",34,33,17,2,3,6,4,1,,,1,50
"De 12 a 14 años (021)",4,4,4,,,,,,,,,
