"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia SAN MARCOS (000)",14857,1663,1997,7885,211,1970,307,824
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",24,22,,,2,,,
"Profes., científicos e intelectuales (002)",910,804,,97,6,3,,
"Técnicos de nivel medio y trab. asimilados (003)",199,126,,64,7,2,,
"Jefes y empleados de oficina (004)",207,206,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",914,169,7,660,9,69,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",6064,,1,5915,148,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",527,,107,396,8,16,,
"Obreros construc.,conf.,papel, fab., instr. (008)",550,81,179,262,21,7,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",4098,155,1603,242,,1791,307,
"Otra (010)",24,24,,,,,,
"Ocupación no especificada (011)",516,76,100,249,10,81,,
"Desocupado (012)",824,,,,,,,824
"Hombres (013)",11735,935,1675,6966,200,1296,18,645
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",22,20,,,2,,,
"Profes., científicos e intelectuales (015)",485,424,,55,5,1,,
"Técnicos de nivel medio y trab. asimilados (016)",136,77,,53,5,1,,
"Jefes y empleados de oficina (017)",108,108,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",446,81,3,341,6,15,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",5829,,1,5682,146,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",424,,91,314,7,12,,
"Obreros construc.,conf.,papel, fab., instr. (021)",537,80,176,253,21,7,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",2805,77,1326,143,,1241,18,
"Otra (023)",24,24,,,,,,
"Ocupación no especificada (024)",274,44,78,125,8,19,,
"Desocupado (025)",645,,,,,,,645
"Mujeres (026)",3122,728,322,919,11,674,289,179
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",2,2,,,,,,
"Profes., científicos e intelectuales (028)",425,380,,42,1,2,,
"Técnicos de nivel medio y trab. asimilados (029)",63,49,,11,2,1,,
"Jefes y empleados de oficina (030)",99,98,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",468,88,4,319,3,54,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",235,,,233,2,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",103,,16,82,1,4,,
"Obreros construc.,conf.,papel, fab., instr. (034)",13,1,3,9,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",1293,78,277,99,,550,289,
"Ocupación no especificada (037)",242,32,22,124,2,62,,
"Desocupado (038)",179,,,,,,,179
,,,,,,,,
"URBANA (039)",4468,1359,532,1968,63,223,147,176
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",15,13,,,2,,,
"Profes., científicos e intelectuales (041)",760,675,,77,6,2,,
"Técnicos de nivel medio y trab. asimilados (042)",163,107,,47,7,2,,
"Jefes y empleados de oficina (043)",168,167,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",717,141,4,505,9,58,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",675,,1,655,19,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",289,,56,226,5,2,,
"Obreros construc.,conf.,papel, fab., instr. (047)",365,71,124,162,6,2,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",906,121,315,184,,139,147,
"Otra (049)",23,23,,,,,,
"Ocupación no especificada (050)",211,41,32,112,9,17,,
"Desocupado (051)",176,,,,,,,176
"Hombres (052)",2997,766,472,1441,55,128,7,128
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",13,11,,,2,,,
"Profes., científicos e intelectuales (054)",403,353,,44,5,1,,
"Técnicos de nivel medio y trab. asimilados (055)",110,67,,37,5,1,,
"Jefes y empleados de oficina (056)",85,85,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",363,72,2,270,6,13,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",621,,1,601,19,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",240,,54,179,5,2,,
"Obreros construc.,conf.,papel, fab., instr. (060)",358,71,121,158,6,2,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",538,62,269,99,,101,7,
"Otra (062)",23,23,,,,,,
"Ocupación no especificada (063)",115,22,25,53,7,8,,
"Desocupado (064)",128,,,,,,,128
"Mujeres (065)",1471,593,60,527,8,95,140,48
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",2,2,,,,,,
"Profes., científicos e intelectuales (067)",357,322,,33,1,1,,
"Técnicos de nivel medio y trab. asimilados (068)",53,40,,10,2,1,,
"Jefes y empleados de oficina (069)",83,82,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",354,69,2,235,3,45,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",54,,,54,,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",49,,2,47,,,,
"Obreros construc.,conf.,papel, fab., instr. (073)",7,,3,4,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",368,59,46,85,,38,140,
"Ocupación no especificada (076)",96,19,7,59,2,9,,
"Desocupado (077)",48,,,,,,,48
,,,,,,,,
"RURAL (078)",10389,304,1465,5917,148,1747,160,648
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",9,9,,,,,,
"Profes., científicos e intelectuales (080)",150,129,,20,,1,,
"Técnicos de nivel medio y trab. asimilados (081)",36,19,,17,,,,
"Jefes y empleados de oficina (082)",39,39,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",197,28,3,155,,11,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",5389,,,5260,129,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",238,,51,170,3,14,,
"Obreros construc.,conf.,papel, fab., instr. (086)",185,10,55,100,15,5,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",3192,34,1288,58,,1652,160,
"Otra (088)",1,1,,,,,,
"Ocupación no especificada (089)",305,35,68,137,1,64,,
"Desocupado (090)",648,,,,,,,648
"Hombres (091)",8738,169,1203,5525,145,1168,11,517
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",9,9,,,,,,
"Profes., científicos e intelectuales (093)",82,71,,11,,,,
"Técnicos de nivel medio y trab. asimilados (094)",26,10,,16,,,,
"Jefes y empleados de oficina (095)",23,23,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",83,9,1,71,,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",5208,,,5081,127,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",184,,37,135,2,10,,
