"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia LEONCIO PRADO (000)",43475,64,2581,1350,1139,5935,12001,2102,3452,13261,573,1017
"Agric., ganadería, caza y silvicultura (001)",20077,,64,49,11,,11965,2,3,7983,,
"Pesca (002)",47,,1,,,,36,,,10,,
"Explotación de minas y canteras (003)",65,,4,2,1,,,31,4,23,,
"Industrias manufactureras (004)",1691,,24,68,24,24,,1348,107,96,,
"Suministro de electricidad, gas y agua (005)",67,1,4,13,10,,,10,4,25,,
"Construcción (006)",1601,3,42,51,9,,,123,825,548,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",6823,1,29,153,49,4451,,574,44,1522,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",685,,4,19,10,145,,462,38,7,,
"Comercio al por mayor (009)",319,,2,28,15,244,,,1,29,,
"Comercio al por menor (010)",5819,1,23,106,24,4062,,112,5,1486,,
"Hoteles y restaurantes (011)",2127,1,9,60,62,1009,,,,986,,
"Trans., almac. y comunicaciones (012)",2905,1,10,69,96,15,,5,2416,293,,
"Intermediación financiera (013)",95,1,19,13,53,,,1,,8,,
"Activid.inmobil., empres. y alquileres (014)",961,,264,238,138,200,,3,16,102,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1190,34,72,38,275,22,,,20,156,573,
"Enseñanza (016)",1739,21,1617,13,57,,,,1,30,,
"Servicios sociales y de salud (017)",718,,319,263,73,35,,,6,22,,
"Otras activ. serv.comun.soc y personales (018)",939,1,40,262,56,179,,5,6,390,,
"Hogares privados con servicio doméstico (019)",1063,,2,1,,,,,,1060,,
