"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SAN MIGUEL (000)",14924,970,7,8114,4173,192,689,138,641
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",45,,,4,12,2,8,1,18
"Profes., científicos e intelectuales (002)",973,,,,41,29,386,48,469
"Técnicos de nivel medio ytrab.asimilados (003)",152,,,2,30,25,61,8,26
"Jefes y empleados de oficina (004)",158,,,,66,11,42,9,30
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",588,32,,224,241,20,34,18,19
"Agricult.trabaj. calif.agrop. y pesquros (006)",6775,480,,4455,1720,31,46,24,19
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",481,40,,232,162,14,22,6,5
"Obreros. construc., conf., papel, fab., instr (008)",362,3,,118,199,9,19,6,8
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",4952,351,6,2892,1591,37,41,10,24
"Otra (010)",57,,,,20,8,13,6,10
"Ocupación no especificada (011)",381,64,1,187,91,6,17,2,13
"Hombres (012)",12483,629,7,7102,3702,132,427,92,392
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",38,,,4,9,2,7,1,15
"Profes., científicos e intelectuales (014)",526,,,,12,11,211,24,268
"Técnicos de nivel medio ytrab.asimilados (015)",104,,,1,29,18,36,5,15
"Jefes y empleados de oficina (016)",95,,,,44,8,20,5,18
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",297,2,,104,144,7,17,12,11
"Agricult.trabaj. calif.agrop. y pesquros (018)",6467,396,,4291,1668,28,45,21,18
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",294,8,,117,128,13,20,3,5
"Obreros. construc., conf., papel, fab., instr (020)",348,2,,110,196,8,19,6,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",4108,210,6,2407,1399,28,30,9,19
"Otra (022)",57,,,,20,8,13,6,10
"Ocupación no especificada (023)",149,11,1,68,53,1,9,,6
"Mujeres (024)",2441,341,,1012,471,60,262,46,249
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",7,,,,3,,1,,3
"Profes., científicos e intelectuales (026)",447,,,,29,18,175,24,201
"Técnicos de nivel medio ytrab.asimilados (027)",48,,,1,1,7,25,3,11
"Jefes y empleados de oficina (028)",63,,,,22,3,22,4,12
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",291,30,,120,97,13,17,6,8
"Agricult.trabaj. calif.agrop. y pesquros (030)",308,84,,164,52,3,1,3,1
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",187,32,,115,34,1,2,3,
"Obreros. construc., conf., papel, fab., instr (032)",14,1,,8,3,1,,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",844,141,,485,192,9,11,1,5
"Ocupación no especificada (035)",232,53,,119,38,5,8,2,7
,,,,,,,,,
"URBANA (036)",3099,126,1,881,1050,99,426,80,436
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",31,,,1,6,1,7,1,15
"Profes., científicos e intelectuales (038)",597,,,,22,14,234,28,299
