"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Obreros construc., conf., papel, fab., instr. (034)",8,,4,1,3,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",3417,241,1291,1084,670,131
"Ocupación no especificada (037)",496,4,157,176,121,38
"Desocupado (038)",352,18,191,96,38,9
,,,,,,
"URBANA (039)",12949,475,4629,4648,2644,553
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",20,,2,12,6,
"Profes., científicos e intelectuales (041)",865,,232,479,152,2
"Técnicos de nivel medio y trab.asimilados (042)",238,1,96,100,38,3
"Jefes y empleados de oficina (043)",189,,83,76,27,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1712,49,547,659,390,67
"Agricult.trabaj. calif. agrop. y pesqueros (045)",4009,36,1039,1533,1086,315
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",320,5,123,120,60,12
"Obreros construc., conf., papel, fab., instr. (047)",510,2,220,188,94,6
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",3775,343,1713,1033,584,102
"Otra (049)",78,,17,50,10,1
"Ocupación no especificada (050)",488,12,195,163,95,23
"Desocupado (051)",745,27,362,235,102,19
"Hombres (052)",8463,287,3014,3037,1746,379
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",17,,1,10,6,
"Profes., científicos e intelectuales (054)",480,,99,271,108,2
"Técnicos de nivel medio y trab.asimilados (055)",165,1,58,76,28,2
"Jefes y empleados de oficina (056)",124,,44,54,23,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",646,21,208,229,155,33
"Agricult.trabaj. calif. agrop. y pesqueros (058)",3335,25,840,1329,887,254
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",289,5,111,105,56,12
"Obreros construc., conf., papel, fab., instr. (060)",507,2,219,187,93,6
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",2094,211,1078,496,265,44
"Otra (062)",78,,17,50,10,1
"Ocupación no especificada (063)",229,9,100,69,41,10
"Desocupado (064)",499,13,239,161,74,12
"Mujeres (065)",4486,188,1615,1611,898,174
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",3,,1,2,,
"Profes., científicos e intelectuales (067)",385,,133,208,44,
"Técnicos de nivel medio y trab.asimilados (068)",73,,38,24,10,1
"Jefes y empleados de oficina (069)",65,,39,22,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1066,28,339,430,235,34
"Agricult.trabaj. calif. agrop. y pesqueros (071)",674,11,199,204,199,61
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",31,,12,15,4,
"Obreros construc., conf., papel, fab., instr. (073)",3,,1,1,1,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",1681,132,635,537,319,58
"Ocupación no especificada (076)",259,3,95,94,54,13
"Desocupado (077)",246,14,123,74,28,7
,,,,,,
"RURAL (078)",14857,436,5336,4849,3201,1035
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",8,,1,5,2,
"Profes., científicos e intelectuales (080)",356,,105,186,64,1
"Técnicos de nivel medio y trab.asimilados (081)",72,,33,29,8,2
"Jefes y empleados de oficina (082)",33,,19,8,6,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",282,7,128,85,46,16
"Agricult.trabaj. calif. agrop. y pesqueros (084)",8483,37,2256,3092,2272,826
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",87,1,33,36,11,6
"Obreros construc., conf., papel, fab., instr. (086)",227,,103,84,38,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",4460,377,2284,1071,602,126
"Otra (088)",8,,3,4,1,
"Ocupación no especificada (089)",338,1,108,110,85,34
"Desocupado (090)",503,13,263,139,66,22
"Hombres (091)",11661,311,4229,3818,2464,839
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",7,,,5,2,
"Profes., científicos e intelectuales (093)",220,,56,113,50,1
"Técnicos de nivel medio y trab.asimilados (094)",56,,25,22,7,2
"Jefes y empleados de oficina (095)",27,,14,7,6,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",85,2,36,31,11,5
"Agricult.trabaj. calif. agrop. y pesqueros (097)",7743,31,2098,2852,2019,743
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",71,1,28,31,7,4
"Obreros construc., conf., papel, fab., instr. (099)",222,,100,84,36,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",2724,268,1628,524,251,53
"Otra (101)",8,,3,4,1,
"Ocupación no especificada (102)",101,,46,28,18,9
"Desocupado (103)",397,9,195,117,56,20
"Mujeres (104)",3196,125,1107,1031,737,196
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",1,,1,,,
"Profes., científicos e intelectuales (106)",136,,49,73,14,
"Técnicos de nivel medio y trab.asimilados (107)",16,,8,7,1,
"Jefes y empleados de oficina (108)",6,,5,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",197,5,92,54,35,11
"Agricult.trabaj. calif. agrop. y pesqueros (110)",740,6,158,240,253,83
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",16,,5,5,4,2
"Obreros construc., conf., papel, fab., instr. (112)",5,,3,,2,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",1736,109,656,547,351,73
"Ocupación no especificada (115)",237,1,62,82,67,25
"Desocupado (116)",106,4,68,22,10,2
