"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",269,249,14,2,4
,,,,,
"URBANA (036)",3066,2005,325,200,536
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",19,,1,,18
"Profes., científicos e intelectuales (038)",754,201,185,125,243
"Técnicos de nivel medio y trab. asimilados (039)",105,41,6,9,49
"Jefes y empleados de oficina (040)",137,21,12,18,86
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",398,368,10,4,16
"Agricult.trabaj.calif.agrop.y pesqueros (042)",427,406,21,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",176,167,6,2,1
"Obreros construc.,conf.,papel, fab., instr. (044)",265,198,28,23,16
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",629,528,41,15,45
"Otra (046)",54,,,,54
"Ocupación no especificada (047)",102,75,15,4,8
"Hombres (048)",2023,1328,224,136,335
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",17,,1,,16
"Profes., científicos e intelectuales (050)",391,80,110,77,124
"Técnicos de nivel medio y trab. asimilados (051)",58,27,4,6,21
"Jefes y empleados de oficina (052)",76,7,8,8,53
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",177,159,4,3,11
"Agricult.trabaj.calif.agrop.y pesqueros (054)",401,381,20,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",157,149,5,2,1
"Obreros construc.,conf.,papel, fab., instr. (056)",257,192,27,23,15
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",389,304,36,14,35
"Otra (058)",54,,,,54
"Ocupación no especificada (059)",46,29,9,3,5
"Mujeres (060)",1043,677,101,64,201
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",2,,,,2
"Profes., científicos e intelectuales (062)",363,121,75,48,119
"Técnicos de nivel medio y trab. asimilados (063)",47,14,2,3,28
"Jefes y empleados de oficina (064)",61,14,4,10,33
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",221,209,6,1,5
"Agricult.trabaj.calif.agrop.y pesqueros (066)",26,25,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",19,18,1,,
"Obreros construc.,conf.,papel, fab., instr. (068)",8,6,1,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",240,224,5,1,10
"Ocupación no especificada (071)",56,46,6,1,3
,,,,,
"RURAL (072)",8056,7422,318,50,266
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",10,,2,,8
"Profes., científicos e intelectuales (074)",330,91,99,25,115
"Técnicos de nivel medio y trab. asimilados (075)",38,19,2,2,15
"Jefes y empleados de oficina (076)",44,5,5,2,32
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",130,125,2,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (078)",4081,4007,74,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",96,95,,,1
"Obreros construc.,conf.,papel, fab., instr. (080)",71,53,12,5,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2957,2750,108,11,88
"Otra (082)",1,,,,1
"Ocupación no especificada (083)",298,277,14,4,3
"Hombres (084)",6847,6422,253,32,140
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",8,,1,,7
"Profes., científicos e intelectuales (086)",184,33,67,11,73
"Técnicos de nivel medio y trab. asimilados (087)",22,10,2,2,8
"Jefes y empleados de oficina (088)",30,4,1,2,23
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",66,63,,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (090)",3962,3890,72,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",74,73,,,1
"Obreros construc.,conf.,papel, fab., instr. (092)",70,52,12,5,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2345,2223,92,8,22
"Otra (094)",1,,,,1
"Ocupación no especificada (095)",85,74,6,3,2
"Mujeres (096)",1209,1000,65,18,126
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,,1,,1
"Profes., científicos e intelectuales (098)",146,58,32,14,42
"Técnicos de nivel medio y trab. asimilados (099)",16,9,,,7
"Jefes y empleados de oficina (100)",14,1,4,,9
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",64,62,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",119,117,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",22,22,,,
"Obreros construc.,conf.,papel, fab., instr. (104)",1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",612,527,16,3,66
"Ocupación no especificada (107)",213,203,8,1,1
