"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia HUARAL (000)",164660,83461,81199,136487,68042,68445,28173,15419,12754
"Menores de 1 año (001)",2773,1418,1355,2290,1189,1101,483,229,254
"Menores de 1 mes (002)",211,101,110,163,75,88,48,26,22
"De 1 a 11 meses (003)",2562,1317,1245,2127,1114,1013,435,203,232
"De 1 a 4 años (004)",12393,6450,5943,10353,5425,4928,2040,1025,1015
"1 año (005)",2846,1482,1364,2369,1235,1134,477,247,230
"2 años (006)",3354,1801,1553,2837,1538,1299,517,263,254
"3 años (007)",3173,1616,1557,2611,1330,1281,562,286,276
"4 años (008)",3020,1551,1469,2536,1322,1214,484,229,255
"De 5 a 9 años (009)",14777,7507,7270,12406,6281,6125,2371,1226,1145
"5 años (010)",2864,1458,1406,2393,1220,1173,471,238,233
"6 años (011)",2746,1384,1362,2329,1163,1166,417,221,196
"7 años (012)",3008,1539,1469,2511,1287,1224,497,252,245
"8 años (013)",3048,1528,1520,2570,1276,1294,478,252,226
"9 años (014)",3111,1598,1513,2603,1335,1268,508,263,245
"De 10 a 14 años (015)",17083,8745,8338,14448,7364,7084,2635,1381,1254
"10 años (016)",3257,1632,1625,2737,1371,1366,520,261,259
"11 años (017)",3236,1677,1559,2715,1412,1303,521,265,256
"12 años (018)",3541,1811,1730,2987,1518,1469,554,293,261
"13 años (019)",3488,1777,1711,2974,1489,1485,514,288,226
"14 años (020)",3561,1848,1713,3035,1574,1461,526,274,252
"De 15 a 19 años (021)",16235,8261,7974,13663,6872,6791,2572,1389,1183
"15 años (022)",3552,1776,1776,2990,1472,1518,562,304,258
"16 años (023)",3188,1620,1568,2673,1355,1318,515,265,250
"17 años (024)",3138,1610,1528,2643,1345,1298,495,265,230
"18 años (025)",3279,1700,1579,2796,1429,1367,483,271,212
"19 años (026)",3078,1555,1523,2561,1271,1290,517,284,233
"De 20 a 24 años (027)",14771,7470,7301,12002,5913,6089,2769,1557,1212
"20 años (028)",3252,1618,1634,2644,1274,1370,608,344,264
"21 años (029)",2765,1387,1378,2280,1108,1172,485,279,206
"22 años (030)",2898,1490,1408,2354,1183,1171,544,307,237
"23 años (031)",2876,1451,1425,2318,1145,1173,558,306,252
"24 años (032)",2980,1524,1456,2406,1203,1203,574,321,253
"De 25 a 29 años (033)",13639,6916,6723,11098,5450,5648,2541,1466,1075
"25 años (034)",2835,1468,1367,2309,1177,1132,526,291,235
"26 años (035)",2732,1323,1409,2243,1046,1197,489,277,212
"27 años (036)",2867,1494,1373,2312,1159,1153,555,335,220
"28 años (037)",2655,1369,1286,2141,1063,1078,514,306,208
"29 años (038)",2550,1262,1288,2093,1005,1088,457,257,200
