"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Activid.inmobil., empres. y alquileres (014)",25927,94,8201,6480,3949,2657,,335,694,3517,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",14117,136,2230,1115,4019,405,,39,270,1136,4767,
"Enseñanza (016)",25217,437,22773,408,1122,,,16,30,431,,
"Servicios sociales y de salud (017)",11849,7,6561,3467,766,411,,57,40,540,,
"Otras activ. serv.comun.soc y personales (018)",14483,26,1488,2382,1097,2299,,283,240,6668,,
"Hogares privados con servicio doméstico (019)",11722,,,62,,20,,,1,11639,,
"Actividad economica no especificada (021)",8554,2,189,409,1071,,,1,2,28,,6852
"Hombres (022)",195459,679,24242,16597,9182,22973,7625,31139,40381,34901,4328,3412
"Agric., ganadería, caza y silvicultura (023)",17701,6,277,234,53,,7575,45,137,9374,,
"Pesca (024)",177,,19,9,8,,50,3,4,84,,
"Explotación de minas y canteras (025)",4463,11,740,628,253,15,,1893,340,583,,
"Industrias manufactureras (026)",24975,54,928,1703,732,66,,18675,2228,589,,
"Suministro de electricidad, gas y agua (027)",855,1,145,156,114,,,180,109,150,,
"Construcción (028)",21910,26,1103,993,116,,,1703,13005,4964,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",35218,70,1078,3113,599,16256,,7711,878,5513,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",8654,21,241,557,92,1219,,5992,317,215,,
"Comercio al por mayor (031)",2896,20,224,518,248,1441,,21,129,295,,
"Comercio al por menor (032)",23668,29,613,2038,259,13596,,1698,432,5003,,
"Hoteles y restaurantes (033)",5988,27,182,501,486,3189,,26,21,1556,,
"Trans., almac. y comunicaciones (034)",30415,53,452,1110,1275,167,,214,22481,4663,,
"Intermediación financiera (035)",1565,24,264,371,852,,,5,4,45,,
"Activid.inmobil., empres. y alquileres (036)",16882,71,5322,4135,1539,2563,,322,633,2297,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",9409,77,1155,610,1934,362,,35,249,659,4328,
"Enseñanza (038)",9846,237,8760,226,318,,,16,26,263,,
"Servicios sociales y de salud (039)",3998,4,2628,883,224,45,,38,39,137,,
"Otras activ. serv.comun.soc y personales (040)",7387,16,1072,1658,428,310,,272,224,3407,,
"Hogares privados con servicio doméstico (041)",600,,,3,,,,,1,596,,
"Actividad economica no especificada (043)",4070,2,117,264,251,,,1,2,21,,3412
"Mujeres (044)",143619,386,24619,11762,11336,37527,2874,9408,1955,39873,439,3440
"Agric., ganadería, caza y silvicultura (045)",10517,2,68,82,45,,2867,1,,7452,,
"Pesca (046)",24,,5,3,6,,7,,,3,,
"Explotación de minas y canteras (047)",377,1,140,55,71,4,,72,6,28,,
"Industrias manufactureras (048)",12625,13,516,985,501,117,,9006,1052,435,,
"Suministro de electricidad, gas y agua (049)",140,,40,14,60,,,2,6,18,,
"Construcción (050)",917,1,200,136,91,,,28,225,236,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",41232,29,706,2228,820,28656,,243,29,8521,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",842,7,47,138,103,371,,121,12,43,,
"Comercio al por mayor (053)",2238,7,142,452,167,1398,,3,6,63,,
"Comercio al por menor (054)",38152,15,517,1638,550,26887,,119,11,8415,,
"Hoteles y restaurantes (055)",11998,16,151,613,610,6042,,,5,4561,,
"Trans., almac. y comunicaciones (056)",4676,20,256,695,963,196,,9,529,2008,,
"Intermediación financiera (057)",1436,9,149,407,839,,,,,32,,
"Activid.inmobil., empres. y alquileres (058)",9045,23,2879,2345,2410,94,,13,61,1220,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",4708,59,1075,505,2085,43,,4,21,477,439,
"Enseñanza (060)",15371,200,14013,182,804,,,,4,168,,
"Servicios sociales y de salud (061)",7851,3,3933,2584,542,366,,19,1,403,,
"Otras activ. serv.comun.soc y personales (062)",7096,10,416,724,669,1989,,11,16,3261,,
"Hogares privados con servicio doméstico (063)",11122,,,59,,20,,,,11043,,
"Actividad economica no especificada (065)",4484,,72,145,820,,,,,7,,3440
,,,,,,,,,,,,
"URBANA (066)",329772,1055,48628,28192,20412,60040,8185,39661,41881,70354,4676,6688
"Agric., ganadería, caza y silvicultura (067)",22161,7,327,294,94,,8132,45,116,13146,,
"Pesca (068)",192,,24,11,14,,53,3,4,83,,
"Explotación de minas y canteras (069)",4320,11,867,644,313,15,,1667,298,505,,
"Industrias manufactureras (070)",36998,67,1440,2682,1227,183,,27155,3242,1002,,
"Suministro de electricidad, gas y agua (071)",974,1,185,169,171,,,177,114,157,,
"Construcción (072)",22625,27,1301,1126,206,,,1726,13104,5135,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",75902,98,1780,5322,1416,44582,,7906,902,13896,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",9425,28,288,693,194,1565,,6076,328,253,,
"Comercio al por mayor (075)",5093,27,364,967,414,2814,,24,134,349,,
"Comercio al por menor (076)",61384,43,1128,3662,808,40203,,1806,440,13294,,
"Hoteles y restaurantes (077)",17817,43,332,1109,1095,9140,,26,26,6046,,
"Trans., almac. y comunicaciones (078)",34823,73,708,1799,2233,361,,222,22808,6619,,
"Intermediación financiera (079)",2993,33,413,775,1686,,,5,4,77,,
"Activid.inmobil., empres. y alquileres (080)",25799,94,8170,6462,3927,2640,,334,688,3484,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",13941,129,2223,1105,3994,403,,39,267,1105,4676,
"Enseñanza (082)",25091,437,22660,407,1114,,,15,30,428,,
"Servicios sociales y de salud (083)",11783,7,6526,3445,762,407,,57,40,539,,
"Otras activ. serv.comun.soc y personales (084)",14336,26,1483,2373,1093,2289,,283,235,6554,,
"Hogares privados con servicio doméstico (085)",11633,,,62,,20,,,1,11550,,
"Actividad economica no especificada (087)",8384,2,189,407,1067,,,1,2,28,,6688
"Hombres (088)",189110,670,24128,16481,9127,22823,5723,30443,39948,32181,4239,3347
"Agric., ganadería, caza y silvicultura (089)",13475,5,260,218,51,,5677,44,116,7104,,
"Pesca (090)",169,,19,9,8,,46,3,4,80,,
"Explotación de minas y canteras (091)",3966,10,729,590,242,13,,1609,293,480,,
"Industrias manufactureras (092)",24566,54,925,1699,729,66,,18323,2202,568,,
"Suministro de electricidad, gas y agua (093)",836,1,145,156,112,,,175,108,139,,
"Construcción (094)",21717,26,1101,991,115,,,1698,12880,4906,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",34997,69,1077,3101,598,16149,,7665,873,5465,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",8593,21,241,555,92,1202,,5956,316,210,,
"Comercio al por mayor (097)",2872,20,223,516,247,1431,,21,128,286,,
"Comercio al por menor (098)",23532,28,613,2030,259,13516,,1688,429,4969,,
"Hoteles y restaurantes (099)",5957,27,182,499,486,3168,,26,21,1548,,
"Trans., almac. y comunicaciones (100)",30169,53,452,1106,1274,166,,213,22286,4619,,
"Intermediación financiera (101)",1561,24,264,369,850,,,5,4,45,,
"Activid.inmobil., empres. y alquileres (102)",16781,71,5297,4123,1528,2546,,321,627,2268,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",9257,71,1148,602,1919,361,,35,247,635,4239,
"Enseñanza (104)",9812,237,8734,225,315,,,15,26,260,,
"Servicios sociales y de salud (105)",3971,4,2609,876,223,45,,38,39,137,,
"Otras activ. serv.comun.soc y personales (106)",7282,16,1069,1652,426,309,,272,219,3319,,
"Hogares privados con servicio doméstico (107)",591,,,3,,,,,1,587,,
"Actividad economica no especificada (109)",4003,2,117,262,251,,,1,2,21,,3347
"Mujeres (110)",140662,385,24500,11711,11285,37217,2462,9218,1933,38173,437,3341
"Agric., ganadería, caza y silvicultura (111)",8686,2,67,76,43,,2455,1,,6042,,
"Pesca (112)",23,,5,2,6,,7,,,3,,
"Explotación de minas y canteras (113)",354,1,138,54,71,2,,58,5,25,,
"Industrias manufactureras (114)",12432,13,515,983,498,117,,8832,1040,434,,
"Suministro de electricidad, gas y agua (115)",138,,40,13,59,,,2,6,18,,
"Construcción (116)",908,1,200,135,91,,,28,224,229,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",40905,29,703,2221,818,28433,,241,29,8431,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",832,7,47,138,102,363,,120,12,43,,
"Comercio al por mayor (119)",2221,7,141,451,167,1383,,3,6,63,,
"Comercio al por menor (120)",37852,15,515,1632,549,26687,,118,11,8325,,
"Hoteles y restaurantes (121)",11860,16,150,610,609,5972,,,5,4498,,
"Trans., almac. y comunicaciones (122)",4654,20,256,693,959,195,,9,522,2000,,
"Intermediación financiera (123)",1432,9,149,406,836,,,,,32,,
"Activid.inmobil., empres. y alquileres (124)",9018,23,2873,2339,2399,94,,13,61,1216,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",4684,58,1075,503,2075,42,,4,20,470,437,
"Enseñanza (126)",15279,200,13926,182,799,,,,4,168,,
"Servicios sociales y de salud (127)",7812,3,3917,2569,539,362,,19,1,402,,
"Otras activ. serv.comun.soc y personales (128)",7054,10,414,721,667,1980,,11,16,3235,,
"Hogares privados con servicio doméstico (129)",11042,,,59,,20,,,,10963,,
"Actividad economica no especificada (131)",4381,,72,145,816,,,,,7,,3341
,,,,,,,,,,,,
"RURAL (132)",9306,10,233,167,106,460,2314,886,455,4420,91,164
"Agric., ganadería, caza y silvicultura (133)",6057,1,18,22,4,,2310,1,21,3680,,
"Pesca (134)",9,,,1,,,4,,,4,,
"Explotación de minas y canteras (135)",520,1,13,39,11,4,,298,48,106,,
"Industrias manufactureras (136)",602,,4,6,6,,,526,38,22,,
"Suministro de electricidad, gas y agua (137)",21,,,1,3,,,5,1,11,,
"Construcción (138)",202,,2,3,1,,,5,126,65,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",548,1,4,19,3,330,,48,5,138,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",71,,,2,1,25,,37,1,5,,
"Comercio al por mayor (141)",41,,2,3,1,25,,,1,9,,
"Comercio al por menor (142)",436,1,2,14,1,280,,11,3,124,,
"Hoteles y restaurantes (143)",169,,1,5,1,91,,,,71,,
"Trans., almac. y comunicaciones (144)",268,,,6,5,2,,1,202,52,,
"Intermediación financiera (145)",8,,,3,5,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",128,,31,18,22,17,,1,6,33,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",176,7,7,10,25,2,,,3,31,91,
"Enseñanza (148)",126,,113,1,8,,,1,,3,,
"Servicios sociales y de salud (149)",66,,35,22,4,4,,,,1,,
"Otras activ. serv.comun.soc y personales (150)",147,,5,9,4,10,,,5,114,,
"Hogares privados con servicio doméstico (151)",89,,,,,,,,,89,,
"Actividad economica no especificada (153)",170,,,2,4,,,,,,,164
"Hombres (154)",6349,9,114,116,55,150,1902,696,433,2720,89,65
"Agric., ganadería, caza y silvicultura (155)",4226,1,17,16,2,,1898,1,21,2270,,
"Pesca (156)",8,,,,,,4,,,4,,
"Explotación de minas y canteras (157)",497,1,11,38,11,2,,284,47,103,,
"Industrias manufactureras (158)",409,,3,4,3,,,352,26,21,,
"Suministro de electricidad, gas y agua (159)",19,,,,2,,,5,1,11,,
"Construcción (160)",193,,2,2,1,,,5,125,58,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",221,1,1,12,1,107,,46,5,48,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",61,,,2,,17,,36,1,5,,
"Comercio al por mayor (163)",24,,1,2,1,10,,,1,9,,
"Comercio al por menor (164)",136,1,,8,,80,,10,3,34,,
"Hoteles y restaurantes (165)",31,,,2,,21,,,,8,,
"Trans., almac. y comunicaciones (166)",246,,,4,1,1,,1,195,44,,
"Intermediación financiera (167)",4,,,2,2,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",101,,25,12,11,17,,1,6,29,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",152,6,7,8,15,1,,,2,24,89,
"Enseñanza (170)",34,,26,1,3,,,1,,3,,
"Servicios sociales y de salud (171)",27,,19,7,1,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",105,,3,6,2,1,,,5,88,,
"Hogares privados con servicio doméstico (173)",9,,,,,,,,,9,,
"Actividad economica no especificada (175)",67,,,2,,,,,,,,65
"Mujeres (176)",2957,1,119,51,51,310,412,190,22,1700,2,99
"Agric., ganadería, caza y silvicultura (177)",1831,,1,6,2,,412,,,1410,,
"Pesca (178)",1,,,1,,,,,,,,
"Explotación de minas y canteras (179)",23,,2,1,,2,,14,1,3,,
"Industrias manufactureras (180)",193,,1,2,3,,,174,12,1,,
"Suministro de electricidad, gas y agua (181)",2,,,1,1,,,,,,,
"Construcción (182)",9,,,1,,,,,1,7,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",327,,3,7,2,223,,2,,90,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",10,,,,1,8,,1,,,,
"Comercio al por mayor (185)",17,,1,1,,15,,,,,,
"Comercio al por menor (186)",300,,2,6,1,200,,1,,90,,
"Hoteles y restaurantes (187)",138,,1,3,1,70,,,,63,,
"Trans., almac. y comunicaciones (188)",22,,,2,4,1,,,7,8,,
"Intermediación financiera (189)",4,,,1,3,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",27,,6,6,11,,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",24,1,,2,10,1,,,1,7,2,
"Enseñanza (192)",92,,87,,5,,,,,,,
"Servicios sociales y de salud (193)",39,,16,15,3,4,,,,1,,
"Otras activ. serv.comun.soc y personales (194)",42,,2,3,2,9,,,,26,,
"Hogares privados con servicio doméstico (195)",80,,,,,,,,,80,,
"Actividad economica no especificada (197)",103,,,,4,,,,,,,99
