"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Admin.pub. y defensa; p. segur.soc.afil (015)",6760,86,550,466,2382,306,,45,91,815,2019,
"Enseñanza (016)",11272,173,10368,150,436,,,3,9,133,,
"Servicios sociales y de salud (017)",3354,1,1200,1398,302,140,,24,13,276,,
"Otras activ. serv.comun.soc y personales (018)",4549,14,366,1040,528,575,,94,49,1883,,
"Hogares privados con servicio doméstico (019)",6187,,,4,,4,,,,6179,,
"Organiz. y organos extraterritoriales (020)",5,,1,1,3,,,,,,,
"Actividad economica no especificada (021)",8327,3,122,248,1022,,,1,5,59,,6867
"Hombres (022)",106963,264,7708,5777,4449,13000,19102,12152,17622,20732,1884,4273
"Agric., ganadería, caza y silvicultura (023)",26119,7,77,92,16,,18638,24,27,7238,,
"Pesca (024)",1605,2,6,7,1,,464,,18,1107,,
"Explotación de minas y canteras (025)",585,6,65,60,58,1,,297,29,69,,
"Industrias manufactureras (026)",9269,7,104,343,119,26,,7482,790,398,,
"Suministro de electricidad, gas y agua (027)",370,1,27,59,48,,,70,26,139,,
"Construcción (028)",8327,5,244,361,58,,,766,5255,1638,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",18354,27,200,920,235,9639,,3188,306,3839,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",3204,4,44,150,28,395,,2330,143,110,,
"Comercio al por mayor (031)",1156,8,33,139,67,756,,3,28,122,,
"Comercio al por menor (032)",13994,15,123,631,140,8488,,855,135,3607,,
"Hoteles y restaurantes (033)",3004,3,48,142,132,1497,,12,10,1160,,
"Trans., almac. y comunicaciones (034)",14774,17,104,416,645,193,,107,10900,2392,,
"Intermediación financiera (035)",402,7,37,91,246,,,1,1,19,,
"Activid.inmobil., empres. y alquileres (036)",5133,9,1242,1448,674,1021,,47,108,584,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",4982,66,392,322,1367,272,,44,82,553,1884,
"Enseñanza (038)",4763,92,4300,93,164,,,3,8,103,,
"Servicios sociales y de salud (039)",1260,1,493,483,121,43,,21,13,85,,
"Otras activ. serv.comun.soc y personales (040)",2658,12,276,763,245,307,,89,44,922,,
"Hogares privados con servicio doméstico (041)",443,,,3,,1,,,,439,,
"Organiz. y organos extraterritoriales (042)",3,,,,3,,,,,,,
"Actividad economica no especificada (043)",4912,2,93,174,317,,,1,5,47,,4273
"Mujeres (044)",58896,132,7768,3069,4307,15323,2472,2118,543,20435,135,2594
"Agric., ganadería, caza y silvicultura (045)",7902,,24,24,4,1,2445,,1,5403,,
"Pesca (046)",138,1,2,,,,27,,,108,,
"Explotación de minas y canteras (047)",35,,6,8,10,,,7,,4,,
"Industrias manufactureras (048)",2588,1,55,123,85,29,,1973,253,69,,
"Suministro de electricidad, gas y agua (049)",63,,4,6,38,,,,3,12,,
"Construcción (050)",262,,20,29,27,,,18,99,69,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",16107,10,76,525,266,11086,,101,10,4033,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",308,4,5,35,29,171,,46,2,16,,
"Comercio al por mayor (053)",602,,12,108,40,429,,,1,12,,
"Comercio al por menor (054)",15197,6,59,382,197,10486,,55,7,4005,,
"Hoteles y restaurantes (055)",7093,3,36,110,164,3734,,2,,3044,,
"Trans., almac. y comunicaciones (056)",901,7,41,171,295,40,,6,158,183,,
"Intermediación financiera (057)",326,4,18,80,215,,,,,9,,
"Activid.inmobil., empres. y alquileres (058)",2048,2,433,524,747,31,,2,4,305,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",1778,20,158,144,1015,34,,1,9,262,135,
"Enseñanza (060)",6509,81,6068,57,272,,,,1,30,,
"Servicios sociales y de salud (061)",2094,,707,915,181,97,,3,,191,,
"Otras activ. serv.comun.soc y personales (062)",1891,2,90,277,283,268,,5,5,961,,
"Hogares privados con servicio doméstico (063)",5744,,,1,,3,,,,5740,,
"Organiz. y organos extraterritoriales (064)",2,,1,1,,,,,,,,
"Actividad economica no especificada (065)",3415,1,29,74,705,,,,,12,,2594
,,,,,,,,,,,,
"URBANA (066)",133207,369,14486,8703,8655,27106,4944,13555,17498,29564,1864,6463
"Agric., ganadería, caza y silvicultura (067)",7676,7,92,109,20,,4624,15,28,2781,,
"Pesca (068)",933,3,8,7,1,,320,,12,582,,
"Explotación de minas y canteras (069)",561,6,70,65,66,1,,268,25,60,,
"Industrias manufactureras (070)",11058,8,155,456,202,55,,8860,874,448,,
"Suministro de electricidad, gas y agua (071)",429,1,31,64,86,,,68,29,150,,
"Construcción (072)",8292,5,263,384,84,,,774,5186,1596,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",33116,37,274,1433,492,19774,,3230,307,7569,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",3460,8,49,184,57,557,,2338,142,125,,
"Comercio al por mayor (075)",1678,8,45,247,102,1118,,3,25,130,,
"Comercio al por menor (076)",27978,21,180,1002,333,18099,,889,140,7314,,
"Hoteles y restaurantes (077)",9801,6,83,251,290,5081,,14,10,4066,,
"Trans., almac. y comunicaciones (078)",15206,24,135,583,930,204,,113,10755,2462,,
"Intermediación financiera (079)",726,11,55,171,459,,,1,1,28,,
"Activid.inmobil., empres. y alquileres (080)",7070,11,1669,1962,1405,1004,,49,111,859,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",6500,82,546,464,2355,289,,45,90,765,1864,
"Enseñanza (082)",10303,150,9441,147,431,,,2,6,126,,
"Servicios sociales y de salud (083)",3228,1,1182,1332,292,129,,24,11,257,,
"Otras activ. serv.comun.soc y personales (084)",4412,14,359,1024,523,566,,91,48,1787,,
"Hogares privados con servicio doméstico (085)",5976,,,4,,3,,,,5969,,
"Organiz. y organos extraterritoriales (086)",5,,1,1,3,,,,,,,
"Actividad economica no especificada (087)",7915,3,122,246,1016,,,1,5,59,,6463
"Hombres (088)",82719,243,7123,5667,4382,12346,4198,11478,17028,14410,1734,4110
"Agric., ganadería, caza y silvicultura (089)",6229,7,72,85,16,,3894,15,27,2113,,
"Pesca (090)",868,2,6,7,1,,304,,12,536,,
"Explotación de minas y canteras (091)",526,6,64,57,56,1,,261,25,56,,
"Industrias manufactureras (092)",8583,7,100,334,117,26,,6928,688,383,,
"Suministro de electricidad, gas y agua (093)",366,1,27,58,48,,,68,26,138,,
"Construcción (094)",8037,5,243,355,58,,,756,5089,1531,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",17603,27,198,912,228,9125,,3129,297,3687,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",3154,4,44,149,28,388,,2292,140,109,,
"Comercio al por mayor (097)",1102,8,33,139,63,713,,3,24,119,,
"Comercio al por menor (098)",13347,15,121,624,137,8024,,834,133,3459,,
"Hoteles y restaurantes (099)",2944,3,47,141,129,1463,,12,10,1139,,
"Trans., almac. y comunicaciones (100)",14316,17,95,413,636,166,,107,10601,2281,,
"Intermediación financiera (101)",401,7,37,91,245,,,1,1,19,,
"Activid.inmobil., empres. y alquileres (102)",5034,9,1237,1439,665,973,,47,107,557,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",4753,63,390,321,1349,256,,44,81,515,1734,
"Enseñanza (104)",4189,74,3760,91,161,,,2,5,96,,
"Servicios sociales y de salud (105)",1177,1,485,437,115,36,,21,11,71,,
"Otras activ. serv.comun.soc y personales (106)",2554,12,269,751,242,300,,86,43,851,,
"Hogares privados con servicio doméstico (107)",393,,,3,,,,,,390,,
"Organiz. y organos extraterritoriales (108)",3,,,,3,,,,,,,
"Actividad economica no especificada (109)",4743,2,93,172,313,,,1,5,47,,4110
"Mujeres (110)",50488,126,7363,3036,4273,14760,746,2077,470,15154,130,2353
"Agric., ganadería, caza y silvicultura (111)",1447,,20,24,4,,730,,1,668,,
"Pesca (112)",65,1,2,,,,16,,,46,,
"Explotación de minas y canteras (113)",35,,6,8,10,,,7,,4,,
"Industrias manufactureras (114)",2475,1,55,122,85,29,,1932,186,65,,
"Suministro de electricidad, gas y agua (115)",63,,4,6,38,,,,3,12,,
"Construcción (116)",255,,20,29,26,,,18,97,65,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",15513,10,76,521,264,10649,,101,10,3882,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",306,4,5,35,29,169,,46,2,16,,
"Comercio al por mayor (119)",576,,12,108,39,405,,,1,11,,
"Comercio al por menor (120)",14631,6,59,378,196,10075,,55,7,3855,,
"Hoteles y restaurantes (121)",6857,3,36,110,161,3618,,2,,2927,,
"Trans., almac. y comunicaciones (122)",890,7,40,170,294,38,,6,154,181,,
"Intermediación financiera (123)",325,4,18,80,214,,,,,9,,
"Activid.inmobil., empres. y alquileres (124)",2036,2,432,523,740,31,,2,4,302,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",1747,19,156,143,1006,33,,1,9,250,130,
"Enseñanza (126)",6114,76,5681,56,270,,,,1,30,,
"Servicios sociales y de salud (127)",2051,,697,895,177,93,,3,,186,,
"Otras activ. serv.comun.soc y personales (128)",1858,2,90,273,281,266,,5,5,936,,
"Hogares privados con servicio doméstico (129)",5583,,,1,,3,,,,5579,,
"Organiz. y organos extraterritoriales (130)",2,,1,1,,,,,,,,
"Actividad economica no especificada (131)",3172,1,29,74,703,,,,,12,,2353
,,,,,,,,,,,,
"RURAL (132)",32652,27,990,143,101,1217,16630,715,667,11603,155,404
"Agric., ganadería, caza y silvicultura (133)",26345,,9,7,,1,16459,9,,9860,,
"Pesca (134)",810,,,,,,171,,6,633,,
"Explotación de minas y canteras (135)",59,,1,3,2,,,36,4,13,,
"Industrias manufactureras (136)",799,,4,10,2,,,595,169,19,,
"Suministro de electricidad, gas y agua (137)",4,,,1,,,,2,,1,,
"Construcción (138)",297,,1,6,1,,,10,168,111,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",1345,,2,12,9,951,,59,9,303,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",52,,,1,,9,,38,3,1,,
"Comercio al por mayor (141)",80,,,,5,67,,,4,4,,
"Comercio al por menor (142)",1213,,2,11,4,875,,21,2,298,,
"Hoteles y restaurantes (143)",296,,1,1,6,150,,,,138,,
"Trans., almac. y comunicaciones (144)",469,,10,4,10,29,,,303,113,,
"Intermediación financiera (145)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",111,,6,10,16,48,,,1,30,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",260,4,4,2,27,17,,,1,50,155,
"Enseñanza (148)",969,23,927,3,5,,,1,3,7,,
"Servicios sociales y de salud (149)",126,,18,66,10,11,,,2,19,,
"Otras activ. serv.comun.soc y personales (150)",137,,7,16,5,9,,3,1,96,,
"Hogares privados con servicio doméstico (151)",211,,,,,1,,,,210,,
"Actividad economica no especificada (153)",412,,,2,6,,,,,,,404
"Hombres (154)",24244,21,585,110,67,654,14904,674,594,6322,150,163
"Agric., ganadería, caza y silvicultura (155)",19890,,5,7,,,14744,9,,5125,,
"Pesca (156)",737,,,,,,160,,6,571,,
"Explotación de minas y canteras (157)",59,,1,3,2,,,36,4,13,,
"Industrias manufactureras (158)",686,,4,9,2,,,554,102,15,,
"Suministro de electricidad, gas y agua (159)",4,,,1,,,,2,,1,,
"Construcción (160)",290,,1,6,,,,10,166,107,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",751,,2,8,7,514,,59,9,152,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",50,,,1,,7,,38,3,1,,
"Comercio al por mayor (163)",54,,,,4,43,,,4,3,,
"Comercio al por menor (164)",647,,2,7,3,464,,21,2,148,,
"Hoteles y restaurantes (165)",60,,1,1,3,34,,,,21,,
"Trans., almac. y comunicaciones (166)",458,,9,3,9,27,,,299,111,,
"Intermediación financiera (167)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",99,,5,9,9,48,,,1,27,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",229,3,2,1,18,16,,,1,38,150,
"Enseñanza (170)",574,18,540,2,3,,,1,3,7,,
"Servicios sociales y de salud (171)",83,,8,46,6,7,,,2,14,,
"Otras activ. serv.comun.soc y personales (172)",104,,7,12,3,7,,3,1,71,,
"Hogares privados con servicio doméstico (173)",50,,,,,1,,,,49,,
"Actividad economica no especificada (175)",169,,,2,4,,,,,,,163
"Mujeres (176)",8408,6,405,33,34,563,1726,41,73,5281,5,241
"Agric., ganadería, caza y silvicultura (177)",6455,,4,,,1,1715,,,4735,,
"Pesca (178)",73,,,,,,11,,,62,,
"Industrias manufactureras (180)",113,,,1,,,,41,67,4,,
"Construcción (182)",7,,,,1,,,,2,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",594,,,4,2,437,,,,151,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",2,,,,,2,,,,,,
"Comercio al por mayor (185)",26,,,,1,24,,,,1,,
"Comercio al por menor (186)",566,,,4,1,411,,,,150,,
"Hoteles y restaurantes (187)",236,,,,3,116,,,,117,,
"Trans., almac. y comunicaciones (188)",11,,1,1,1,2,,,4,2,,
"Intermediación financiera (189)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",12,,1,1,7,,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",31,1,2,1,9,1,,,,12,5,
"Enseñanza (192)",395,5,387,1,2,,,,,,,
"Servicios sociales y de salud (193)",43,,10,20,4,4,,,,5,,
"Otras activ. serv.comun.soc y personales (194)",33,,,4,2,2,,,,25,,
"Hogares privados con servicio doméstico (195)",161,,,,,,,,,161,,
"Actividad economica no especificada (197)",243,,,,2,,,,,,,241
