"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUAMALIES (000)",18165,1664,5042,7812,468,2825,354
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",77,77,,,,,
"Profes., científicos e intelectuales (002)",1050,1019,,30,1,,
"Técnicos de nivel medio y trab. asimilados (003)",203,138,,51,10,4,
"Jefes y empleados de oficina (004)",198,197,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",908,77,9,658,34,130,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",6504,1,,6116,386,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",359,,73,250,13,23,
"Obreros construc.,conf., papel, fab., instr. (008)",352,18,182,131,9,12,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",8039,72,4729,326,6,2552,354
"Otra (010)",34,34,,,,,
"Ocupación no especificada (011)",441,31,49,249,9,103,
"Hombres (012)",14048,980,4385,6391,411,1792,89
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",58,58,,,,,
"Profes., científicos e intelectuales (014)",591,570,,20,1,,
"Técnicos de nivel medio y trab. asimilados (015)",128,83,,38,5,2,
"Jefes y empleados de oficina (016)",134,134,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",353,37,3,272,17,24,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",5915,1,,5551,362,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",306,,68,217,7,14,
"Obreros construc.,conf., papel, fab., instr. (020)",350,18,182,129,9,12,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",6042,39,4116,81,2,1715,89
"Otra (022)",34,34,,,,,
"Ocupación no especificada (023)",137,6,16,83,8,24,
"Mujeres (024)",4117,684,657,1421,57,1033,265
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",19,19,,,,,
"Profes., científicos e intelectuales (026)",459,449,,10,,,
"Técnicos de nivel medio y trab. asimilados (027)",75,55,,13,5,2,
"Jefes y empleados de oficina (028)",64,63,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",555,40,6,386,17,106,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",589,,,565,24,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",53,,5,33,6,9,
"Obreros construc.,conf., papel, fab., instr. (032)",2,,,2,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",1997,33,613,245,4,837,265
"Ocupación no especificada (035)",304,25,33,166,1,79,
,,,,,,,
"URBANA (036)",5241,1223,1049,2164,160,492,153
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",54,54,,,,,
"Profes., científicos e intelectuales (038)",781,754,,26,1,,
"Técnicos de nivel medio y trab. asimilados (039)",167,110,,44,9,4,
"Jefes y empleados de oficina (040)",129,128,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",640,53,3,471,21,92,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",1265,,,1157,108,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",207,,34,149,13,11,
"Obreros construc.,conf., papel, fab., instr. (044)",193,16,98,70,5,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",1642,56,900,184,1,348,153
"Otra (046)",34,34,,,,,
"Ocupación no especificada (047)",129,18,14,62,2,33,
"Hombres (048)",3635,733,919,1557,131,270,25
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",38,38,,,,,
"Profes., científicos e intelectuales (050)",447,428,,18,1,,
"Técnicos de nivel medio y trab. asimilados (051)",107,69,,31,5,2,
"Jefes y empleados de oficina (052)",88,88,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",255,28,1,203,10,13,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",1146,,,1045,101,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",175,,31,130,7,7,
"Obreros construc.,conf., papel, fab., instr. (056)",192,16,98,69,5,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",1123,29,784,48,,237,25
"Otra (058)",34,34,,,,,
"Ocupación no especificada (059)",30,3,5,13,2,7,
"Mujeres (060)",1606,490,130,607,29,222,128
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",16,16,,,,,
"Profes., científicos e intelectuales (062)",334,326,,8,,,
"Técnicos de nivel medio y trab. asimilados (063)",60,41,,13,4,2,
"Jefes y empleados de oficina (064)",41,40,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",385,25,2,268,11,79,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",119,,,112,7,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",32,,3,19,6,4,
"Obreros construc.,conf., papel, fab., instr. (068)",1,,,1,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",519,27,116,136,1,111,128
"Ocupación no especificada (071)",99,15,9,49,,26,
,,,,,,,
"RURAL (072)",12924,441,3993,5648,308,2333,201
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",23,23,,,,,
"Profes., científicos e intelectuales (074)",269,265,,4,,,
"Técnicos de nivel medio y trab. asimilados (075)",36,28,,7,1,,
"Jefes y empleados de oficina (076)",69,69,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",268,24,6,187,13,38,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",5239,1,,4959,278,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",152,,39,101,,12,
"Obreros construc.,conf., papel, fab., instr. (080)",159,2,84,61,4,8,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",6397,16,3829,142,5,2204,201
"Ocupación no especificada (083)",312,13,35,187,7,70,
"Hombres (084)",10413,247,3466,4834,280,1522,64
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",20,20,,,,,
"Profes., científicos e intelectuales (086)",144,142,,2,,,
"Técnicos de nivel medio y trab. asimilados (087)",21,14,,7,,,
"Jefes y empleados de oficina (088)",46,46,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",98,9,2,69,7,11,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",4769,1,,4506,261,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",131,,37,87,,7,
"Obreros construc.,conf., papel, fab., instr. (092)",158,2,84,60,4,8,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",4919,10,3332,33,2,1478,64
"Ocupación no especificada (095)",107,3,11,70,6,17,
"Mujeres (096)",2511,194,527,814,28,811,137
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,3,,,,,
"Profes., científicos e intelectuales (098)",125,123,,2,,,
"Técnicos de nivel medio y trab. asimilados (099)",15,14,,,1,,
"Jefes y empleados de oficina (100)",23,23,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",170,15,4,118,6,27,
