"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia OTUZCO (000)",31739,88164,80450,,1779,91.3,2
"De 12 a 14 años (001)",3363,23,21,,4,91.3,17.4
"De 15 a 19 años (002)",4096,757,743,217,98.2,28.7,
"De 20 a 24 años (003)",3561,3436,3360,469,97.8,13.6,
"De 25 a 29 años (004)",3025,5574,5431,382,97.4,6.9,
"De 30 a 34 años (005)",2973,7760,7503,353,96.7,4.5,
"De 35 a 39 años (006)",2745,9231,8860,244,96,2.6,
"De 40 a 44 años (007)",2250,8979,8502,92,94.7,1,
"De 45 a 49 años (008)",1976,9238,8638,17,93.5,0.2,
"De 50 y más años (009)",7750,43166,37392,1,86.6,,
"Sin nivel (010)",7537,37541,32888,331,87.6,0.9,
"De 12 a 14 años (011)",105,3,3,1,100,33.3,
"De 15 a 19 años (012)",215,58,57,20,98.3,34.5,
"De 20 a 24 años (013)",315,391,377,50,96.4,12.8,
"De 25 a 29 años (014)",338,792,759,61,95.8,7.7,
"De 30 a 34 años (015)",567,1851,1752,85,94.7,4.6,
"De 35 a 39 años (016)",618,2625,2466,75,93.9,2.9,
"De 40 a 44 años (017)",623,3012,2803,31,93.1,1,
"De 45 a 49 años (018)",668,3716,3436,8,92.5,0.2,
"De 50 y más años (019)",4088,25093,21235,,84.6,,
"Educacion Inicial (020)",82,144,141,7,97.9,4.9,
"De 12 a 14 años (021)",15,,,,,,
"De 15 a 19 años (022)",10,,,,,,
"De 20 a 24 años (023)",16,21,21,4,100,19,
"De 25 a 29 años (024)",13,25,25,,100,,
"De 30 a 34 años (025)",15,37,34,2,91.9,5.4,
"De 35 a 39 años (026)",13,61,61,1,100,1.6,
"Primaria (030)",17564,43907,41015,1129,93.4,2.6,
"De 12 a 14 años (031)",2279,17,15,3,88.2,17.6,
"De 15 a 19 años (032)",2221,504,497,142,98.6,28.2,
"De 20 a 24 años (033)",2118,2315,2263,312,97.8,13.5,
"De 25 a 29 años (034)",1912,3900,3801,257,97.5,6.6,
"De 30 a 34 años (035)",1751,4834,4696,208,97.1,4.3,
"De 35 a 39 años (036)",1607,5470,5281,141,96.5,2.6,
"De 40 a 44 años (037)",1277,5121,4865,57,95,1.1,
"De 45 a 49 años (038)",1073,4840,4537,8,93.7,0.2,
