"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia YAUYOS (000)",27501,27286,121,94
"Hombres (001)",14983,14891,40,52
"Mujeres (002)",12518,12395,81,42
"Menores de 1 año (003)",423,380,28,15
"Hombres (004)",218,192,17,9
"Mujeres (005)",205,188,11,6
"De 1 a 5 años (006)",2600,2505,28,67
"Hombres (007)",1319,1266,14,39
"Mujeres (008)",1281,1239,14,28
"De 6 a 14 años (009)",4964,4960,2,2
"Hombres (010)",2573,2571,,2
"Mujeres (011)",2391,2389,2,
"De 15 a 29 años (012)",5752,5750,1,1
"Hombres (013)",3318,3316,1,1
"Mujeres (014)",2434,2434,,
"De 30 a 44 años (015)",5712,5705,5,2
"Hombres (016)",3383,3381,1,1
"Mujeres (017)",2329,2324,4,1
"De 45 a 64 años (018)",4599,4593,5,1
"Hombres (019)",2516,2514,2,
"Mujeres (020)",2083,2079,3,1
"De 65 a más años (021)",3451,3393,52,6
"Hombres (022)",1656,1651,5,
"Mujeres (023)",1795,1742,47,6
,,,,
"URBANA (024)",15727,15614,68,45
"Hombres (025)",7982,7932,23,27
"Mujeres (026)",7745,7682,45,18
"Menores de 1 año (027)",217,197,14,6
"Hombres (028)",109,97,9,3
"Mujeres (029)",108,100,5,3
"De 1 a 5 años (030)",1500,1447,18,35
"Hombres (031)",760,730,7,23
"Mujeres (032)",740,717,11,12
"De 6 a 14 años (033)",3038,3035,2,1
"Hombres (034)",1583,1582,,1
"Mujeres (035)",1455,1453,2,
"De 15 a 29 años (036)",3124,3123,1,
"Hombres (037)",1630,1629,1,
"Mujeres (038)",1494,1494,,
"De 30 a 44 años (039)",3079,3075,3,1
"Hombres (040)",1550,1549,1,
"Mujeres (041)",1529,1526,2,1
"De 45 a 64 años (042)",2606,2604,2,
"Hombres (043)",1339,1338,1,
"Mujeres (044)",1267,1266,1,
"De 65 a más años (045)",2163,2133,28,2
"Hombres (046)",1011,1007,4,
"Mujeres (047)",1152,1126,24,2
,,,,
"RURAL (048)",11774,11672,53,49
"Hombres (049)",7001,6959,17,25
"Mujeres (050)",4773,4713,36,24
"Menores de 1 año (051)",206,183,14,9
"Hombres (052)",109,95,8,6
"Mujeres (053)",97,88,6,3
"De 1 a 5 años (054)",1100,1058,10,32
"Hombres (055)",559,536,7,16
"Mujeres (056)",541,522,3,16
"De 6 a 14 años (057)",1926,1925,,1
"Hombres (058)",990,989,,1
"Mujeres (059)",936,936,,
"De 15 a 29 años (060)",2628,2627,,1
"Hombres (061)",1688,1687,,1
"Mujeres (062)",940,940,,
"De 30 a 44 años (063)",2633,2630,2,1
"Hombres (064)",1833,1832,,1
"Mujeres (065)",800,798,2,
"De 45 a 64 años (066)",1993,1989,3,1
"Hombres (067)",1177,1176,1,
"Mujeres (068)",816,813,2,1
"De 65 a más años (069)",1288,1260,24,4
"Hombres (070)",645,644,1,
"Mujeres (071)",643,616,23,4
