"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Actividad economica no especificada (043)",577,305,62,46,164
"Mujeres (044)",8798,4244,777,732,3045
"Agric., ganadería, caza y silvicultura (045)",3328,1125,516,449,1238
"Pesca (046)",5,2,,,3
"Explotación de minas y canteras (047)",5,1,,,4
"Industrias manufactureras (048)",1702,119,43,131,1409
"Suministro de electricidad, gas y agua (049)",4,2,,2,
"Construcción (050)",130,42,14,19,55
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1492,1405,45,16,26
"Venta, mant.y rep. veh.autom y motoc. (052)",22,17,4,,1
"Comercio al por mayor (053)",85,50,6,4,25
"Comercio al por menor (054)",1385,1338,35,12,
"Hoteles y restaurantes (055)",602,560,34,4,4
"Trans., almac. y comunicaciones (056)",80,58,6,3,13
"Intermediación financiera (057)",22,10,2,7,3
"Activid.inmobil., empres. y alquileres (058)",156,62,22,26,46
"Admin.pub. y defensa; p. segur soc.afil (059)",64,,,,64
"Enseñanza (060)",212,85,54,45,28
"Servicios sociales y de salud (061)",73,18,6,4,45
"Otras activ. serv.comun.soc y personales (062)",135,120,7,3,5
"Hogares privados con servicio doméstico (063)",379,379,,,
"Actividad economica no especificada (065)",409,256,28,23,102
,,,,,
"URBANA (066)",24084,10763,2337,2231,8753
"Agric., ganadería, caza y silvicultura (067)",11366,4416,1478,1301,4171
"Pesca (068)",58,41,3,8,6
"Explotación de minas y canteras (069)",77,28,5,7,37
"Industrias manufactureras (070)",4148,536,165,332,3115
"Suministro de electricidad, gas y agua (071)",40,16,3,11,10
"Construcción (072)",1107,569,159,117,262
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2617,2361,109,54,93
"Venta, mant.y rep. veh.autom y motoc. (074)",232,190,14,17,11
"Comercio al por mayor (075)",204,95,13,14,82
"Comercio al por menor (076)",2181,2076,82,23,
"Hoteles y restaurantes (077)",756,681,57,6,12
"Trans., almac. y comunicaciones (078)",1281,824,131,112,214
"Intermediación financiera (079)",37,18,3,10,6
"Activid.inmobil., empres. y alquileres (080)",570,177,46,111,236
"Admin.pub. y defensa; p. segur soc.afil (081)",206,,,,206
"Enseñanza (082)",274,86,73,72,43
"Servicios sociales y de salud (083)",119,35,8,8,68
"Otras activ. serv.comun.soc y personales (084)",312,245,27,26,14
"Hogares privados con servicio doméstico (085)",338,338,,,
"Actividad economica no especificada (087)",778,392,70,56,260
"Hombres (088)",16538,7295,1750,1592,5901
"Agric., ganadería, caza y silvicultura (089)",8753,3699,1117,917,3020
"Pesca (090)",53,39,3,8,3
"Explotación de minas y canteras (091)",72,27,5,7,33
"Industrias manufactureras (092)",2550,434,127,207,1782
"Suministro de electricidad, gas y agua (093)",37,14,3,10,10
"Construcción (094)",1007,548,148,102,209
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1245,1073,65,38,69
"Venta, mant.y rep. veh.autom y motoc. (096)",212,175,10,17,10
"Comercio al por mayor (097)",126,50,7,10,59
"Comercio al por menor (098)",907,848,48,11,
"Hoteles y restaurantes (099)",191,157,23,3,8
"Trans., almac. y comunicaciones (100)",1203,766,125,110,202
"Intermediación financiera (101)",16,8,1,4,3
"Activid.inmobil., empres. y alquileres (102)",441,130,33,87,191
"Admin.pub. y defensa; p. segur soc.afil (103)",153,,,,153
"Enseñanza (104)",103,22,28,34,19
"Servicios sociales y de salud (105)",59,19,3,5,32
"Otras activ. serv.comun.soc y personales (106)",189,135,21,24,9
"Hogares privados con servicio doméstico (107)",17,17,,,
"Actividad economica no especificada (109)",449,207,48,36,158
"Mujeres (110)",7546,3468,587,639,2852
"Agric., ganadería, caza y silvicultura (111)",2613,717,361,384,1151
"Pesca (112)",5,2,,,3
"Explotación de minas y canteras (113)",5,1,,,4
"Industrias manufactureras (114)",1598,102,38,125,1333
"Suministro de electricidad, gas y agua (115)",3,2,,1,
"Construcción (116)",100,21,11,15,53
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1372,1288,44,16,24
"Venta, mant.y rep. veh.autom y motoc. (118)",20,15,4,,1
"Comercio al por mayor (119)",78,45,6,4,23
"Comercio al por menor (120)",1274,1228,34,12,
"Hoteles y restaurantes (121)",565,524,34,3,4
"Trans., almac. y comunicaciones (122)",78,58,6,2,12
"Intermediación financiera (123)",21,10,2,6,3
"Activid.inmobil., empres. y alquileres (124)",129,47,13,24,45
"Admin.pub. y defensa; p. segur soc.afil (125)",53,,,,53
"Enseñanza (126)",171,64,45,38,24
"Servicios sociales y de salud (127)",60,16,5,3,36
"Otras activ. serv.comun.soc y personales (128)",123,110,6,2,5
"Hogares privados con servicio doméstico (129)",321,321,,,
"Actividad economica no especificada (131)",329,185,22,20,102
,,,,,
"RURAL (132)",6600,4729,798,394,679
"Agric., ganadería, caza y silvicultura (133)",5002,3686,668,269,379
"Pesca (134)",51,49,,2,
"Explotación de minas y canteras (135)",10,2,1,3,4
"Industrias manufactureras (136)",326,80,11,30,205
"Suministro de electricidad, gas y agua (137)",5,2,1,2,
"Construcción (138)",264,209,24,23,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",248,224,14,5,5
"Venta, mant.y rep. veh.autom y motoc. (140)",38,28,6,2,2
"Comercio al por mayor (141)",16,10,2,1,3
"Comercio al por menor (142)",194,186,6,2,
"Hoteles y restaurantes (143)",44,41,1,2,
"Trans., almac. y comunicaciones (144)",162,113,20,17,12
"Intermediación financiera (145)",3,,1,2,
"Activid.inmobil., empres. y alquileres (146)",67,29,16,9,13
"Admin.pub. y defensa; p. segur soc.afil (147)",28,,,,28
"Enseñanza (148)",61,29,16,10,6
"Servicios sociales y de salud (149)",20,4,1,2,13
"Otras activ. serv.comun.soc y personales (150)",38,29,4,5,
"Hogares privados con servicio doméstico (151)",63,63,,,
"Actividad economica no especificada (153)",208,169,20,13,6
"Hombres (154)",5348,3953,608,301,486
"Agric., ganadería, caza y silvicultura (155)",4287,3278,513,204,292
"Pesca (156)",51,49,,2,
"Explotación de minas y canteras (157)",10,2,1,3,4
"Industrias manufactureras (158)",222,63,6,24,129
"Suministro de electricidad, gas y agua (159)",4,2,1,1,
"Construcción (160)",234,188,21,19,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",128,107,13,5,3
"Venta, mant.y rep. veh.autom y motoc. (162)",36,26,6,2,2
"Comercio al por mayor (163)",9,5,2,1,1
"Comercio al por menor (164)",83,76,5,2,
"Hoteles y restaurantes (165)",7,5,1,1,
"Trans., almac. y comunicaciones (166)",160,113,20,16,11
"Intermediación financiera (167)",2,,1,1,
"Activid.inmobil., empres. y alquileres (168)",40,14,7,7,12
"Admin.pub. y defensa; p. segur soc.afil (169)",17,,,,17
"Enseñanza (170)",20,8,7,3,2
"Servicios sociales y de salud (171)",7,2,,1,4
"Otras activ. serv.comun.soc y personales (172)",26,19,3,4,
"Hogares privados con servicio doméstico (173)",5,5,,,
"Actividad economica no especificada (175)",128,98,14,10,6
"Mujeres (176)",1252,776,190,93,193
"Agric., ganadería, caza y silvicultura (177)",715,408,155,65,87
"Industrias manufactureras (180)",104,17,5,6,76
"Suministro de electricidad, gas y agua (181)",1,,,1,
"Construcción (182)",30,21,3,4,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",120,117,1,,2
"Venta, mant.y rep. veh.autom y motoc. (184)",2,2,,,
"Comercio al por mayor (185)",7,5,,,2
"Comercio al por menor (186)",111,110,1,,
"Hoteles y restaurantes (187)",37,36,,1,
"Trans., almac. y comunicaciones (188)",2,,,1,1
"Intermediación financiera (189)",1,,,1,
"Activid.inmobil., empres. y alquileres (190)",27,15,9,2,1
"Admin.pub. y defensa; p. segur soc.afil (191)",11,,,,11
"Enseñanza (192)",41,21,9,7,4
"Servicios sociales y de salud (193)",13,2,1,1,9
"Otras activ. serv.comun.soc y personales (194)",12,10,1,1,
"Hogares privados con servicio doméstico (195)",58,58,,,
"Actividad economica no especificada (197)",80,71,6,3,
