"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia ANTONIO RAYMONDI (000)",5963,21210,17919,,383,84.5,1.8
"De 12 a 14 años (001)",724,2,2,,,100,
"De 15 a 19 años (002)",755,110,108,34,98.2,30.9,
"De 20 a 24 años (003)",591,628,606,98,96.5,15.6,
"De 25 a 29 años (004)",522,1106,1064,93,96.2,8.4,
"De 30 a 34 años (005)",435,1475,1371,63,92.9,4.3,
"De 35 a 39 años (006)",463,2118,1933,60,91.3,2.8,
"De 40 a 44 años (007)",401,2219,1981,28,89.3,1.3,
"De 45 a 49 años (008)",373,2318,2069,7,89.3,0.3,
"De 50 y más años (009)",1699,11234,8785,,78.2,,
"Sin nivel (010)",1604,10347,8039,60,77.7,0.6,
"De 12 a 14 años (011)",3,,,,,,
"De 15 a 19 años (012)",13,3,3,,100,,
"De 20 a 24 años (013)",36,67,58,7,86.6,10.4,
"De 25 a 29 años (014)",41,104,100,8,96.2,7.7,
"De 30 a 34 años (015)",64,266,239,15,89.8,5.6,
"De 35 a 39 años (016)",97,572,509,15,89,2.6,
"De 40 a 44 años (017)",96,637,535,10,84,1.6,
"De 45 a 49 años (018)",106,739,624,5,84.4,0.7,
"De 50 y más años (019)",1148,7959,5971,,75,,
"Educacion Inicial (020)",18,24,24,2,100,8.3,
"De 12 a 14 años (021)",10,,,,,,
"De 15 a 19 años (022)",1,,,,,,
"De 20 a 24 años (023)",1,1,1,,100,,
"De 25 a 29 años (024)",3,12,12,2,100,16.7,
"De 30 a 34 años (025)",2,8,8,,100,,
"De 35 a 39 años (026)",1,3,3,,100,,
"Primaria (030)",2153,7647,6790,161,88.8,2.1,
"De 12 a 14 años (031)",437,,,,,,
"De 15 a 19 años (032)",170,43,43,13,100,30.2,
"De 20 a 24 años (033)",177,243,237,38,97.5,15.6,
"De 25 a 29 años (034)",172,471,446,37,94.7,7.9,
"De 30 a 34 años (035)",175,698,644,27,92.3,3.9,
"De 35 a 39 años (036)",208,1017,911,30,89.6,2.9,
"De 40 a 44 años (037)",185,1132,1019,15,90,1.3,
"De 45 a 49 años (038)",176,1175,1053,1,89.6,0.1,
"De 50 y más años (039)",453,2868,2437,,85,,
"Secundaria (040)",1752,2420,2322,128,96,5.3,
"De 12 a 14 años (041)",274,2,2,,100,,
