"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 20 a 24 años (023)",10,9,,4,4,,,1,,,1,19
"De 25 a 29 años (024)",21,16,,6,6,4,,,,,5,30
"De 30 a 34 años (025)",16,15,,2,6,3,3,1,,,1,42
"De 35 a 39 años (026)",12,11,,1,1,4,5,,,,1,36
"Primaria (030)",14311,13915,44,1789,2657,2748,3814,1949,706,208,396,52773
"De 12 a 14 años (031)",22,11,1,9,1,,,,,,11,11
"De 15 a 19 años (032)",180,160,1,137,21,,1,,,,20,183
"De 20 a 24 años (033)",712,647,6,340,230,62,6,3,,,65,1033
"De 25 a 29 años (034)",1160,1113,1,320,472,234,82,3,1,,47,2342
"De 30 a 34 años (035)",1317,1275,2,213,438,363,232,26,1,,42,3330
"De 35 a 39 años (036)",1504,1474,4,120,370,437,434,98,11,,30,4746
"De 40 a 44 años (037)",1522,1492,4,111,273,375,525,171,29,4,30,5448
"De 45 a 49 años (038)",1364,1340,2,79,195,278,497,226,53,10,24,5477
"De 50 y más años (039)",6530,6403,23,460,657,999,2037,1422,611,194,127,30203
"Secundaria (040)",16946,15681,33,5028,4828,2947,2137,528,137,43,1265,37692
"De 12 a 14 años (041)",24,13,1,10,2,,,,,,11,14
"De 15 a 19 años (042)",738,594,5,544,39,6,,,,,144,640
"De 20 a 24 años (043)",2599,2171,6,1587,502,67,7,2,,,428,2834
"De 25 a 29 años (044)",2930,2645,6,1230,1041,299,66,2,1,,285,4502
"De 30 a 34 años (045)",2747,2592,2,700,1123,536,215,15,,1,155,5563
"De 35 a 39 años (046)",2257,2164,2,380,796,617,325,39,4,1,93,5493
"De 40 a 44 años (047)",1709,1657,2,207,481,494,398,65,10,,52,4845
"De 45 a 49 años (048)",1314,1287,3,119,337,343,362,101,17,5,27,4223
"De 50 y más años (049)",2628,2558,6,251,507,585,764,304,105,36,70,9578
"Sup. no Univ. incompleta (050)",2107,1771,8,728,566,270,161,32,6,,336,3594
"De 15 a 19 años (052)",56,41,,40,1,,,,,,15,42
"De 20 a 24 años (053)",428,278,4,228,39,3,1,3,,,150,337
"De 25 a 29 años (054)",389,297,1,194,78,22,2,,,,92,425
"De 30 a 34 años (055)",347,321,,120,147,44,10,,,,26,587
"De 35 a 39 años (056)",302,279,1,61,120,64,32,1,,,23,632
"De 40 a 44 años (057)",237,225,,38,85,60,40,2,,,12,567
"De 45 a 49 años (058)",135,127,2,20,46,30,25,4,,,8,331
"De 50 y más años (059)",213,203,,27,50,47,51,22,6,,10,673
"Sup. no Univ. completa (060)",3200,2694,9,1095,891,405,221,54,12,7,506,5541
"De 20 a 24 años (063)",354,197,3,164,22,4,1,3,,,157,242
"De 25 a 29 años (064)",551,388,3,278,88,14,4,1,,,163,518
"De 30 a 34 años (065)",631,541,2,288,192,47,10,1,,1,90,873
"De 35 a 39 años (066)",545,508,1,167,219,92,28,1,,,37,1001
"De 40 a 44 años (067)",423,396,,82,169,94,43,8,,,27,935
"De 45 a 49 años (068)",255,238,,48,92,53,35,7,2,1,17,608
"De 50 y más años (069)",441,426,,68,109,101,100,33,10,5,15,1364
"Sup. Univ. incompleta (070)",1545,1186,5,468,372,196,108,23,9,5,359,2536
"De 15 a 19 años (072)",25,22,,20,,2,,,,,3,26
"De 20 a 24 años (073)",317,132,1,117,11,1,,2,,,185,154
"De 25 a 29 años (074)",261,171,1,112,42,11,5,,,,90,249
"De 30 a 34 años (075)",232,194,1,90,77,21,4,,,1,38,335
"De 35 a 39 años (076)",222,207,,53,92,46,13,1,2,,15,451
"De 40 a 44 años (077)",169,160,2,31,64,44,17,2,,,9,374
"De 45 a 49 años (078)",111,103,,17,31,29,23,3,,,8,283
"De 50 y más años (079)",208,197,,28,55,42,46,15,7,4,11,664
"Sup. Univ. completa (080)",3071,2516,7,902,879,424,233,52,17,2,555,5422
"De 20 a 24 años (083)",199,73,,61,9,3,,,,,126,88
"De 25 a 29 años (084)",455,258,1,190,55,10,1,1,,,197,340
"De 30 a 34 años (085)",523,415,1,221,146,36,10,1,,,108,667
"De 35 a 39 años (086)",487,443,2,164,191,64,21,1,,,44,832
"De 40 a 44 años (087)",419,386,,93,159,90,39,5,,,33,874
"De 45 a 49 años (088)",333,319,,69,124,83,40,3,,,14,756
"De 50 y más años (089)",655,622,3,104,195,138,122,41,17,2,33,1865
,,,,,,,,,,,,
"URBANA (100)",39140,35924,98,8851,9314,6530,6757,2982,1083,309,3216,108000
"De 12 a 14 años (101)",44,24,2,19,3,,,,,,20,25
"De 15 a 19 años (102)",855,686,4,621,51,9,1,,,,169,754
"De 20 a 24 años (103)",3950,2934,17,2130,652,108,12,15,,,1016,3905
"De 25 a 29 años (104)",4991,4170,11,2008,1522,493,128,7,1,,821,7121
"De 30 a 34 años (105)",5234,4803,8,1433,1934,935,445,44,1,3,431,10301
"De 35 a 39 años (106)",4901,4676,10,842,1649,1217,810,133,14,1,225,12210
"De 40 a 44 años (107)",4177,4022,7,512,1142,1076,989,248,44,4,155,12282
"De 45 a 49 años (108)",3398,3311,7,335,764,764,972,373,82,14,87,11587
"De 50 y más años (109)",11590,11298,32,951,1597,1928,3400,2162,941,287,292,49815
"Sin nivel (110)",3502,3383,8,247,391,461,1061,755,364,96,119,16029
"De 12 a 14 años (111)",2,2,,2,,,,,,,,2
"De 15 a 19 años (112)",7,7,,5,1,1,,,,,,10
"De 20 a 24 años (113)",57,43,,25,8,3,5,2,,,14,86
"De 25 a 29 años (114)",105,86,,24,37,17,6,1,1,,19,191
"De 30 a 34 años (115)",178,168,1,19,65,28,48,7,,,10,485
"De 35 a 39 años (116)",228,217,,13,47,56,82,19,,,11,749
"De 40 a 44 años (117)",263,250,,13,44,55,85,41,12,,13,1007
"De 45 a 49 años (118)",308,303,,18,22,37,116,75,32,3,5,1468
"De 50 y más años (119)",2354,2307,7,128,167,264,719,610,319,93,47,12031
"Educacion Inicial (120)",49,40,,12,13,7,6,2,,,9,98
"De 15 a 19 años (122)",2,1,,1,,,,,,,1,1
"De 20 a 24 años (123)",10,9,,4,4,,,1,,,1,19
"De 25 a 29 años (124)",15,10,,5,4,1,,,,,5,16
"De 30 a 34 años (125)",11,10,,1,4,3,1,1,,,1,29
"De 35 a 39 años (126)",11,10,,1,1,3,5,,,,1,33
"Primaria (130)",11744,11409,33,1425,2174,2284,3165,1601,563,164,335,43273
"De 12 a 14 años (131)",21,11,1,9,1,,,,,,10,11
"De 15 a 19 años (132)",129,112,,97,14,,1,,,,17,129
"De 20 a 24 años (133)",529,477,5,257,166,44,2,3,,,52,750
"De 25 a 29 años (134)",876,837,,243,365,174,53,2,,,39,1735
"De 30 a 34 años (135)",1038,1005,2,170,347,289,173,23,1,,33,2613
"De 35 a 39 años (136)",1226,1201,4,87,310,360,357,75,8,,25,3858
"De 40 a 44 años (137)",1277,1250,3,95,233,318,438,137,22,4,27,4530
"De 45 a 49 años (138)",1145,1128,2,69,160,242,424,191,33,7,17,4533
"De 50 y más años (139)",5503,5388,16,398,578,857,1717,1170,499,153,115,25114
"Secundaria (140)",14882,13750,30,4326,4254,2615,1887,482,118,38,1132,33265
"De 12 a 14 años (141)",21,11,1,8,2,,,,,,10,12
"De 15 a 19 años (142)",646,512,4,467,35,6,,,,,134,555
"De 20 a 24 años (143)",2208,1818,4,1349,405,54,4,2,,,390,2350
"De 25 a 29 años (144)",2502,2254,6,1057,877,254,58,2,,,248,3824
"De 30 a 34 años (145)",2444,2303,2,602,1009,483,194,12,,1,141,4971
"De 35 a 39 años (146)",2012,1934,2,333,721,555,283,35,4,1,78,4910
"De 40 a 44 años (147)",1507,1466,2,181,431,438,349,55,10,,41,4276
"De 45 a 49 años (148)",1181,1155,3,105,304,308,322,94,15,4,26,3792
"De 50 y más años (149)",2361,2297,6,224,470,517,677,282,89,32,64,8575
"Sup. no Univ. incompleta (150)",1874,1571,8,635,506,248,140,29,5,,303,3203
"De 15 a 19 años (152)",47,33,,32,1,,,,,,14,34
"De 20 a 24 años (153)",365,238,4,195,33,3,,3,,,127,288
"De 25 a 29 años (154)",347,261,1,171,68,19,2,,,,86,373
"De 30 a 34 años (155)",317,291,,107,134,40,10,,,,26,536
"De 35 a 39 años (156)",269,247,1,55,103,59,28,1,,,22,561
"De 40 a 44 años (157)",214,203,,34,79,56,32,2,,,11,507
"De 45 a 49 años (158)",122,114,2,17,42,27,23,3,,,8,296
"De 50 y más años (159)",193,184,,24,46,44,45,20,5,,9,608
"Sup. no Univ. completa (160)",2860,2394,7,954,807,363,198,50,10,5,466,4944
"De 20 a 24 años (163)",313,169,3,143,17,2,1,3,,,144,205
"De 25 a 29 años (164)",485,335,2,240,78,11,3,1,,,150,447
"De 30 a 34 años (165)",552,470,1,244,173,41,9,1,,1,82,768
"De 35 a 39 años (166)",500,465,1,148,203,86,26,1,,,35,923
"De 40 a 44 años (167)",378,352,,74,148,84,38,8,,,26,833
"De 45 a 49 años (168)",233,219,,46,89,46,31,5,2,,14,539
"De 50 y más años (169)",399,384,,59,99,93,90,31,8,4,15,1229
"Sup. Univ. incompleta (170)",1381,1049,5,423,330,171,88,20,8,4,332,2208
"De 15 a 19 años (172)",24,21,,19,,2,,,,,3,25
"De 20 a 24 años (173)",286,117,1,104,10,1,,1,,,169,133
"De 25 a 29 años (174)",243,154,1,100,39,9,5,,,,89,225
"De 30 a 34 años (175)",205,169,1,82,65,19,1,,,1,36,285
"De 35 a 39 años (176)",201,189,,51,81,42,12,1,2,,12,411
"De 40 a 44 años (177)",149,142,2,30,54,40,14,2,,,7,327
"De 45 a 49 años (178)",98,93,,16,29,26,19,3,,,5,253
"De 50 y más años (179)",175,164,,21,52,32,37,13,6,3,11,549
"Sup. Univ. completa (180)",2848,2328,7,829,839,381,212,43,15,2,520,4980
"De 20 a 24 años (183)",182,63,,53,9,1,,,,,119,74
"De 25 a 29 años (184)",418,233,1,168,54,8,1,1,,,185,310
"De 30 a 34 años (185)",489,387,1,208,137,32,9,,,,102,614
"De 35 a 39 años (186)",454,413,2,154,183,56,17,1,,,41,765
"De 40 a 44 años (187)",389,359,,85,153,85,33,3,,,30,802
"De 45 a 49 años (188)",311,299,,64,118,78,37,2,,,12,706
"De 50 y más años (189)",605,574,3,97,185,121,115,36,15,2,31,1709
,,,,,,,,,,,,
"RURAL (200)",7177,6825,22,1553,1507,1181,1421,727,321,93,352,22691
"De 12 a 14 años (201)",4,2,,2,,,,,,,2,2
"De 15 a 19 años (202)",165,151,2,134,15,,,,,,14,164
"De 20 a 24 años (203)",758,645,3,412,184,37,8,1,,,113,932
"De 25 a 29 años (204)",935,855,2,364,313,128,45,1,2,,80,1585
"De 30 a 34 años (205)",888,847,1,242,303,181,112,8,,,41,1918
"De 35 a 39 años (206)",813,783,,129,228,212,177,33,4,,30,2218
"De 40 a 44 años (207)",707,685,1,73,153,168,208,69,12,1,22,2326
"De 45 a 49 años (208)",555,534,,42,99,108,181,69,28,7,21,2113
"De 50 y más años (209)",2352,2323,13,155,212,347,690,546,275,85,29,11433
"Sin nivel (210)",1574,1551,6,133,220,249,435,314,153,41,23,6976
"De 15 a 19 años (212)",12,12,,8,4,,,,,,,16
"De 20 a 24 años (213)",32,29,,16,11,2,,,,,3,44
"De 25 a 29 años (214)",54,51,,18,16,10,7,,,,3,109
"De 30 a 34 años (215)",131,129,,22,43,38,25,1,,,2,337
"De 35 a 39 años (216)",157,156,,12,41,49,47,6,1,,1,488
"De 40 a 44 años (217)",142,141,,10,20,32,50,23,5,1,1,558
"De 45 a 49 años (218)",133,128,,7,16,19,55,23,6,2,5,554
"De 50 y más años (219)",913,905,6,40,69,99,251,261,141,38,8,4870
"Educacion Inicial (220)",12,12,,2,4,4,2,,,,,30
"De 25 a 29 años (224)",6,6,,1,2,3,,,,,,14
"De 30 a 34 años (225)",5,5,,1,2,,2,,,,,13
"De 35 a 39 años (226)",1,1,,,,1,,,,,,3
"Primaria (230)",2567,2506,11,364,483,464,649,348,143,44,61,9500
"De 12 a 14 años (231)",1,,,,,,,,,,1,
"De 15 a 19 años (232)",51,48,1,40,7,,,,,,3,54
"De 20 a 24 años (233)",183,170,1,83,64,18,4,,,,13,283
"De 25 a 29 años (234)",284,276,1,77,107,60,29,1,1,,8,607
"De 30 a 34 años (235)",279,270,,43,91,74,59,3,,,9,717
"De 35 a 39 años (236)",278,273,,33,60,77,77,23,3,,5,888
"De 40 a 44 años (237)",245,242,1,16,40,57,87,34,7,,3,918
"De 45 a 49 años (238)",219,212,,10,35,36,73,35,20,3,7,944
"De 50 y más años (239)",1027,1015,7,62,79,142,320,252,112,41,12,5089
"Secundaria (240)",2064,1931,3,702,574,332,250,46,19,5,133,4427
"De 12 a 14 años (241)",3,2,,2,,,,,,,1,2
"De 15 a 19 años (242)",92,82,1,77,4,,,,,,10,85
"De 20 a 24 años (243)",391,353,2,238,97,13,3,,,,38,484
"De 25 a 29 años (244)",428,391,,173,164,45,8,,1,,37,678
"De 30 a 34 años (245)",303,289,,98,114,53,21,3,,,14,592
"De 35 a 39 años (246)",245,230,,47,75,62,42,4,,,15,583
"De 40 a 44 años (247)",202,191,,26,50,56,49,10,,,11,569
"De 45 a 49 años (248)",133,132,,14,33,35,40,7,2,1,1,431
"De 50 y más años (249)",267,261,,27,37,68,87,22,16,4,6,1003
"Sup. no Univ. incompleta (250)",233,200,,93,60,22,21,3,1,,33,391
"De 15 a 19 años (252)",9,8,,8,,,,,,,1,8
"De 20 a 24 años (253)",63,40,,33,6,,1,,,,23,49
"De 25 a 29 años (254)",42,36,,23,10,3,,,,,6,52
"De 30 a 34 años (255)",30,30,,13,13,4,,,,,,51
"De 35 a 39 años (256)",33,32,,6,17,5,4,,,,1,71
"De 40 a 44 años (257)",23,22,,4,6,4,8,,,,1,60
"De 45 a 49 años (258)",13,13,,3,4,3,2,1,,,,35
"De 50 y más años (259)",20,19,,3,4,3,6,2,1,,1,65
"Sup. no Univ. completa (260)",340,300,2,141,84,42,23,4,2,2,40,597
"De 20 a 24 años (263)",41,28,,21,5,2,,,,,13,37
"De 25 a 29 años (264)",66,53,1,38,10,3,1,,,,13,71
"De 30 a 34 años (265)",79,71,1,44,19,6,1,,,,8,105
"De 35 a 39 años (266)",45,43,,19,16,6,2,,,,2,78
"De 40 a 44 años (267)",45,44,,8,21,10,5,,,,1,102
"De 45 a 49 años (268)",22,19,,2,3,7,4,2,,1,3,69
"De 50 y más años (269)",42,42,,9,10,8,10,2,2,1,,135
"Sup. Univ. incompleta (270)",164,137,,45,42,25,20,3,1,1,27,328
"De 15 a 19 años (272)",1,1,,1,,,,,,,,1
"De 20 a 24 años (273)",31,15,,13,1,,,1,,,16,21
"De 25 a 29 años (274)",18,17,,12,3,2,,,,,1,24
"De 30 a 34 años (275)",27,25,,8,12,2,3,,,,2,50
"De 35 a 39 años (276)",21,18,,2,11,4,1,,,,3,40
"De 40 a 44 años (277)",20,18,,1,10,4,3,,,,2,47
"De 45 a 49 años (278)",13,10,,1,2,3,4,,,,3,30
"De 50 y más años (279)",33,33,,7,3,10,9,2,1,1,,115
"Sup. Univ. completa (280)",223,188,,73,40,43,21,9,2,,35,442
"De 20 a 24 años (283)",17,10,,8,,2,,,,,7,14
"De 25 a 29 años (284)",37,25,,22,1,2,,,,,12,30
"De 30 a 34 años (285)",34,28,,13,9,4,1,1,,,6,53
"De 35 a 39 años (286)",33,30,,10,8,8,4,,,,3,67
"De 40 a 44 años (287)",30,27,,8,6,5,6,2,,,3,72
"De 45 a 49 años (288)",22,20,,5,6,5,3,1,,,2,50
"De 50 y más años (289)",50,48,,7,10,17,7,5,2,,2,156
