"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,,,,,
"URBANA (036)",5942,51,1627,2173,1690,401
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",19,,3,5,10,1
"Profes., científicos e intelectuales (038)",713,,137,382,192,2
"Técnicos de nivel medio y trab. asimilados (039)",250,,90,88,60,12
"Jefes y empleados de oficina (040)",257,,128,75,54,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",871,7,240,310,253,61
"Agricult. trabaj. calif.agrop. y pesqueros (042)",825,1,124,253,304,143
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",510,3,182,165,125,35
"Obreros construc., conf., papel, fab., instr. (044)",791,,255,328,192,16
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",1522,40,414,501,462,105
"Otra (046)",26,,5,14,7,
"Ocupación no especificada (047)",158,,49,52,31,26
"Hombres (048)",3701,19,1050,1326,1055,251
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",16,,3,4,8,1
"Profes., científicos e intelectuales (050)",378,,66,195,115,2
"Técnicos de nivel medio y trab. asimilados (051)",137,,50,39,38,10
"Jefes y empleados de oficina (052)",129,,51,38,40,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",328,4,97,104,96,27
"Agricult. trabaj. calif.agrop. y pesqueros (054)",649,1,96,204,237,111
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",438,3,162,144,110,19
"Obreros construc., conf., papel, fab., instr. (056)",772,,246,322,189,15
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",759,11,246,241,204,57
"Otra (058)",26,,5,14,7,
"Ocupación no especificada (059)",69,,28,21,11,9
"Mujeres (060)",2241,32,577,847,635,150
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",3,,,1,2,
"Profes., científicos e intelectuales (062)",335,,71,187,77,
"Técnicos de nivel medio y trab. asimilados (063)",113,,40,49,22,2
"Jefes y empleados de oficina (064)",128,,77,37,14,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",543,3,143,206,157,34
"Agricult. trabaj. calif.agrop. y pesqueros (066)",176,,28,49,67,32
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",72,,20,21,15,16
"Obreros construc., conf., papel, fab., instr. (068)",19,,9,6,3,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",763,29,168,260,258,48
"Ocupación no especificada (071)",89,,21,31,20,17
,,,,,,
"RURAL (072)",3302,30,828,891,990,563
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",2,,,2,,
"Profes., científicos e intelectuales (074)",81,,17,45,17,2
"Técnicos de nivel medio y trab. asimilados (075)",12,,4,5,2,1
"Jefes y empleados de oficina (076)",12,,6,2,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",42,1,11,18,10,2
"Agricult. trabaj. calif.agrop. y pesqueros (078)",2044,4,332,548,711,449
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",48,,15,15,16,2
"Obreros construc., conf., papel, fab., instr. (080)",84,,25,24,33,2
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",934,25,404,223,186,96
"Ocupación no especificada (083)",43,,14,9,11,9
"Hombres (084)",2520,18,641,696,757,408
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",2,,,2,,
"Profes., científicos e intelectuales (086)",45,,11,21,11,2
"Técnicos de nivel medio y trab. asimilados (087)",10,,3,5,1,1
"Jefes y empleados de oficina (088)",8,,2,2,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",24,,5,14,5,
"Agricult. trabaj. calif.agrop. y pesqueros (090)",1651,3,273,465,564,346
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",45,,14,14,16,1
"Obreros construc., conf., papel, fab., instr. (092)",84,,25,24,33,2
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",633,15,299,147,117,55
"Ocupación no especificada (095)",18,,9,2,6,1
"Mujeres (096)",782,12,187,195,233,155
"Profes., científicos e intelectuales (098)",36,,6,24,6,
"Técnicos de nivel medio y trab. asimilados (099)",2,,1,,1,
"Jefes y empleados de oficina (100)",4,,4,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",18,1,6,4,5,2
"Agricult. trabaj. calif.agrop. y pesqueros (102)",393,1,59,83,147,103
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",3,,1,1,,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",301,10,105,76,69,41
"Ocupación no especificada (107)",25,,5,7,5,8
