"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefes y empleados de oficina (040)",57,,,,15,9,12,5,16
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",463,48,1,180,139,23,15,27,30
"Agricult.trabaj. calif.agrop. y pesquros (042)",762,107,2,466,158,6,8,11,4
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",124,11,,52,42,5,4,4,6
"Obreros. construc., conf., papel, fab., instr (044)",156,3,,54,79,6,5,7,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",648,86,2,323,201,15,9,6,6
"Otra (046)",16,,,,4,,2,6,4
"Ocupación no especificada (047)",57,9,2,18,16,3,6,1,2
"Hombres (048)",1907,165,5,884,528,53,68,67,137
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",9,,,1,2,,,2,4
"Profes., científicos e intelectuales (050)",99,,,,,3,13,4,79
"Técnicos de nivel medio ytrab.asimilados (051)",52,,,4,9,5,17,10,7
"Jefes y empleados de oficina (052)",32,,,,10,6,4,3,9
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",219,6,1,88,69,11,8,18,18
"Agricult.trabaj. calif.agrop. y pesquros (054)",727,99,2,452,148,6,6,10,4
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",88,2,,35,37,4,3,2,5
"Obreros. construc., conf., papel, fab., instr (056)",155,3,,54,79,6,5,6,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",483,53,2,242,161,9,6,6,4
"Otra (058)",16,,,,4,,2,6,4
"Ocupación no especificada (059)",27,2,,8,9,3,4,,1
"Mujeres (060)",672,100,2,217,143,27,56,22,105
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",2,,,,,,1,,1
"Profes., científicos e intelectuales (062)",110,,,,4,4,20,3,79
"Técnicos de nivel medio ytrab.asimilados (063)",24,1,,3,2,1,12,3,2
"Jefes y empleados de oficina (064)",25,,,,5,3,8,2,7
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",244,42,,92,70,12,7,9,12
"Agricult.trabaj. calif.agrop. y pesquros (066)",35,8,,14,10,,2,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",36,9,,17,5,1,1,2,1
"Obreros. construc., conf., papel, fab., instr (068)",1,,,,,,,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",165,33,,81,40,6,3,,2
"Ocupación no especificada (071)",30,7,2,10,7,,2,1,1
,,,,,,,,,
"RURAL (072)",14087,3109,42,9089,1589,49,53,33,123
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",9,,,3,1,,1,,4
"Profes., científicos e intelectuales (074)",115,,,,7,5,10,2,91
"Técnicos de nivel medio ytrab.asimilados (075)",37,,,2,5,4,17,8,1
"Jefes y empleados de oficina (076)",17,,,,10,1,2,2,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",285,47,1,142,74,4,5,4,8
"Agricult.trabaj. calif.agrop. y pesquros (078)",8195,1995,22,5467,679,13,8,4,7
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",177,59,,99,17,1,,,1
"Obreros. construc., conf., papel, fab., instr (080)",175,8,,104,49,1,5,3,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",4833,903,17,3141,736,20,4,8,4
"Ocupación no especificada (083)",244,97,2,131,11,,1,2,
"Hombres (084)",12594,2543,32,8381,1455,40,37,26,80
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",9,,,3,1,,1,,4
"Profes., científicos e intelectuales (086)",66,,,,1,1,8,1,55
"Técnicos de nivel medio ytrab.asimilados (087)",21,,,2,1,2,10,6,
"Jefes y empleados de oficina (088)",7,,,,4,1,,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",116,2,,62,40,3,2,3,4
"Agricult.trabaj. calif.agrop. y pesquros (090)",7862,1833,20,5316,662,13,7,4,7
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",66,4,,47,14,,,,1
"Obreros. construc., conf., papel, fab., instr (092)",174,7,,104,49,1,5,3,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",4236,687,12,2823,680,19,4,8,3
"Ocupación no especificada (095)",37,10,,24,3,,,,
"Mujeres (096)",1493,566,10,708,134,9,16,7,43
"Profes., científicos e intelectuales (098)",49,,,,6,4,2,1,36
"Técnicos de nivel medio ytrab.asimilados (099)",16,,,,4,2,7,2,1
"Jefes y empleados de oficina (100)",10,,,,6,,2,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",169,45,1,80,34,1,3,1,4
"Agricult.trabaj. calif.agrop. y pesquros (102)",333,162,2,151,17,,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",111,55,,52,3,1,,,
"Obreros. construc., conf., papel, fab., instr (104)",1,1,,,,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",597,216,5,318,56,1,,,1
"Ocupación no especificada (107)",207,87,2,107,8,,1,2,
