"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Agric., ganadería, caza y silvicultura (045)",4205,1664,15,2167,319,12,11,7,10
"Pesca (046)",2,,,1,,,,,1
"Explotación de minas y canteras (047)",13,2,,6,4,1,,,
"Industrias manufactureras (048)",766,113,4,294,292,28,17,11,7
"Suministro de electricidad, gas y agua (049)",3,,,,2,,1,,
"Construcción (050)",104,11,,31,29,4,7,4,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1350,116,2,465,560,74,57,46,30
"Venta, mant.y rep. veh.autom.y motoc. (052)",8,,,,5,1,,1,1
"Comercio al por mayor (053)",25,1,,7,10,1,2,1,3
"Comercio al por menor (054)",1317,115,2,458,545,72,55,44,26
"Hoteles y restaurantes (055)",663,84,1,313,211,24,15,9,6
"Trans., almac. y comunicaciones (056)",54,2,,5,29,3,8,3,4
"Intermediación financiera (057)",6,,,,1,,2,,3
"Activid.inmobil., empres. y de alquiler (058)",64,1,,6,17,7,8,6,19
"Admin.pub. y defensa; p. segur.soc.afil (059)",154,7,,17,35,21,32,11,31
"Enseñanza (060)",298,,,,21,20,124,11,122
"Servicios sociales y de salud (061)",115,2,,7,19,8,27,5,47
"Otras activ. serv.comun.soc y personales (062)",101,10,,30,31,12,10,4,4
"Hogares privados con servicio doméstico (063)",208,20,1,104,71,1,4,3,4
"Actividad economica no especificada (065)",461,135,1,181,92,14,20,7,11
,,,,,,,,,
"URBANA (066)",11004,633,18,3279,4547,542,836,412,737
"Agric., ganadería, caza y silvicultura (067)",2795,316,11,1384,940,34,39,38,33
"Pesca (068)",2,,,,,,1,,1
"Explotación de minas y canteras (069)",158,6,,58,78,4,7,2,3
"Industrias manufactureras (070)",1192,56,1,382,581,59,51,36,26
"Suministro de electricidad, gas y agua (071)",41,,,4,21,4,8,1,3
"Construcción (072)",1129,16,1,251,575,65,110,46,65
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1702,87,2,484,787,95,113,70,64
"Venta, mant.y rep. veh.autom.y motoc. (074)",129,1,,9,74,12,22,3,8
"Comercio al por mayor (075)",57,1,,12,26,4,4,6,4
"Comercio al por menor (076)",1516,85,2,463,687,79,87,61,52
"Hoteles y restaurantes (077)",611,72,1,245,213,30,20,16,14
"Trans., almac. y comunicaciones (078)",958,9,1,126,643,58,51,47,23
"Intermediación financiera (079)",8,,,,2,,2,1,3
"Activid.inmobil., empres. y de alquiler (080)",278,3,,18,102,27,42,16,70
"Admin.pub. y defensa; p. segur.soc.afil (081)",535,6,,53,163,63,78,84,88
"Enseñanza (082)",521,,,2,31,29,207,22,230
"Servicios sociales y de salud (083)",158,1,,6,27,13,42,6,63
"Otras activ. serv.comun.soc y personales (084)",255,9,,58,101,29,29,8,21
"Hogares privados con servicio doméstico (085)",190,17,1,87,72,1,4,4,4
"Actividad economica no especificada (087)",471,35,,121,211,31,32,15,26
"Hombres (088)",7040,193,12,1963,3236,340,537,295,464
"Agric., ganadería, caza y silvicultura (089)",2054,123,9,1018,789,24,33,32,26
"Pesca (090)",1,,,,,,1,,
"Explotación de minas y canteras (091)",150,6,,54,75,3,7,2,3
"Industrias manufactureras (092)",650,12,1,200,325,31,36,26,19
"Suministro de electricidad, gas y agua (093)",38,,,4,19,4,7,1,3
"Construcción (094)",1097,16,1,246,564,62,104,44,60
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",609,10,,131,314,32,61,27,34
"Venta, mant.y rep. veh.autom.y motoc. (096)",122,1,,9,69,11,22,3,7
"Comercio al por mayor (097)",36,,,7,18,3,2,5,1
"Comercio al por menor (098)",451,9,,115,227,18,37,19,26
"Hoteles y restaurantes (099)",97,1,,20,45,8,8,7,8
"Trans., almac. y comunicaciones (100)",909,7,1,122,618,55,43,44,19
"Intermediación financiera (101)",2,,,,1,,,1,
"Activid.inmobil., empres. y de alquiler (102)",219,2,,14,87,20,34,11,51
"Admin.pub. y defensa; p. segur.soc.afil (103)",418,2,,47,136,44,53,73,63
"Enseñanza (104)",266,,,2,19,14,96,12,123
"Servicios sociales y de salud (105)",66,1,,3,14,5,22,1,20
"Otras activ. serv.comun.soc y personales (106)",168,1,,35,74,18,19,4,17
"Hogares privados con servicio doméstico (107)",34,4,,13,15,1,,1,
"Actividad economica no especificada (109)",262,8,,54,141,19,13,9,18
"Mujeres (110)",3964,440,6,1316,1311,202,299,117,273
"Agric., ganadería, caza y silvicultura (111)",741,193,2,366,151,10,6,6,7
"Pesca (112)",1,,,,,,,,1
"Explotación de minas y canteras (113)",8,,,4,3,1,,,
"Industrias manufactureras (114)",542,44,,182,256,28,15,10,7
"Suministro de electricidad, gas y agua (115)",3,,,,2,,1,,
"Construcción (116)",32,,,5,11,3,6,2,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1093,77,2,353,473,63,52,43,30
"Venta, mant.y rep. veh.autom.y motoc. (118)",7,,,,5,1,,,1
"Comercio al por mayor (119)",21,1,,5,8,1,2,1,3
"Comercio al por menor (120)",1065,76,2,348,460,61,50,42,26
"Hoteles y restaurantes (121)",514,71,1,225,168,22,12,9,6
"Trans., almac. y comunicaciones (122)",49,2,,4,25,3,8,3,4
"Intermediación financiera (123)",6,,,,1,,2,,3
"Activid.inmobil., empres. y de alquiler (124)",59,1,,4,15,7,8,5,19
"Admin.pub. y defensa; p. segur.soc.afil (125)",117,4,,6,27,19,25,11,25
"Enseñanza (126)",255,,,,12,15,111,10,107
"Servicios sociales y de salud (127)",92,,,3,13,8,20,5,43
"Otras activ. serv.comun.soc y personales (128)",87,8,,23,27,11,10,4,4
"Hogares privados con servicio doméstico (129)",156,13,1,74,57,,4,3,4
"Actividad economica no especificada (131)",209,27,,67,70,12,19,6,8
,,,,,,,,,
"RURAL (132)",15381,2918,31,8951,2927,128,174,75,177
"Agric., ganadería, caza y silvicultura (133)",11658,2576,23,7327,1656,25,15,21,15
"Pesca (134)",2,,,2,,,,,
"Explotación de minas y canteras (135)",163,9,,82,69,1,1,,1
"Industrias manufactureras (136)",542,86,4,271,150,12,10,7,2
"Suministro de electricidad, gas y agua (137)",9,1,,8,,,,,
"Construcción (138)",1032,40,,455,392,26,37,10,72
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",480,47,,202,189,22,13,6,1
"Venta, mant.y rep. veh.autom.y motoc. (140)",32,,,5,15,5,5,2,
"Comercio al por mayor (141)",29,,,13,14,1,1,,
"Comercio al por menor (142)",419,47,,184,160,16,7,4,1
"Hoteles y restaurantes (143)",204,13,,107,76,2,5,,1
"Trans., almac. y comunicaciones (144)",211,2,,67,126,6,3,5,2
"Activid.inmobil., empres. y de alquiler (146)",47,,,15,19,4,4,2,3
"Admin.pub. y defensa; p. segur.soc.afil (147)",298,6,,113,83,8,42,17,29
"Enseñanza (148)",103,,,,22,15,29,3,34
"Servicios sociales y de salud (149)",31,2,,4,7,2,8,1,7
"Otras activ. serv.comun.soc y personales (150)",54,3,1,19,24,2,5,,
"Hogares privados con servicio doméstico (151)",76,10,,37,21,1,1,2,4
"Actividad economica no especificada (153)",471,123,3,242,93,2,1,1,6
"Hombres (154)",10778,1191,13,6640,2505,101,130,65,133
"Agric., ganadería, caza y silvicultura (155)",8194,1105,10,5526,1488,23,10,20,12
"Pesca (156)",1,,,1,,,,,
"Explotación de minas y canteras (157)",158,7,,80,68,1,1,,1
"Industrias manufactureras (158)",318,17,,159,114,12,8,6,2
"Suministro de electricidad, gas y agua (159)",9,1,,8,,,,,
"Construcción (160)",960,29,,429,374,25,36,8,59
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",223,8,,90,102,11,8,3,1
"Venta, mant.y rep. veh.autom.y motoc. (162)",31,,,5,15,5,5,1,
"Comercio al por mayor (163)",25,,,11,12,1,1,,
"Comercio al por menor (164)",167,8,,74,75,5,2,2,1
"Hoteles y restaurantes (165)",55,,,19,33,,2,,1
"Trans., almac. y comunicaciones (166)",206,2,,66,122,6,3,5,2
"Activid.inmobil., empres. y de alquiler (168)",42,,,13,17,4,4,1,3
"Admin.pub. y defensa; p. segur.soc.afil (169)",261,3,,102,75,6,35,17,23
"Enseñanza (170)",60,,,,13,10,16,2,19
"Servicios sociales y de salud (171)",8,,,,1,2,1,1,3
"Otras activ. serv.comun.soc y personales (172)",40,1,1,12,20,1,5,,
"Hogares privados con servicio doméstico (173)",24,3,,7,7,,1,2,4
"Actividad economica no especificada (175)",219,15,2,128,71,,,,3
"Mujeres (176)",4603,1727,18,2311,422,27,44,10,44
"Agric., ganadería, caza y silvicultura (177)",3464,1471,13,1801,168,2,5,1,3
"Pesca (178)",1,,,1,,,,,
"Explotación de minas y canteras (179)",5,2,,2,1,,,,
"Industrias manufactureras (180)",224,69,4,112,36,,2,1,
"Construcción (182)",72,11,,26,18,1,1,2,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",257,39,,112,87,11,5,3,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,,,1,
"Comercio al por mayor (185)",4,,,2,2,,,,
"Comercio al por menor (186)",252,39,,110,85,11,5,2,
"Hoteles y restaurantes (187)",149,13,,88,43,2,3,,
"Trans., almac. y comunicaciones (188)",5,,,1,4,,,,
"Activid.inmobil., empres. y de alquiler (190)",5,,,2,2,,,1,
"Admin.pub. y defensa; p. segur.soc.afil (191)",37,3,,11,8,2,7,,6
"Enseñanza (192)",43,,,,9,5,13,1,15
"Servicios sociales y de salud (193)",23,2,,4,6,,7,,4
"Otras activ. serv.comun.soc y personales (194)",14,2,,7,4,1,,,
"Hogares privados con servicio doméstico (195)",52,7,,30,14,1,,,
"Actividad economica no especificada (197)",252,108,1,114,22,2,1,1,3
