"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"URBANA (036)",105217,2643,76,13904,39719,8426,12892,8751,18806
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",282,,,5,21,9,46,31,170
"Profes., científicos e intelectuales (038)",13080,,,,254,317,1984,461,10064
"Técnicos de nivel medio ytrab.asimilados (039)",6596,8,,103,805,904,2105,1560,1111
"Jefes y empleados de oficina (040)",6213,2,1,46,1334,625,1226,1016,1963
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",24702,863,31,4081,10913,2318,2429,2098,1969
"Agricult.trabaj. calif.agrop. y pesquros (042)",3189,199,,912,1210,176,220,216,256
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",9747,125,8,1005,4856,980,1403,687,683
"Obreros. construc., conf., papel, fab., instr (044)",13111,169,6,1948,7122,1036,1045,952,833
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",24220,1204,28,5435,11820,1764,1567,1296,1106
"Otra (046)",1437,,,,275,74,623,176,289
"Ocupación no especificada (047)",2640,73,2,369,1109,223,244,258,362
"Hombres (048)",59401,674,32,6426,24522,5064,6853,5477,10353
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",190,,,2,16,6,20,24,122
"Profes., científicos e intelectuales (050)",6114,,,,88,117,599,191,5119
"Técnicos de nivel medio ytrab.asimilados (051)",4076,4,,54,558,630,1153,1031,646
"Jefes y empleados de oficina (052)",2871,,1,27,733,282,394,506,928
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",9525,97,9,968,4459,1007,970,1091,924
"Agricult.trabaj. calif.agrop. y pesquros (054)",2281,67,,574,931,136,176,179,218
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",8197,72,7,798,4155,837,1182,568,578
"Obreros. construc., conf., papel, fab., instr (056)",12699,161,6,1894,6955,990,989,906,798
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",10748,252,8,1944,5760,877,688,664,555
"Otra (058)",1323,,,,264,64,563,166,266
"Ocupación no especificada (059)",1377,21,1,165,603,118,119,151,199
"Mujeres (060)",45816,1969,44,7478,15197,3362,6039,3274,8453
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",92,,,3,5,3,26,7,48
"Profes., científicos e intelectuales (062)",6966,,,,166,200,1385,270,4945
"Técnicos de nivel medio ytrab.asimilados (063)",2520,4,,49,247,274,952,529,465
"Jefes y empleados de oficina (064)",3342,2,,19,601,343,832,510,1035
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",15177,766,22,3113,6454,1311,1459,1007,1045
"Agricult.trabaj. calif.agrop. y pesquros (066)",908,132,,338,279,40,44,37,38
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",1550,53,1,207,701,143,221,119,105
"Obreros. construc., conf., papel, fab., instr (068)",412,8,,54,167,46,56,46,35
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",13472,952,20,3491,6060,887,879,632,551
"Otra (070)",114,,,,11,10,60,10,23
"Ocupación no especificada (071)",1263,52,1,204,506,105,125,107,163
,,,,,,,,,
"RURAL (072)",8412,736,12,2292,3384,515,550,344,579
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",11,,,,3,2,1,1,4
"Profes., científicos e intelectuales (074)",196,,,,8,5,30,10,143
"Técnicos de nivel medio ytrab.asimilados (075)",125,,,,13,22,57,26,7
"Jefes y empleados de oficina (076)",123,,,,37,17,28,5,36
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",534,32,,127,226,46,40,27,36
"Agricult.trabaj. calif.agrop. y pesquros (078)",2783,302,1,921,1008,116,143,123,169
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",211,5,,32,92,26,31,9,16
"Obreros. construc., conf., papel, fab., instr (080)",396,10,1,83,196,26,37,22,21
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",3905,377,10,1106,1756,231,168,121,136
"Otra (082)",36,,,,10,10,8,,8
"Ocupación no especificada (083)",92,10,,23,35,14,7,,3
"Hombres (084)",5577,280,8,1439,2398,382,387,264,419
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",8,,,,2,,1,1,4
"Profes., científicos e intelectuales (086)",89,,,,1,1,10,3,74
"Técnicos de nivel medio ytrab.asimilados (087)",87,,,,9,18,37,18,5
"Jefes y empleados de oficina (088)",57,,,,21,7,10,2,17
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",214,7,,43,99,17,14,14,20
"Agricult.trabaj. calif.agrop. y pesquros (090)",2118,139,,675,829,100,118,108,149
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",173,2,,26,74,25,24,7,15
"Obreros. construc., conf., papel, fab., instr (092)",382,9,,78,191,26,35,22,21
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2363,121,8,606,1144,168,124,89,103
"Otra (094)",35,,,,10,9,8,,8
"Ocupación no especificada (095)",51,2,,11,18,11,6,,3
"Mujeres (096)",2835,456,4,853,986,133,163,80,160
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",3,,,,1,2,,,
"Profes., científicos e intelectuales (098)",107,,,,7,4,20,7,69
"Técnicos de nivel medio ytrab.asimilados (099)",38,,,,4,4,20,8,2
"Jefes y empleados de oficina (100)",66,,,,16,10,18,3,19
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",320,25,,84,127,29,26,13,16
"Agricult.trabaj. calif.agrop. y pesquros (102)",665,163,1,246,179,16,25,15,20
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",38,3,,6,18,1,7,2,1
"Obreros. construc., conf., papel, fab., instr (104)",14,1,1,5,5,,2,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1542,256,2,500,612,63,44,32,33
"Otra (106)",1,,,,,1,,,
"Ocupación no especificada (107)",41,8,,12,17,3,1,,
