"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LUYA (000)",15711,1207,20,9202,3542,323,813,182,422
"Agric., ganadería, caza y silvicultura (001)",11268,950,19,7598,2443,110,76,44,28
"Explotación de minas y canteras (003)",6,,,3,3,,,,
"Industrias manufactureras (004)",422,23,1,249,119,8,15,4,3
"Suministro de electricidad, gas y agua (005)",9,,,4,3,,2,,
"Construcción (006)",414,10,,200,165,11,15,4,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",738,23,,325,287,31,56,7,9
"Venta, mant.y rep. veh.autom.y motoc. (008)",21,,,4,8,4,5,,
"Comercio al por mayor (009)",39,,,13,22,,3,1,
"Comercio al por menor (010)",678,23,,308,257,27,48,6,9
"Hoteles y restaurantes (011)",147,9,,74,45,4,7,3,5
"Trans., almac. y comunicaciones (012)",160,,,28,96,11,16,5,4
"Activid.inmobil., empres. y de alquiler (014)",30,1,,5,9,2,3,1,9
"Admin.pub. y defensa; p. segur.soc.afil (015)",285,8,,24,73,32,96,18,34
"Enseñanza (016)",802,,,,33,70,425,45,229
"Servicios sociales y de salud (017)",177,,,2,7,10,68,16,74
"Otras activ. serv.comun.soc y personales (018)",201,17,,59,51,17,9,34,14
"Hogares privados con servicio doméstico (019)",500,78,,307,104,5,6,,
"Actividad economica no especificada (021)",552,88,,324,104,12,19,1,4
"Hombres (022)",12650,826,17,7787,2994,219,422,134,251
"Agric., ganadería, caza y silvicultura (023)",10598,796,17,7197,2343,105,69,44,27
"Explotación de minas y canteras (025)",6,,,3,3,,,,
"Industrias manufactureras (026)",221,2,,117,83,6,7,3,3
"Suministro de electricidad, gas y agua (027)",9,,,4,3,,2,,
"Construcción (028)",410,10,,200,162,11,14,4,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",321,2,,117,149,14,28,6,5
"Venta, mant.y rep. veh.autom.y motoc. (030)",17,,,2,7,3,5,,
"Comercio al por mayor (031)",26,,,9,14,,2,1,
"Comercio al por menor (032)",278,2,,106,128,11,21,5,5
"Hoteles y restaurantes (033)",22,,,10,9,1,1,,1
"Trans., almac. y comunicaciones (034)",142,,,26,88,10,9,5,4
"Activid.inmobil., empres. y de alquiler (036)",18,1,,2,7,,,,8
"Admin.pub. y defensa; p. segur.soc.afil (037)",195,6,,20,64,23,48,13,21
"Enseñanza (038)",400,,,,6,29,210,23,132
"Servicios sociales y de salud (039)",69,,,1,4,6,22,6,30
"Otras activ. serv.comun.soc y personales (040)",121,5,,29,31,10,6,30,10
"Hogares privados con servicio doméstico (041)",19,2,,11,6,,,,
"Actividad economica no especificada (043)",99,2,,50,36,4,6,,1
"Mujeres (044)",3061,381,3,1415,548,104,391,48,171
"Agric., ganadería, caza y silvicultura (045)",670,154,2,401,100,5,7,,1
"Industrias manufactureras (048)",201,21,1,132,36,2,8,1,
"Construcción (050)",4,,,,3,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",417,21,,208,138,17,28,1,4
"Venta, mant.y rep. veh.autom.y motoc. (052)",4,,,2,1,1,,,
