"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Agricult.trabaj. calif. agrop. y pesqueros (032)",2878,9,466,1031,1089,283
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",9430,39,3675,3791,1765,160
"Obreros construc., conf., papel, fab., instr. (034)",1961,11,678,795,441,36
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",40424,844,14248,14230,9873,1229
"Otra (036)",439,,247,148,44,
"Ocupación no especificada (037)",3456,24,1004,1252,913,263
"Desocupado (038)",8699,53,4428,2965,1138,115
,,,,,,
"URBANA (039)",352436,2604,115357,134616,88012,11847
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",1055,,57,410,527,61
"Profes., científicos e intelectuales (041)",48628,,10628,22219,14795,986
"Técnicos de nivel medio y trab.asimilados (042)",28197,11,9658,11620,6348,560
"Jefes y empleados de oficina (043)",20412,,7808,7969,4469,166
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",60315,478,20436,21990,14881,2530
"Agricult.trabaj. calif. agrop. y pesqueros (045)",8200,25,1164,2610,3191,1210
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",39766,217,15851,14372,8129,1197
"Obreros construc., conf., papel, fab., instr. (047)",41895,40,10873,18036,11602,1344
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",71464,1671,26266,23912,16934,2681
"Otra (049)",4676,,747,2429,1500,
"Ocupación no especificada (050)",6718,43,2115,2354,1722,484
"Desocupado (051)",21110,119,9754,6695,3914,628
"Hombres (052)",202432,1392,64280,76284,52441,8035
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",670,,32,248,347,43
"Profes., científicos e intelectuales (054)",24128,,4566,10556,8184,822
"Técnicos de nivel medio y trab.asimilados (055)",16486,11,5354,6865,3837,419
"Jefes y empleados de oficina (056)",9127,,3101,3507,2390,129
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",22946,209,8341,8058,5308,1030
"Agricult.trabaj. calif. agrop. y pesqueros (058)",5735,17,765,1718,2250,985
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",30528,180,12278,10632,6398,1040
"Obreros construc., conf., papel, fab., instr. (060)",39956,29,10202,17248,11168,1309
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",32761,859,12624,10284,7480,1514
"Otra (062)",4239,,502,2281,1456,
"Ocupación no especificada (063)",3361,19,1140,1131,840,231
"Desocupado (064)",12495,68,5375,3756,2783,513
"Mujeres (065)",150004,1212,51077,58332,35571,3812
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",385,,25,162,180,18
"Profes., científicos e intelectuales (067)",24500,,6062,11663,6611,164
"Técnicos de nivel medio y trab.asimilados (068)",11711,,4304,4755,2511,141
"Jefes y empleados de oficina (069)",11285,,4707,4462,2079,37
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",37369,269,12095,13932,9573,1500
"Agricult.trabaj. calif. agrop. y pesqueros (071)",2465,8,399,892,941,225
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",9238,37,3573,3740,1731,157
"Obreros construc., conf., papel, fab., instr. (073)",1939,11,671,788,434,35
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",38703,812,13642,13628,9454,1167
"Otra (075)",437,,245,148,44,
"Ocupación no especificada (076)",3357,24,975,1223,882,253
"Desocupado (077)",8615,51,4379,2939,1131,115
,,,,,,
"RURAL (078)",9661,107,3049,3201,2500,804
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",10,,3,5,,2
"Profes., científicos e intelectuales (080)",233,,61,105,63,4
"Técnicos de nivel medio y trab.asimilados (081)",167,,71,69,22,5
"Jefes y empleados de oficina (082)",106,,58,33,15,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",463,4,144,172,123,20
"Agricult.trabaj. calif. agrop. y pesqueros (084)",2316,4,292,659,851,510
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",896,11,412,308,147,18
"Obreros construc., conf., papel, fab., instr. (086)",455,,123,182,138,12
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",4474,86,1658,1487,1035,208
"Otra (088)",91,,32,42,17,
"Ocupación no especificada (089)",164,,58,47,45,14
"Desocupado (090)",286,2,137,92,44,11
"Hombres (091)",6595,69,1999,2131,1737,659
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",9,,2,5,,2
"Profes., científicos e intelectuales (093)",114,,28,44,39,3
"Técnicos de nivel medio y trab.asimilados (094)",116,,44,48,21,3
"Jefes y empleados de oficina (095)",55,,31,15,9,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",152,3,44,56,37,12
"Agricult.trabaj. calif. agrop. y pesqueros (097)",1903,3,225,520,703,452
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",704,9,310,257,113,15
"Obreros construc., conf., papel, fab., instr. (099)",433,,116,175,131,11
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",2753,54,1052,885,616,146
"Otra (101)",89,,30,42,17,
"Ocupación no especificada (102)",65,,29,18,14,4
"Desocupado (103)",202,,88,66,37,11
"Mujeres (104)",3066,38,1050,1070,763,145
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",1,,1,,,
"Profes., científicos e intelectuales (106)",119,,33,61,24,1
"Técnicos de nivel medio y trab.asimilados (107)",51,,27,21,1,2
"Jefes y empleados de oficina (108)",51,,27,18,6,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",311,1,100,116,86,8
"Agricult.trabaj. calif. agrop. y pesqueros (110)",413,1,67,139,148,58
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",192,2,102,51,34,3
"Obreros construc., conf., papel, fab., instr. (112)",22,,7,7,7,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",1721,32,606,602,419,62
"Otra (114)",2,,2,,,
"Ocupación no especificada (115)",99,,29,29,31,10
"Desocupado (116)",84,2,49,26,7,
