"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia JAEN (000)",61205,11155,12719,27281,1417,7206,1427
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",95,84,,,11,,
"Profes., científicos e intelectuales (002)",4717,4225,,443,31,18,
"Técnicos de nivel medio y trab. asimilados (003)",1707,1131,,475,74,26,1
"Jefes y empleados de oficina (004)",1537,1514,,16,,7,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",6190,1675,43,3625,211,636,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",15769,7,2,15007,753,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",2873,,762,1884,156,71,
"Obreros construc.,conf., papel, fab., instr. (008)",5132,759,1166,3038,108,61,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",20844,1061,10419,1732,24,6182,1426
"Otra (010)",209,209,,,,,
"Ocupación no especificada (011)",2132,490,327,1061,49,205,
"Hombres (012)",46565,6210,11321,22387,1163,5423,61
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",73,64,,,9,,
"Profes., científicos e intelectuales (014)",2365,2049,,284,23,9,
"Técnicos de nivel medio y trab. asimilados (015)",1087,687,,339,45,16,
"Jefes y empleados de oficina (016)",737,730,,4,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",2941,894,16,1792,98,141,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",14850,6,1,14147,696,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",2389,,686,1502,150,51,
"Obreros construc.,conf., papel, fab., instr. (020)",5043,750,1152,2980,104,57,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",15755,538,9223,847,10,5076,61
"Otra (022)",205,205,,,,,
"Ocupación no especificada (023)",1120,287,243,492,28,70,
"Mujeres (024)",14640,4945,1398,4894,254,1783,1366
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",22,20,,,2,,
"Profes., científicos e intelectuales (026)",2352,2176,,159,8,9,
"Técnicos de nivel medio y trab. asimilados (027)",620,444,,136,29,10,1
"Jefes y empleados de oficina (028)",800,784,,12,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",3249,781,27,1833,113,495,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",919,1,1,860,57,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",484,,76,382,6,20,
"Obreros construc.,conf., papel, fab., instr. (032)",89,9,14,58,4,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",5089,523,1196,885,14,1106,1365
"Otra (034)",4,4,,,,,
"Ocupación no especificada (035)",1012,203,84,569,21,135,
,,,,,,,
"URBANA (036)",33199,10112,5157,14199,1005,1576,1150
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",79,69,,,10,,
"Profes., científicos e intelectuales (038)",4040,3603,,392,28,17,
"Técnicos de nivel medio y trab. asimilados (039)",1594,1046,,453,73,22,
"Jefes y empleados de oficina (040)",1471,1448,,16,,7,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",5543,1607,33,3148,205,550,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",3552,6,2,3185,359,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",2583,,633,1737,154,59,
"Obreros construc.,conf., papel, fab., instr. (044)",4634,700,987,2794,105,48,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",7786,982,3236,1620,24,774,1150
"Otra (046)",202,202,,,,,
"Ocupación no especificada (047)",1715,449,266,854,47,99,
"Hombres (048)",22277,5613,4633,10368,779,833,51
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",61,53,,,8,,
"Profes., científicos e intelectuales (050)",2043,1748,,266,20,9,
"Técnicos de nivel medio y trab. asimilados (051)",1006,627,,322,44,13,
"Jefes y empleados de oficina (052)",694,687,,4,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",2583,850,12,1514,92,115,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",3245,5,1,2911,328,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",2139,,565,1384,148,42,
"Obreros construc.,conf., papel, fab., instr. (056)",4550,691,974,2739,101,45,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",4794,489,2882,795,10,567,51
"Otra (058)",198,198,,,,,
"Ocupación no especificada (059)",964,265,199,433,28,39,
"Mujeres (060)",10922,4499,524,3831,226,743,1099
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",18,16,,,2,,
"Profes., científicos e intelectuales (062)",1997,1855,,126,8,8,
"Técnicos de nivel medio y trab. asimilados (063)",588,419,,131,29,9,
"Jefes y empleados de oficina (064)",777,761,,12,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2960,757,21,1634,113,435,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",307,1,1,274,31,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",444,,68,353,6,17,
"Obreros construc.,conf., papel, fab., instr. (068)",84,9,13,55,4,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",2992,493,354,825,14,207,1099
"Otra (070)",4,4,,,,,
"Ocupación no especificada (071)",751,184,67,421,19,60,
,,,,,,,
"RURAL (072)",28006,1043,7562,13082,412,5630,277
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",16,15,,,1,,
"Profes., científicos e intelectuales (074)",677,622,,51,3,1,
"Técnicos de nivel medio y trab. asimilados (075)",113,85,,22,1,4,1
"Jefes y empleados de oficina (076)",66,66,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",647,68,10,477,6,86,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",12217,1,,11822,394,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",290,,129,147,2,12,
"Obreros construc.,conf., papel, fab., instr. (080)",498,59,179,244,3,13,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",13058,79,7183,112,,5408,276
"Otra (082)",7,7,,,,,
"Ocupación no especificada (083)",417,41,61,207,2,106,
"Hombres (084)",24288,597,6688,12019,384,4590,10
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",12,11,,,1,,
"Profes., científicos e intelectuales (086)",322,301,,18,3,,
"Técnicos de nivel medio y trab. asimilados (087)",81,60,,17,1,3,
"Jefes y empleados de oficina (088)",43,43,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",358,44,4,278,6,26,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",11605,1,,11236,368,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",250,,121,118,2,9,
"Obreros construc.,conf., papel, fab., instr. (092)",493,59,178,241,3,12,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",10961,49,6341,52,,4509,10
"Otra (094)",7,7,,,,,
"Ocupación no especificada (095)",156,22,44,59,,31,
