"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia SANDIA (000)",26214,39,1016,203,221,1245,12905,1448,482,8385,30,240
"Agric., ganadería, caza y silvicultura (001)",20271,,8,20,1,,12904,,,7338,,
"Pesca (002)",1,,,,,,1,,,,,
"Explotación de minas y canteras (003)",1592,,1,1,,,,1216,,374,,
"Industrias manufactureras (004)",180,,1,5,,,,161,9,4,,
"Suministro de electricidad, gas y agua (005)",7,,,,1,,,2,2,2,,
"Construcción (006)",463,,13,3,2,,,9,269,167,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1248,1,2,9,1,1046,,42,4,143,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",47,,,1,,15,,29,2,,,
"Comercio al por mayor (009)",30,1,,2,,27,,,,,,
"Comercio al por menor (010)",1171,,2,6,1,1004,,13,2,143,,
"Hoteles y restaurantes (011)",251,,,5,2,165,,,,79,,
"Trans., almac. y comunicaciones (012)",255,,3,13,6,,,2,182,49,,
"Intermediación financiera (013)",12,,3,1,7,,,,,1,,
"Activid.inmobil., empres. y alquileres (014)",95,,44,17,5,4,,,5,20,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",335,27,18,23,153,7,,7,10,60,30,
"Enseñanza (016)",892,8,847,6,18,,,,,13,,
"Servicios sociales y de salud (017)",160,,69,75,6,3,,2,,5,,
"Otras activ. serv.comun.soc y personales (018)",93,3,7,25,9,20,,7,1,21,,
"Hogares privados con servicio doméstico (019)",108,,,,,,,,,108,,
"Actividad economica no especificada (021)",251,,,,10,,,,,1,,240
"Hombres (022)",16820,36,645,129,157,387,9872,1325,473,3682,30,84
