"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CONDORCANQUI (000)",10367,230,4536,3652,1758,191
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",34,,5,16,13,
"Profes., científicos e intelectuales (002)",750,,200,417,130,3
"Técnicos de nivel medio y trab. asimilados (003)",140,,56,33,42,9
"Jefes y empleados de oficina (004)",112,,38,50,24,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",312,8,117,124,58,5
"Agricult. trabaj. calif.agrop. y pesqueros (006)",4976,40,1956,1822,1016,142
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",141,,54,58,29,
"Obreros construc., conf., papel, fab., instr. (008)",183,,60,82,37,4
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",3471,182,1930,966,371,22
"Otra (010)",41,,24,12,5,
"Ocupación no especificada (011)",207,,96,72,33,6
"Hombres (012)",6023,120,2347,2270,1158,128
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",30,,4,15,11,
"Profes., científicos e intelectuales (014)",516,,117,282,114,3
"Técnicos de nivel medio y trab. asimilados (015)",107,,44,26,35,2
"Jefes y empleados de oficina (016)",74,,19,34,21,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",173,6,55,71,37,4
"Agricult. trabaj. calif.agrop. y pesqueros (018)",3671,15,1331,1449,773,103
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",129,,48,53,28,
"Obreros construc., conf., papel, fab., instr. (020)",181,,59,82,36,4
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",1037,99,619,223,87,9
"Otra (022)",41,,24,12,5,
"Ocupación no especificada (023)",64,,27,23,11,3
"Mujeres (024)",4344,110,2189,1382,600,63
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",4,,1,1,2,
"Profes., científicos e intelectuales (026)",234,,83,135,16,
"Técnicos de nivel medio y trab. asimilados (027)",33,,12,7,7,7
"Jefes y empleados de oficina (028)",38,,19,16,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",139,2,62,53,21,1
"Agricult. trabaj. calif.agrop. y pesqueros (030)",1305,25,625,373,243,39
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",12,,6,5,1,
"Obreros construc., conf., papel, fab., instr. (032)",2,,1,,1,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",2434,83,1311,743,284,13
