"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 50 y más años (039)",2379,13274,11465,,86.4,,
"Viudo(a) (040)",1295,6507,5280,3,81.1,,
"De 20 a 24 años (043)",3,6,6,,100,,
"De 25 a 29 años (044)",7,16,15,,93.8,,
"De 30 a 34 años (045)",18,57,54,,94.7,,
"De 35 a 39 años (046)",27,90,81,2,90,2.2,
"De 40 a 44 años (047)",37,139,128,1,92.1,0.7,
"De 45 a 49 años (048)",36,159,138,,86.8,,
"De 50 y más años (049)",1167,6040,4858,,80.4,,
"Divorciado(a) (050)",33,120,106,,88.3,,
"De 15 a 19 años (052)",1,,,,,,
"De 20 a 24 años (053)",2,4,3,,75,,
"De 25 a 29 años (054)",1,,,,,,
"De 30 a 34 años (055)",1,3,3,,100,,
"De 35 a 39 años (056)",2,6,6,,100,,
"De 40 a 44 años (057)",7,25,20,,80,,
"De 45 a 49 años (058)",1,1,1,,100,,
"De 50 y más años (059)",18,81,73,,90.1,,
"Soltero(a) (060)",3066,423,393,18,92.9,4.3,
"De 12 a 14 años (061)",984,2,2,,100,,
"De 15 a 19 años (062)",1039,29,28,7,96.6,24.1,
"De 20 a 24 años (063)",360,43,42,4,97.7,9.3,
"De 25 a 29 años (064)",163,43,43,6,100,14,
"De 30 a 34 años (065)",127,50,47,1,94,2,
"De 35 a 39 años (066)",74,43,41,,95.3,,
"De 40 a 44 años (067)",48,44,43,,97.7,,
"De 45 a 49 años (068)",44,27,26,,96.3,,
"De 50 y más años (069)",227,142,121,,85.2,,
,,,,,,,
"URBANA (080)",2845,6811,6220,103,91.3,1.5,
"De 12 a 14 años (081)",272,3,3,,100,,
"De 15 a 19 años (082)",430,54,51,16,94.4,29.6,
"De 20 a 24 años (083)",236,181,173,22,95.6,12.2,
"De 25 a 29 años (084)",279,434,419,33,96.5,7.6,
"De 30 a 34 años (085)",262,634,612,13,96.5,2.1,
"De 35 a 39 años (086)",266,798,754,16,94.5,2,
"De 40 a 44 años (087)",211,699,660,3,94.4,0.4,
"De 45 a 49 años (088)",167,683,623,,91.2,,
"De 50 y más años (089)",722,3325,2925,,88,,
"Conviviente (090)",615,1331,1267,63,95.2,4.7,
"De 12 a 14 años (091)",7,1,1,,100,,
"De 15 a 19 años (092)",63,32,30,10,93.8,31.3,
"De 20 a 24 años (093)",91,108,104,16,96.3,14.8,
"De 25 a 29 años (094)",140,242,235,23,97.1,9.5,
"De 30 a 34 años (095)",104,227,223,6,98.2,2.6,
"De 35 a 39 años (096)",75,205,199,7,97.1,3.4,
"De 40 a 44 años (097)",38,98,96,1,98,1,
"De 45 a 49 años (098)",24,95,93,,97.9,,
"De 50 y más años (099)",73,323,286,,88.5,,
"Separado(a) (100)",73,177,170,5,96,2.8,
"De 15 a 19 años (102)",4,4,4,2,100,50,
"De 20 a 24 años (103)",8,10,10,,100,,
"De 25 a 29 años (104)",8,13,13,1,100,7.7,
"De 30 a 34 años (105)",8,17,16,,94.1,,
"De 35 a 39 años (106)",13,34,33,2,97.1,5.9,
"De 40 a 44 años (107)",8,15,15,,100,,
"De 45 a 49 años (108)",5,16,14,,87.5,,
"De 50 y más años (109)",19,68,65,,95.6,,
"Casado(a) (110)",1036,4160,3811,24,91.6,0.6,
"De 12 a 14 años (111)",2,2,2,,100,,
"De 15 a 19 años (112)",6,4,3,,75,,
"De 20 a 24 años (113)",34,51,48,3,94.1,5.9,
"De 25 a 29 años (114)",68,160,152,7,95,4.4,
"De 30 a 34 años (115)",110,330,315,7,95.5,2.1,
"De 35 a 39 años (116)",144,499,465,5,93.2,1,
"De 40 a 44 años (117)",135,526,493,2,93.7,0.4,
"De 45 a 49 años (118)",119,522,476,,91.2,,
"De 50 y más años (119)",418,2066,1857,,89.9,,
"Viudo(a) (120)",218,977,820,2,83.9,0.2,
"De 20 a 24 años (123)",1,1,1,,100,,
"De 25 a 29 años (124)",2,6,6,,100,,
"De 30 a 34 años (125)",11,35,34,,97.1,,
"De 35 a 39 años (126)",15,50,47,2,94,4,
"De 40 a 44 años (127)",10,34,32,,94.1,,
"De 45 a 49 años (128)",11,42,32,,76.2,,
"De 50 y más años (129)",168,809,668,,82.6,,
"Divorciado(a) (130)",11,26,23,,88.5,,
"De 15 a 19 años (132)",1,,,,,,
"De 20 a 24 años (133)",1,2,2,,100,,
"De 25 a 29 años (134)",1,,,,,,
"De 30 a 34 años (135)",1,3,3,,100,,
"De 40 a 44 años (137)",2,6,4,,66.7,,
"De 45 a 49 años (138)",1,1,1,,100,,
"De 50 y más años (139)",4,14,13,,92.9,,
"Soltero(a) (140)",892,140,129,9,92.1,6.4,
"De 12 a 14 años (141)",263,,,,,,
"De 15 a 19 años (142)",356,14,14,4,100,28.6,
"De 20 a 24 años (143)",101,9,8,3,88.9,33.3,
"De 25 a 29 años (144)",60,13,13,2,100,15.4,
"De 30 a 34 años (145)",28,22,21,,95.5,,
"De 35 a 39 años (146)",19,10,10,,100,,
"De 40 a 44 años (147)",18,20,20,,100,,
"De 45 a 49 años (148)",7,7,7,,100,,
"De 50 y más años (149)",40,45,36,,80,,
,,,,,,,
"RURAL (160)",7985,26215,22860,319,87.2,1.2,
"De 12 a 14 años (161)",729,5,5,,100,,
"De 15 a 19 años (162)",803,82,79,32,96.3,39,
"De 20 a 24 años (163)",574,475,461,77,97.1,16.2,
"De 25 a 29 años (164)",482,882,853,79,96.7,9,
"De 30 a 34 años (165)",523,1307,1230,54,94.1,4.1,
"De 35 a 39 años (166)",510,1727,1611,46,93.3,2.7,
"De 40 a 44 años (167)",525,2276,2126,30,93.4,1.3,
"De 45 a 49 años (168)",471,2188,1965,1,89.8,,
"De 50 y más años (169)",3368,17273,14530,,84.1,,
"Conviviente (170)",1088,2532,2362,180,93.3,7.1,
"De 12 a 14 años (171)",8,3,3,,100,,
"De 15 a 19 años (172)",97,51,49,25,96.1,49,
"De 20 a 24 años (173)",242,314,306,65,97.5,20.7,
"De 25 a 29 años (174)",207,426,408,44,95.8,10.3,
"De 30 a 34 años (175)",161,424,393,24,92.7,5.7,
"De 35 a 39 años (176)",111,361,342,16,94.7,4.4,
"De 40 a 44 años (177)",82,301,286,6,95,2,
"De 45 a 49 años (178)",51,208,188,,90.4,,
"De 50 y más años (179)",129,444,387,,87.2,,
"Separado(a) (180)",201,514,469,7,91.2,1.4,
"De 15 a 19 años (182)",9,7,7,2,100,28.6,
"De 20 a 24 años (183)",15,19,18,1,94.7,5.3,
"De 25 a 29 años (184)",19,31,31,,100,,
"De 30 a 34 años (185)",19,36,33,2,91.7,5.6,
"De 35 a 39 años (186)",24,65,60,2,92.3,3.1,
"De 40 a 44 años (187)",19,52,46,,88.5,,
"De 45 a 49 años (188)",18,78,74,,94.9,,
"De 50 y más años (189)",78,226,200,,88.5,,
"Casado(a) (190)",3423,17262,15222,122,88.2,0.7,
"De 15 a 19 años (192)",14,9,9,2,100,22.2,
"De 20 a 24 años (193)",55,101,97,10,96,9.9,
"De 25 a 29 años (194)",148,385,375,31,97.4,8.1,
"De 30 a 34 años (195)",237,797,758,27,95.1,3.4,
"De 35 a 39 años (196)",306,1222,1138,28,93.1,2.3,
"De 40 a 44 años (197)",362,1775,1659,23,93.5,1.3,
"De 45 a 49 años (198)",340,1765,1578,1,89.4,0.1,
"De 50 y más años (199)",1961,11208,9608,,85.7,,
"Viudo(a) (200)",1077,5530,4460,1,80.7,,
"De 20 a 24 años (203)",2,5,5,,100,,
"De 25 a 29 años (204)",5,10,9,,90,,
"De 30 a 34 años (205)",7,22,20,,90.9,,
"De 35 a 39 años (206)",12,40,34,,85,,
"De 40 a 44 años (207)",27,105,96,1,91.4,1,
"De 45 a 49 años (208)",25,117,106,,90.6,,
"De 50 y más años (209)",999,5231,4190,,80.1,,
"Divorciado(a) (210)",22,94,83,,88.3,,
"De 20 a 24 años (213)",1,2,1,,50,,
"De 35 a 39 años (216)",2,6,6,,100,,
"De 40 a 44 años (217)",5,19,16,,84.2,,
"De 50 y más años (219)",14,67,60,,89.6,,
"Soltero(a) (220)",2174,283,264,9,93.3,3.2,
"De 12 a 14 años (221)",721,2,2,,100,,
"De 15 a 19 años (222)",683,15,14,3,93.3,20,
"De 20 a 24 años (223)",259,34,34,1,100,2.9,
"De 25 a 29 años (224)",103,30,30,4,100,13.3,
"De 30 a 34 años (225)",99,28,26,1,92.9,3.6,
"De 35 a 39 años (226)",55,33,31,,93.9,,
"De 40 a 44 años (227)",30,24,23,,95.8,,
"De 45 a 49 años (228)",37,20,19,,95,,
"De 50 y más años (229)",187,97,85,,87.6,,
