"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUANCAYO (000)",170330,55337,22196,74489,3897,10955,3456
"Agric., ganadería, caza y silvicultura (001)",24741,204,5402,13360,617,5158,
"Pesca (002)",101,12,64,19,4,2,
"Explotación de minas y canteras (003)",2247,646,1484,73,39,5,
"Industrias manufactureras (004)",14935,1042,4238,8345,704,606,
"Suministro de electricidad, gas y agua (005)",515,338,164,13,,,
"Construcción (006)",9818,698,5573,3226,249,72,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",41914,8627,1490,26972,1180,3645,
"Venta, mant.y rep. veh.autom y motoc. (008)",4281,648,1047,2234,202,150,
"Comercio al por mayor (009)",2290,959,126,956,95,154,
"Comercio al por menor (010)",35343,7020,317,23782,883,3341,
"Hoteles y restaurantes (011)",10345,3536,466,5452,377,514,
"Trans., almac. y comunicaciones (012)",15074,4696,1826,8055,242,255,
"Intermediación financiera (013)",1395,1333,7,42,12,1,
"Activid.inmobil., empres. y alquileres (014)",9746,6326,424,2670,247,79,
"Admin.pub. y defensa; p. segur soc.afil (015)",5978,5638,340,,,,
"Enseñanza (016)",15864,14948,13,846,34,23,
"Servicios sociales y de salud (017)",4636,3796,30,738,50,22,
"Otras activ. serv.comun.soc y personales (018)",6269,2482,266,3331,87,103,
"Hogares privados con servicio doméstico (019)",3456,,,,,,3456
"Actividad economica no especificada (021)",3296,1015,409,1347,55,470,
"Hombres (022)",98848,29528,18019,44571,2628,3945,157
"Agric., ganadería, caza y silvicultura (023)",16178,149,3537,9865,459,2168,
"Pesca (024)",72,10,43,15,4,,
"Explotación de minas y canteras (025)",2151,579,1463,66,38,5,
"Industrias manufactureras (026)",9452,612,3067,4984,484,305,
"Suministro de electricidad, gas y agua (027)",432,257,162,13,,,
"Construcción (028)",9459,584,5453,3126,232,64,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",19886,4316,1374,12636,697,863,
"Venta, mant.y rep. veh.autom y motoc. (030)",3861,496,987,2111,185,82,
"Comercio al por mayor (031)",1242,553,110,483,58,38,
"Comercio al por menor (032)",14783,3267,277,10042,454,743,
"Hoteles y restaurantes (033)",3294,1561,217,1196,167,153,
"Trans., almac. y comunicaciones (034)",13404,3667,1679,7675,208,175,
"Intermediación financiera (035)",745,714,5,15,11,,
"Activid.inmobil., empres. y alquileres (036)",6509,3920,327,2028,198,36,
"Admin.pub. y defensa; p. segur soc.afil (037)",3921,3689,232,,,,
"Enseñanza (038)",7012,6558,13,419,16,6,
"Servicios sociales y de salud (039)",1631,1121,16,456,34,4,
"Otras activ. serv.comun.soc y personales (040)",3097,1363,140,1496,54,44,
"Hogares privados con servicio doméstico (041)",157,,,,,,157
"Actividad economica no especificada (043)",1448,428,291,581,26,122,
"Mujeres (044)",71482,25809,4177,29918,1269,7010,3299
"Agric., ganadería, caza y silvicultura (045)",8563,55,1865,3495,158,2990,
"Pesca (046)",29,2,21,4,,2,
"Explotación de minas y canteras (047)",96,67,21,7,1,,
"Industrias manufactureras (048)",5483,430,1171,3361,220,301,
"Suministro de electricidad, gas y agua (049)",83,81,2,,,,
"Construcción (050)",359,114,120,100,17,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",22028,4311,116,14336,483,2782,
"Venta, mant.y rep. veh.autom y motoc. (052)",420,152,60,123,17,68,
"Comercio al por mayor (053)",1048,406,16,473,37,116,
"Comercio al por menor (054)",20560,3753,40,13740,429,2598,
"Hoteles y restaurantes (055)",7051,1975,249,4256,210,361,
"Trans., almac. y comunicaciones (056)",1670,1029,147,380,34,80,
"Intermediación financiera (057)",650,619,2,27,1,1,
"Activid.inmobil., empres. y alquileres (058)",3237,2406,97,642,49,43,
"Admin.pub. y defensa; p. segur soc.afil (059)",2057,1949,108,,,,
"Enseñanza (060)",8852,8390,,427,18,17,
"Servicios sociales y de salud (061)",3005,2675,14,282,16,18,
"Otras activ. serv.comun.soc y personales (062)",3172,1119,126,1835,33,59,
"Hogares privados con servicio doméstico (063)",3299,,,,,,3299
"Actividad economica no especificada (065)",1848,587,118,766,29,348,
,,,,,,,
"URBANA (066)",153143,53904,19041,65411,3661,7857,3269
"Agric., ganadería, caza y silvicultura (067)",14117,189,3701,7339,513,2375,
"Pesca (068)",70,11,46,9,2,2,
"Explotación de minas y canteras (069)",2070,630,1327,69,39,5,
"Industrias manufactureras (070)",13450,1018,3749,7536,653,494,
"Suministro de electricidad, gas y agua (071)",480,329,139,12,,,
"Construcción (072)",9227,685,5191,3050,241,60,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",40361,8375,1412,25885,1150,3539,
"Venta, mant.y rep. veh.autom y motoc. (074)",4080,624,982,2138,192,144,
"Comercio al por mayor (075)",2243,938,123,937,93,152,
"Comercio al por menor (076)",34038,6813,307,22810,865,3243,
"Hoteles y restaurantes (077)",9985,3402,438,5271,369,505,
"Trans., almac. y comunicaciones (078)",14290,4542,1663,7616,222,247,
"Intermediación financiera (079)",1392,1331,7,41,12,1,
"Activid.inmobil., empres. y alquileres (080)",9537,6170,400,2646,243,78,
"Admin.pub. y defensa; p. segur soc.afil (081)",5842,5526,316,,,,
"Enseñanza (082)",15473,14576,13,828,34,22,
"Servicios sociales y de salud (083)",4551,3732,30,717,50,22,
"Otras activ. serv.comun.soc y personales (084)",6014,2416,248,3171,83,96,
"Hogares privados con servicio doméstico (085)",3269,,,,,,3269
"Actividad economica no especificada (087)",3015,972,361,1221,50,411,
"Hombres (088)",87428,28682,15596,37950,2455,2600,145
"Agric., ganadería, caza y silvicultura (089)",8811,137,2348,5015,377,934,
"Pesca (090)",46,9,27,8,2,,
"Explotación de minas y canteras (091)",1975,564,1306,62,38,5,
"Industrias manufactureras (092)",8585,598,2737,4540,452,258,
"Suministro de electricidad, gas y agua (093)",398,249,137,12,,,
"Construcción (094)",8878,573,5075,2951,224,55,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",19153,4187,1300,12150,676,840,
"Venta, mant.y rep. veh.autom y motoc. (096)",3669,477,922,2019,175,76,
"Comercio al por mayor (097)",1214,540,107,474,56,37,
"Comercio al por menor (098)",14270,3170,271,9657,445,727,
"Hoteles y restaurantes (099)",3204,1518,208,1166,162,150,
"Trans., almac. y comunicaciones (100)",12651,3523,1521,7249,191,167,
"Intermediación financiera (101)",743,712,5,15,11,,
"Activid.inmobil., empres. y alquileres (102)",6346,3806,303,2008,194,35,
"Admin.pub. y defensa; p. segur soc.afil (103)",3817,3603,214,,,,
"Enseñanza (104)",6814,6368,13,412,16,5,
"Servicios sociales y de salud (105)",1599,1105,16,440,34,4,
"Otras activ. serv.comun.soc y personales (106)",2945,1323,133,1395,52,42,
"Hogares privados con servicio doméstico (107)",145,,,,,,145
"Actividad economica no especificada (109)",1318,407,253,527,26,105,
"Mujeres (110)",65715,25222,3445,27461,1206,5257,3124
