"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia YUNGAY (000)",17512,1816,2613,9385,230,2348,254,866
"Agric., ganadería, caza y silvicultura (001)",10927,12,1472,7197,136,2110,,
"Pesca (002)",2,,,1,1,,,
"Explotación de minas y canteras (003)",267,19,239,4,4,1,,
"Industrias manufactureras (004)",379,6,130,207,12,24,,
"Suministro de electricidad, gas y agua (005)",9,3,6,,,,,
"Construcción (006)",609,22,465,106,8,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1321,76,35,1038,35,137,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",110,10,34,50,9,7,,
"Comercio al por mayor (009)",38,5,,27,2,4,,
"Comercio al por menor (010)",1173,61,1,961,24,126,,
"Hoteles y restaurantes (011)",352,59,28,231,10,24,,
"Trans., almac. y comunicaciones (012)",525,104,85,328,4,4,,
"Intermediación financiera (013)",6,6,,,,,,
"Activid.inmobil., empres. y alquileres (014)",152,99,13,34,3,3,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",336,265,71,,,,,
"Enseñanza (016)",940,884,,54,2,,,
"Servicios sociales y de salud (017)",170,158,1,11,,,,
"Otras activ. serv.comun.soc y personales (018)",188,71,23,85,2,7,,
"Hogares privados con servicio doméstico (019)",254,,,,,,254,
"Actividad economica no especificada (021)",209,32,45,89,13,30,,
"Desocupado (022)",866,,,,,,,866
"Hombres (023)",13494,1009,2345,7777,181,1516,9,657
"Agric., ganadería, caza y silvicultura (024)",9525,10,1340,6622,124,1429,,
"Pesca (025)",2,,,1,1,,,
"Explotación de minas y canteras (026)",263,17,238,4,4,,,
"Industrias manufactureras (027)",287,3,105,153,8,18,,
"Suministro de electricidad, gas y agua (028)",9,3,6,,,,,
"Construcción (029)",578,16,444,102,8,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",534,36,32,409,20,37,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",93,4,31,45,7,6,,
"Comercio al por mayor (032)",23,4,,18,1,,,
"Comercio al por menor (033)",418,28,1,346,12,31,,
"Hoteles y restaurantes (034)",79,18,12,36,6,7,,
"Trans., almac. y comunicaciones (035)",494,86,80,321,4,3,,
"Intermediación financiera (036)",4,4,,,,,,
"Activid.inmobil., empres. y alquileres (037)",113,69,13,27,2,2,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",217,174,43,,,,,
"Enseñanza (039)",491,473,,18,,,,
"Servicios sociales y de salud (040)",64,54,1,9,,,,
"Otras activ. serv.comun.soc y personales (041)",120,37,18,57,1,7,,
"Hogares privados con servicio doméstico (042)",9,,,,,,9,
"Actividad economica no especificada (044)",48,9,13,18,3,5,,
"Desocupado (045)",657,,,,,,,657
"Mujeres (046)",4018,807,268,1608,49,832,245,209
"Agric., ganadería, caza y silvicultura (047)",1402,2,132,575,12,681,,
"Explotación de minas y canteras (049)",4,2,1,,,1,,
"Industrias manufactureras (050)",92,3,25,54,4,6,,
"Construcción (052)",31,6,21,4,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",787,40,3,629,15,100,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",17,6,3,5,2,1,,
"Comercio al por mayor (055)",15,1,,9,1,4,,
"Comercio al por menor (056)",755,33,,615,12,95,,
"Hoteles y restaurantes (057)",273,41,16,195,4,17,,
"Trans., almac. y comunicaciones (058)",31,18,5,7,,1,,
"Intermediación financiera (059)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (060)",39,30,,7,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",119,91,28,,,,,
"Enseñanza (062)",449,411,,36,2,,,
"Servicios sociales y de salud (063)",106,104,,2,,,,
"Otras activ. serv.comun.soc y personales (064)",68,34,5,28,1,,,
"Hogares privados con servicio doméstico (065)",245,,,,,,245,
"Actividad economica no especificada (067)",161,23,32,71,10,25,,
"Desocupado (068)",209,,,,,,,209
,,,,,,,,
"URBANA (069)",5333,1347,777,2240,127,414,160,268
"Agric., ganadería, caza y silvicultura (070)",1471,10,242,915,55,249,,
"Explotación de minas y canteras (072)",104,17,84,,2,1,,
"Industrias manufactureras (073)",227,6,78,116,10,17,,
"Suministro de electricidad, gas y agua (074)",3,2,1,,,,,
"Construcción (075)",274,16,197,56,3,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",811,58,27,590,27,109,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",78,9,26,35,4,4,,
"Comercio al por mayor (078)",15,2,,10,1,2,,
"Comercio al por menor (079)",718,47,1,545,22,103,,
"Hoteles y restaurantes (080)",269,48,14,180,8,19,,
"Trans., almac. y comunicaciones (081)",336,80,51,197,4,4,,
"Intermediación financiera (082)",5,5,,,,,,
"Activid.inmobil., empres. y alquileres (083)",107,66,7,29,3,2,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",236,193,43,,,,,
"Enseñanza (085)",691,641,,48,2,,,
"Servicios sociales y de salud (086)",134,130,,4,,,,
"Otras activ. serv.comun.soc y personales (087)",143,57,21,58,2,5,,
"Hogares privados con servicio doméstico (088)",160,,,,,,160,
"Actividad economica no especificada (090)",94,18,12,47,11,6,,
"Desocupado (091)",268,,,,,,,268
"Hombres (092)",3319,717,672,1459,86,193,5,187
"Agric., ganadería, caza y silvicultura (093)",1167,8,202,773,47,137,,
"Explotación de minas y canteras (095)",100,15,83,,2,,,
"Industrias manufactureras (096)",177,3,73,83,7,11,,
"Suministro de electricidad, gas y agua (097)",3,2,1,,,,,
"Construcción (098)",254,10,187,52,3,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",337,26,25,244,14,28,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",64,4,24,30,2,4,,
"Comercio al por mayor (101)",7,1,,6,,,,
"Comercio al por menor (102)",266,21,1,208,12,24,,
"Hoteles y restaurantes (103)",56,14,5,27,4,6,,
"Trans., almac. y comunicaciones (104)",314,67,47,193,4,3,,
"Intermediación financiera (105)",3,3,,,,,,
"Activid.inmobil., empres. y alquileres (106)",76,42,7,24,2,1,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",150,128,22,,,,,
"Enseñanza (108)",332,318,,14,,,,
"Servicios sociales y de salud (109)",47,44,,3,,,,
"Otras activ. serv.comun.soc y personales (110)",88,30,16,36,1,5,,
"Hogares privados con servicio doméstico (111)",5,,,,,,5,
"Actividad economica no especificada (113)",23,7,4,10,2,,,
"Desocupado (114)",187,,,,,,,187
"Mujeres (115)",2014,630,105,781,41,221,155,81
"Agric., ganadería, caza y silvicultura (116)",304,2,40,142,8,112,,
"Explotación de minas y canteras (118)",4,2,1,,,1,,
"Industrias manufactureras (119)",50,3,5,33,3,6,,
"Construcción (121)",20,6,10,4,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",474,32,2,346,13,81,,
