"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CONDESUYOS (000)",17949,783,1707,1901,1479,3294,2922,4300,1563
"Sin nivel (001)",2572,783,147,12,12,55,182,748,633
"Educación inicial (002)",400,,387,5,2,3,3,,
"Primaria (003)",5973,,1173,1282,185,473,672,1522,666
"Secundaria (004)",5584,,,602,1135,1548,1128,1033,138
"Superior no univ. incompleto (005)",967,,,,106,402,228,209,22
"Superior no univ. completo (006)",1259,,,,,505,378,328,48
"Superior univ. incompleto (007)",422,,,,39,125,110,132,16
"Superior univ. completo (008)",772,,,,,183,221,328,40
"Hombres (010)",9985,378,849,950,776,2044,1814,2474,700
"Sin nivel (011)",810,378,73,2,4,23,51,153,126
"Educación inicial (012)",188,,182,2,2,1,1,,
"Primaria (013)",3067,,594,675,77,174,308,849,390
"Secundaria (014)",3667,,,271,630,1052,839,785,90
"Superior no univ. incompleto (015)",590,,,,51,251,142,133,13
"Superior no univ. completo (016)",808,,,,,317,246,211,34
"Superior univ. incompleto (017)",315,,,,12,94,85,109,15
"Superior univ. completo (018)",540,,,,,132,142,234,32
"Mujeres (020)",7964,405,858,951,703,1250,1108,1826,863
"Sin nivel (021)",1762,405,74,10,8,32,131,595,507
"Educación inicial (022)",212,,205,3,,2,2,,
"Primaria (023)",2906,,579,607,108,299,364,673,276
"Secundaria (024)",1917,,,331,505,496,289,248,48
"Superior no univ. incompleto (025)",377,,,,55,151,86,76,9
"Superior no univ. completo (026)",451,,,,,188,132,117,14
"Superior univ. incompleto (027)",107,,,,27,31,25,23,1
"Superior univ. completo (028)",232,,,,,51,79,94,8
,,,,,,,,,
"URBANA (030)",7347,285,771,908,732,1159,1055,1857,580
"Sin nivel (031)",847,285,41,4,1,9,63,225,219
"Educación inicial (032)",222,,215,4,1,1,1,,
"Primaria (033)",2239,,515,550,61,120,237,545,211
"Secundaria (034)",2284,,,350,571,448,336,503,76
"Superior no univ. incompleto (035)",490,,,,71,212,83,116,8
"Superior no univ. completo (036)",672,,,,,232,190,212,38
"Superior univ. incompleto (037)",195,,,,27,58,35,64,11
"Superior univ. completo (038)",398,,,,,79,110,192,17
"Hombres (040)",3752,143,386,454,375,615,504,1036,239
"Sin nivel (041)",281,143,19,1,1,4,20,51,42
"Educación inicial (042)",114,,111,2,1,,,,
"Primaria (043)",1084,,256,297,33,42,87,272,97
"Secundaria (044)",1325,,,154,300,258,200,364,49
"Superior no univ. incompleto (045)",244,,,,32,106,34,68,4
"Superior no univ. completo (046)",354,,,,,115,97,117,25
"Superior univ. incompleto (047)",121,,,,8,41,16,46,10
"Superior univ. completo (048)",229,,,,,49,50,118,12
"Mujeres (050)",3595,142,385,454,357,544,551,821,341
"Sin nivel (051)",566,142,22,3,,5,43,174,177
"Educación inicial (052)",108,,104,2,,1,1,,
"Primaria (053)",1155,,259,253,28,78,150,273,114
"Secundaria (054)",959,,,196,271,190,136,139,27
"Superior no univ. incompleto (055)",246,,,,39,106,49,48,4
"Superior no univ. completo (056)",318,,,,,117,93,95,13
"Superior univ. incompleto (057)",74,,,,19,17,19,18,1
"Superior univ. completo (058)",169,,,,,30,60,74,5
,,,,,,,,,
"RURAL (060)",10602,498,936,993,747,2135,1867,2443,983
"Sin nivel (061)",1725,498,106,8,11,46,119,523,414
"Educación inicial (062)",178,,172,1,1,2,2,,
"Primaria (063)",3734,,658,732,124,353,435,977,455
"Secundaria (064)",3300,,,252,564,1100,792,530,62
"Superior no univ. incompleto (065)",477,,,,35,190,145,93,14
"Superior no univ. completo (066)",587,,,,,273,188,116,10
"Superior univ. incompleto (067)",227,,,,12,67,75,68,5
"Superior univ. completo (068)",374,,,,,104,111,136,23
"Hombres (070)",6233,235,463,496,401,1429,1310,1438,461
"Sin nivel (071)",529,235,54,1,3,19,31,102,84
"Educación inicial (072)",74,,71,,1,1,1,,
"Primaria (073)",1983,,338,378,44,132,221,577,293
"Secundaria (074)",2342,,,117,330,794,639,421,41
"Superior no univ. incompleto (075)",346,,,,19,145,108,65,9
"Superior no univ. completo (076)",454,,,,,202,149,94,9
"Superior univ. incompleto (077)",194,,,,4,53,69,63,5
"Superior univ. completo (078)",311,,,,,83,92,116,20
"Mujeres (080)",4369,263,473,497,346,706,557,1005,522
"Sin nivel (081)",1196,263,52,7,8,27,88,421,330
"Educación inicial (082)",104,,101,1,,1,1,,
"Primaria (083)",1751,,320,354,80,221,214,400,162
"Secundaria (084)",958,,,135,234,306,153,109,21
"Superior no univ. incompleto (085)",131,,,,16,45,37,28,5
"Superior no univ. completo (086)",133,,,,,71,39,22,1
"Superior univ. incompleto (087)",33,,,,8,14,6,5,
"Superior univ. completo (088)",63,,,,,21,19,20,3
