"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Agric., ganadería, caza y silvicultura (045)",8655,2279,9,3843,2362,49,64,22,27
"Pesca (046)",29,4,,11,14,,,,
"Explotación de minas y canteras (047)",2,,,1,,,,,1
"Industrias manufactureras (048)",322,29,,104,149,11,15,6,8
"Suministro de electricidad, gas y agua (049)",2,,,,,,2,,
"Construcción (050)",12,,1,3,6,1,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",2199,139,3,702,956,144,119,59,77
"Venta, mant.y rep. veh.autom.y motoc. (052)",24,1,,12,7,1,1,,2
"Comercio al por mayor (053)",37,2,,9,13,3,3,,7
"Comercio al por menor (054)",2138,136,3,681,936,140,115,59,68
"Hoteles y restaurantes (055)",358,29,,105,185,15,14,5,5
"Trans., almac. y comunicaciones (056)",37,,,3,17,3,8,2,4
"Intermediación financiera (057)",3,,,,,1,,1,1
"Activid.inmobil., empres. y de alquiler (058)",38,1,,1,11,4,8,4,9
"Admin.pub. y defensa; p. segur.soc.afil (059)",110,,,5,17,14,25,14,35
"Enseñanza (060)",296,,,,23,26,127,12,108
"Servicios sociales y de salud (061)",88,,,1,9,2,31,3,42
"Otras activ. serv.comun.soc y personales (062)",42,2,,11,17,5,4,2,1
"Hogares privados con servicio doméstico (063)",100,4,,30,50,6,3,3,4
"Actividad economica no especificada (065)",397,77,1,144,128,15,12,10,10
,,,,,,,,,
"URBANA (066)",9191,399,16,2130,3637,686,970,372,981
"Agric., ganadería, caza y silvicultura (067)",2035,168,5,806,878,55,54,33,36
"Pesca (068)",8,,,3,1,,1,,3
"Explotación de minas y canteras (069)",9,,,2,4,,1,,2
"Industrias manufactureras (070)",404,13,1,83,208,30,27,18,24
"Suministro de electricidad, gas y agua (071)",19,,,,7,2,4,2,4
"Construcción (072)",326,2,2,75,159,27,22,17,22
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2939,142,6,769,1340,230,213,104,135
"Venta, mant.y rep. veh.autom.y motoc. (074)",186,3,,32,89,18,30,5,9
"Comercio al por mayor (075)",63,2,,11,24,8,4,4,10
"Comercio al por menor (076)",2690,137,6,726,1227,204,179,95,116
"Hoteles y restaurantes (077)",438,33,,112,236,20,18,10,9
"Trans., almac. y comunicaciones (078)",634,8,1,116,360,47,38,25,39
"Intermediación financiera (079)",10,,,,4,1,,1,4
"Activid.inmobil., empres. y de alquiler (080)",145,1,,6,39,18,23,14,44
"Admin.pub. y defensa; p. segur.soc.afil (081)",590,1,,15,80,151,139,66,138
"Enseñanza (082)",828,,,,39,44,309,41,395
"Servicios sociales y de salud (083)",166,1,,3,18,14,53,10,67
"Otras activ. serv.comun.soc y personales (084)",159,3,,27,76,12,17,11,13
"Hogares privados con servicio doméstico (085)",74,4,,20,36,6,3,2,3
"Actividad economica no especificada (087)",407,23,1,93,152,29,48,18,43
"Hombres (088)",5386,97,10,1027,2214,463,632,251,692
"Agric., ganadería, caza y silvicultura (089)",1246,45,4,451,608,50,34,25,29
"Pesca (090)",8,,,3,1,,1,,3
"Explotación de minas y canteras (091)",7,,,1,4,,1,,1
"Industrias manufactureras (092)",269,5,1,46,145,23,19,13,17
"Suministro de electricidad, gas y agua (093)",17,,,,7,2,2,2,4
"Construcción (094)",316,2,1,73,154,26,22,16,22
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1144,22,3,225,579,96,107,48,64
"Venta, mant.y rep. veh.autom.y motoc. (096)",163,2,,20,83,17,29,5,7
"Comercio al por mayor (097)",27,,,3,11,5,1,4,3
"Comercio al por menor (098)",954,20,3,202,485,74,77,39,54
"Hoteles y restaurantes (099)",135,6,,31,79,6,4,5,4
"Trans., almac. y comunicaciones (100)",601,8,1,113,346,44,31,23,35
"Intermediación financiera (101)",7,,,,4,,,,3
"Activid.inmobil., empres. y de alquiler (102)",113,,,5,30,15,17,10,36
"Admin.pub. y defensa; p. segur.soc.afil (103)",491,1,,12,66,138,118,52,104
"Enseñanza (104)",574,,,,24,25,198,31,296
"Servicios sociales y de salud (105)",89,1,,3,10,12,29,7,27
"Otras activ. serv.comun.soc y personales (106)",119,1,,16,61,7,13,9,12
"Hogares privados con servicio doméstico (107)",13,,,3,8,1,,1,
"Actividad economica no especificada (109)",237,6,,45,88,18,36,9,35
"Mujeres (110)",3805,302,6,1103,1423,223,338,121,289
"Agric., ganadería, caza y silvicultura (111)",789,123,1,355,270,5,20,8,7
"Explotación de minas y canteras (113)",2,,,1,,,,,1
"Industrias manufactureras (114)",135,8,,37,63,7,8,5,7
"Suministro de electricidad, gas y agua (115)",2,,,,,,2,,
"Construcción (116)",10,,1,2,5,1,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1795,120,3,544,761,134,106,56,71
"Venta, mant.y rep. veh.autom.y motoc. (118)",23,1,,12,6,1,1,,2
"Comercio al por mayor (119)",36,2,,8,13,3,3,,7
"Comercio al por menor (120)",1736,117,3,524,742,130,102,56,62
"Hoteles y restaurantes (121)",303,27,,81,157,14,14,5,5
"Trans., almac. y comunicaciones (122)",33,,,3,14,3,7,2,4
"Intermediación financiera (123)",3,,,,,1,,1,1
"Activid.inmobil., empres. y de alquiler (124)",32,1,,1,9,3,6,4,8
"Admin.pub. y defensa; p. segur.soc.afil (125)",99,,,3,14,13,21,14,34
"Enseñanza (126)",254,,,,15,19,111,10,99
"Servicios sociales y de salud (127)",77,,,,8,2,24,3,40
"Otras activ. serv.comun.soc y personales (128)",40,2,,11,15,5,4,2,1
"Hogares privados con servicio doméstico (129)",61,4,,17,28,5,3,1,3
"Actividad economica no especificada (131)",170,17,1,48,64,11,12,9,8
,,,,,,,,,
"RURAL (132)",22251,3212,15,9329,8341,373,481,181,319
"Agric., ganadería, caza y silvicultura (133)",19467,3076,14,8612,7041,243,250,113,118
"Pesca (134)",158,8,,41,100,4,1,2,2
"Explotación de minas y canteras (135)",9,,,2,6,,,,1
"Industrias manufactureras (136)",296,24,,96,150,10,12,3,1
"Suministro de electricidad, gas y agua (137)",2,,,1,1,,,,
"Construcción (138)",300,4,,94,169,14,8,1,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",716,21,,225,378,29,36,14,13
"Venta, mant.y rep. veh.autom.y motoc. (140)",61,1,,4,33,5,12,3,3
"Comercio al por mayor (141)",8,,,2,5,1,,,
"Comercio al por menor (142)",647,20,,219,340,23,24,11,10
"Hoteles y restaurantes (143)",77,2,,28,42,1,1,1,2
"Trans., almac. y comunicaciones (144)",244,3,1,47,161,11,14,2,5
"Activid.inmobil., empres. y de alquiler (146)",52,,,3,14,5,6,8,16
"Admin.pub. y defensa; p. segur.soc.afil (147)",145,,,3,44,8,46,11,33
"Enseñanza (148)",264,,,,41,28,80,17,98
"Servicios sociales y de salud (149)",41,,,2,4,3,19,4,9
"Otras activ. serv.comun.soc y personales (150)",26,,,7,11,4,3,,1
"Hogares privados con servicio doméstico (151)",41,,,13,24,1,,2,1
"Actividad economica no especificada (153)",413,74,,155,155,12,5,3,9
"Hombres (154)",13366,950,7,5468,5820,300,387,158,276
"Agric., ganadería, caza y silvicultura (155)",11601,920,6,5124,4949,199,206,99,98
"Pesca (156)",129,4,,30,86,4,1,2,2
"Explotación de minas y canteras (157)",9,,,2,6,,,,1
"Industrias manufactureras (158)",109,3,,29,64,6,5,2,
"Suministro de electricidad, gas y agua (159)",2,,,1,1,,,,
"Construcción (160)",298,4,,93,168,14,8,1,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",312,2,,67,183,19,23,11,7
"Venta, mant.y rep. veh.autom.y motoc. (162)",60,1,,4,32,5,12,3,3
"Comercio al por mayor (163)",7,,,1,5,1,,,
"Comercio al por menor (164)",245,1,,62,146,13,11,8,4
"Hoteles y restaurantes (165)",22,,,4,14,,1,1,2
"Trans., almac. y comunicaciones (166)",240,3,1,47,158,11,13,2,5
"Activid.inmobil., empres. y de alquiler (168)",46,,,3,12,4,4,8,15
"Admin.pub. y defensa; p. segur.soc.afil (169)",134,,,1,41,7,42,11,32
"Enseñanza (170)",222,,,,33,21,64,15,89
"Servicios sociales y de salud (171)",30,,,1,3,3,12,4,7
"Otras activ. serv.comun.soc y personales (172)",24,,,7,9,4,3,,1
"Hogares privados con servicio doméstico (173)",2,,,,2,,,,
"Actividad economica no especificada (175)",186,14,,59,91,8,5,2,7
"Mujeres (176)",8885,2262,8,3861,2521,73,94,23,43
"Agric., ganadería, caza y silvicultura (177)",7866,2156,8,3488,2092,44,44,14,20
"Pesca (178)",29,4,,11,14,,,,
"Industrias manufactureras (180)",187,21,,67,86,4,7,1,1
"Construcción (182)",2,,,1,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",404,19,,158,195,10,13,3,6
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,1,,,,
"Comercio al por mayor (185)",1,,,1,,,,,
"Comercio al por menor (186)",402,19,,157,194,10,13,3,6
"Hoteles y restaurantes (187)",55,2,,24,28,1,,,
"Trans., almac. y comunicaciones (188)",4,,,,3,,1,,
"Activid.inmobil., empres. y de alquiler (190)",6,,,,2,1,2,,1
"Admin.pub. y defensa; p. segur.soc.afil (191)",11,,,2,3,1,4,,1
"Enseñanza (192)",42,,,,8,7,16,2,9
"Servicios sociales y de salud (193)",11,,,1,1,,7,,2
"Otras activ. serv.comun.soc y personales (194)",2,,,,2,,,,
"Hogares privados con servicio doméstico (195)",39,,,13,22,1,,2,1
"Actividad economica no especificada (197)",227,60,,96,64,4,,1,2
