"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otra (034)",1,,,,1,
"Ocupación no especificada (035)",194,,47,51,71,25
,,,,,,
"URBANA (036)",6626,126,1707,2423,1843,527
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",23,,5,10,8,
"Profes., científicos e intelectuales (038)",674,,136,351,180,7
"Técnicos de nivel medio y trab. asimilados (039)",114,,32,50,30,2
"Jefes y empleados de oficina (040)",133,,40,56,36,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1388,15,382,580,337,74
"Agricult. trabaj. calif.agrop. y pesqueros (042)",1302,8,205,358,473,258
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",630,7,256,231,118,18
"Obreros construc., conf., papel, fab., instr. (044)",437,,94,191,140,12
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",1740,96,519,522,456,147
"Otra (046)",45,,5,23,17,
"Ocupación no especificada (047)",140,,33,51,48,8
"Hombres (048)",3661,62,899,1334,1074,292
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",21,,4,9,8,
"Profes., científicos e intelectuales (050)",386,,65,189,126,6
"Técnicos de nivel medio y trab. asimilados (051)",76,,18,34,22,2
"Jefes y empleados de oficina (052)",94,,23,39,31,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",539,4,150,222,135,28
"Agricult. trabaj. calif.agrop. y pesqueros (054)",851,4,116,240,311,180
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",435,3,169,164,86,13
"Obreros construc., conf., papel, fab., instr. (056)",405,,81,176,137,11
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",734,51,251,212,174,46
"Otra (058)",44,,5,23,16,
"Ocupación no especificada (059)",76,,17,26,28,5
"Mujeres (060)",2965,64,808,1089,769,235
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",2,,1,1,,
"Profes., científicos e intelectuales (062)",288,,71,162,54,1
"Técnicos de nivel medio y trab. asimilados (063)",38,,14,16,8,
"Jefes y empleados de oficina (064)",39,,17,17,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",849,11,232,358,202,46
"Agricult. trabaj. calif.agrop. y pesqueros (066)",451,4,89,118,162,78
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",195,4,87,67,32,5
"Obreros construc., conf., papel, fab., instr. (068)",32,,13,15,3,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",1006,45,268,310,282,101
"Otra (070)",1,,,,1,
"Ocupación no especificada (071)",64,,16,25,20,3
,,,,,,
"RURAL (072)",12392,103,3003,3422,3946,1918
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",15,,,5,10,
"Profes., científicos e intelectuales (074)",159,,39,72,47,1
"Técnicos de nivel medio y trab. asimilados (075)",23,,10,9,3,1
"Jefes y empleados de oficina (076)",35,,14,10,11,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",709,2,281,245,161,20
"Agricult. trabaj. calif.agrop. y pesqueros (078)",5847,6,779,1493,2223,1346
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",717,,376,231,92,18
"Obreros construc., conf., papel, fab., instr. (080)",720,,185,289,223,23
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",3933,94,1254,1004,1106,475
"Otra (082)",52,,13,31,8,
"Ocupación no especificada (083)",182,1,52,33,62,34
"Hombres (084)",7182,53,1706,2026,2242,1155
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",13,,,4,9,
"Profes., científicos e intelectuales (086)",131,,27,58,45,1
"Técnicos de nivel medio y trab. asimilados (087)",19,,8,7,3,1
"Jefes y empleados de oficina (088)",28,,9,8,11,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",354,1,118,136,87,12
"Agricult. trabaj. calif.agrop. y pesqueros (090)",4028,2,467,1021,1547,991
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",548,,297,176,65,10
"Obreros construc., conf., papel, fab., instr. (092)",713,,180,288,222,23
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",1244,49,566,290,234,105
"Otra (094)",52,,13,31,8,
"Ocupación no especificada (095)",52,1,21,7,11,12
"Mujeres (096)",5210,50,1297,1396,1704,763
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (097)",2,,,1,1,
"Profes., científicos e intelectuales (098)",28,,12,14,2,
"Técnicos de nivel medio y trab. asimilados (099)",4,,2,2,,
"Jefes y empleados de oficina (100)",7,,5,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",355,1,163,109,74,8
"Agricult. trabaj. calif.agrop. y pesqueros (102)",1819,4,312,472,676,355
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",169,,79,55,27,8
"Obreros construc., conf., papel, fab., instr. (104)",7,,5,1,1,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",2689,45,688,714,872,370
"Ocupación no especificada (107)",130,,31,26,51,22
