"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia POMABAMBA (000)",27954,27279,558,117
"Hombres (001)",13502,13309,135,58
"Mujeres (002)",14452,13970,423,59
"Menores de 1 año (003)",586,505,49,32
"Hombres (004)",305,271,20,14
"Mujeres (005)",281,234,29,18
"De 1 a 5 años (006)",3370,3262,38,70
"Hombres (007)",1699,1641,17,41
"Mujeres (008)",1671,1621,21,29
"De 6 a 14 años (009)",6823,6815,6,2
"Hombres (010)",3405,3403,2,
"Mujeres (011)",3418,3412,4,2
"De 15 a 29 años (012)",6613,6602,8,3
"Hombres (013)",3180,3178,2,
"Mujeres (014)",3433,3424,6,3
"De 30 a 44 años (015)",4640,4606,29,5
"Hombres (016)",2255,2244,9,2
"Mujeres (017)",2385,2362,20,3
"De 45 a 64 años (018)",3824,3711,110,3
"Hombres (019)",1783,1764,19,
"Mujeres (020)",2041,1947,91,3
"De 65 a más años (021)",2098,1778,318,2
"Hombres (022)",875,808,66,1
"Mujeres (023)",1223,970,252,1
,,,,
"URBANA (024)",6142,6066,57,19
"Hombres (025)",2987,2960,12,15
"Mujeres (026)",3155,3106,45,4
"Menores de 1 año (027)",112,100,9,3
"Hombres (028)",62,57,3,2
"Mujeres (029)",50,43,6,1
"De 1 a 5 años (030)",619,596,9,14
"Hombres (031)",305,287,6,12
"Mujeres (032)",314,309,3,2
"De 6 a 14 años (033)",1219,1219,,
"Hombres (034)",597,597,,
"Mujeres (035)",622,622,,
"De 15 a 29 años (036)",1599,1597,2,
"Hombres (037)",764,763,1,
"Mujeres (038)",835,834,1,
"De 30 a 44 años (039)",1243,1241,2,
"Hombres (040)",629,629,,
"Mujeres (041)",614,612,2,
"De 45 a 64 años (042)",917,908,8,1
"Hombres (043)",442,442,,
"Mujeres (044)",475,466,8,1
"De 65 a más años (045)",433,405,27,1
"Hombres (046)",188,185,2,1
"Mujeres (047)",245,220,25,
,,,,
"RURAL (048)",21812,21213,501,98
"Hombres (049)",10515,10349,123,43
"Mujeres (050)",11297,10864,378,55
"Menores de 1 año (051)",474,405,40,29
"Hombres (052)",243,214,17,12
"Mujeres (053)",231,191,23,17
"De 1 a 5 años (054)",2751,2666,29,56
"Hombres (055)",1394,1354,11,29
"Mujeres (056)",1357,1312,18,27
"De 6 a 14 años (057)",5604,5596,6,2
"Hombres (058)",2808,2806,2,
"Mujeres (059)",2796,2790,4,2
"De 15 a 29 años (060)",5014,5005,6,3
"Hombres (061)",2416,2415,1,
"Mujeres (062)",2598,2590,5,3
"De 30 a 44 años (063)",3397,3365,27,5
"Hombres (064)",1626,1615,9,2
"Mujeres (065)",1771,1750,18,3
"De 45 a 64 años (066)",2907,2803,102,2
"Hombres (067)",1341,1322,19,
"Mujeres (068)",1566,1481,83,2
"De 65 a más años (069)",1665,1373,291,1
"Hombres (070)",687,623,64,
"Mujeres (071)",978,750,227,1
