"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",5139,404,1836,1581,1120,198
"Ocupación no especificada (035)",515,1,177,152,136,49
,,,,,,
"URBANA (036)",15840,468,5062,5355,3918,1037
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",49,,2,33,14,
"Profes., científicos e intelectuales (038)",842,,140,469,227,6
"Técnicos de nivel medio y trab. asimilados (039)",263,,88,102,68,5
"Jefes y empleados de oficina (040)",393,,169,140,80,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1476,23,395,564,397,97
"Agricult. trabaj. calif.agrop. y pesqueros (042)",5734,68,1469,1904,1711,582
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",507,7,139,189,133,39
"Obreros construc., conf., papel, fab., instr. (044)",905,2,347,351,185,20
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",5145,363,2137,1433,974,238
"Otra (046)",42,,9,29,4,
"Ocupación no especificada (047)",484,5,167,141,125,46
"Hombres (048)",10696,325,3531,3523,2585,732
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",41,,1,27,13,
"Profes., científicos e intelectuales (050)",466,,78,255,128,5
"Técnicos de nivel medio y trab. asimilados (051)",177,,60,64,50,3
"Jefes y empleados de oficina (052)",195,,73,71,47,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",629,15,171,213,180,50
"Agricult. trabaj. calif.agrop. y pesqueros (054)",5035,57,1229,1725,1523,501
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",392,4,122,143,94,29
"Obreros construc., conf., papel, fab., instr. (056)",893,1,343,348,183,18
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",2715,244,1407,617,338,109
"Otra (058)",42,,9,29,4,
"Ocupación no especificada (059)",111,4,38,31,25,13
"Mujeres (060)",5144,143,1531,1832,1333,305
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",8,,1,6,1,
"Profes., científicos e intelectuales (062)",376,,62,214,99,1
"Técnicos de nivel medio y trab. asimilados (063)",86,,28,38,18,2
"Jefes y empleados de oficina (064)",198,,96,69,33,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",847,8,224,351,217,47
"Agricult. trabaj. calif.agrop. y pesqueros (066)",699,11,240,179,188,81
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",115,3,17,46,39,10
"Obreros construc., conf., papel, fab., instr. (068)",12,1,4,3,2,2
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",2430,119,730,816,636,129
"Ocupación no especificada (071)",373,1,129,110,100,33
,,,,,,
"RURAL (072)",16826,1010,6838,4966,3239,773
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",2,,,1,1,
"Profes., científicos e intelectuales (074)",115,,32,60,23,
"Técnicos de nivel medio y trab. asimilados (075)",28,,14,10,3,1
"Jefes y empleados de oficina (076)",16,,7,7,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",232,1,86,101,35,9
"Agricult. trabaj. calif.agrop. y pesqueros (078)",8844,112,2768,3090,2266,608
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",53,,21,19,9,4
"Obreros construc., conf., papel, fab., instr. (080)",117,,63,37,16,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",7248,897,3786,1586,847,132
"Ocupación no especificada (083)",171,,61,55,37,18
"Hombres (084)",12984,689,5310,3886,2484,615
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",2,,,1,1,
"Profes., científicos e intelectuales (086)",61,,11,28,22,
"Técnicos de nivel medio y trab. asimilados (087)",23,,12,7,3,1
"Jefes y empleados de oficina (088)",11,,3,7,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",104,,29,50,19,6
"Agricult. trabaj. calif.agrop. y pesqueros (090)",8055,77,2480,2906,2054,538
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",46,,20,16,6,4
"Obreros construc., conf., papel, fab., instr. (092)",114,,62,37,14,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",4539,612,2680,821,363,63
"Ocupación no especificada (095)",29,,13,13,1,2
"Mujeres (096)",3842,321,1528,1080,755,158
"Profes., científicos e intelectuales (098)",54,,21,32,1,
"Técnicos de nivel medio y trab. asimilados (099)",5,,2,3,,
"Jefes y empleados de oficina (100)",5,,4,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",128,1,57,51,16,3
"Agricult. trabaj. calif.agrop. y pesqueros (102)",789,35,288,184,212,70
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",7,,1,3,3,
"Obreros construc., conf., papel, fab., instr. (104)",3,,1,,2,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",2709,285,1106,765,484,69
"Ocupación no especificada (107)",142,,48,42,36,16
