"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUALLAGA (000)",8314,8161,2102,1148,1315,975,1178,704,404,335,153,23667
"De 12 a 14 años (001)",862,846,838,7,1,,,,,,16,9
"De 15 a 19 años (002)",1135,1105,821,233,46,4,1,,,,30,341
"De 20 a 24 años (003)",977,937,216,396,243,61,21,,,,40,1153
"De 25 a 29 años (004)",863,836,77,216,293,142,100,7,1,,27,1706
"De 30 a 34 años (005)",820,810,44,108,234,206,174,39,5,,10,2234
"De 35 a 39 años (006)",784,779,28,66,190,182,194,89,24,6,5,2689
"De 40 a 44 años (007)",670,662,18,44,126,136,172,115,37,14,8,2668
"De 45 a 49 años (008)",562,556,15,26,86,103,153,99,45,29,6,2519
"De 50 y más años (009)",1641,1630,45,52,96,141,363,355,292,286,11,10348
"Conviviente (010)",3118,3057,265,710,707,466,472,244,121,72,61,8993
"De 12 a 14 años (011)",28,16,9,6,1,,,,,,12,8
"De 15 a 19 años (012)",350,329,114,174,37,3,1,,,,21,261
"De 20 a 24 años (013)",599,588,77,273,173,49,16,,,,11,832
"De 25 a 29 años (014)",517,509,24,134,196,103,48,3,1,,8,1066
"De 30 a 34 años (015)",450,444,13,61,135,122,92,19,2,,6,1232
"De 35 a 39 años (016)",373,372,10,28,79,81,105,50,14,5,1,1387
"De 40 a 44 años (017)",284,284,6,17,48,56,81,52,18,6,,1188
"De 45 a 49 años (018)",201,200,3,7,20,25,62,46,22,15,1,1041
"De 50 y más años (019)",316,315,9,10,18,27,67,74,64,46,1,1978
"Separado(a) (020)",221,220,8,53,43,35,44,21,10,6,1,726
"De 15 a 19 años (022)",11,11,2,9,,,,,,,,9
"De 20 a 24 años (023)",24,24,1,16,5,2,,,,,,32
"De 25 a 29 años (024)",25,24,2,7,9,3,3,,,,1,47
