"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia JULCAN (000)",7873,175,2594,2569,1786,749
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",8,,2,6,,
"Profes., científicos e intelectuales (002)",340,,103,158,66,13
"Técnicos de nivel medio y trab. asimilados (003)",36,,15,15,6,
"Jefes y empleados de oficina (004)",48,,23,13,12,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",243,5,54,98,74,12
"Agricult. trabaj. calif.agrop. y pesqueros (006)",4905,34,1199,1736,1318,618
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",83,,25,29,23,6
"Obreros construc., conf., papel, fab., instr. (008)",96,2,30,43,18,3
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",1715,134,1026,333,168,54
"Otra (010)",13,,1,8,4,
"Ocupación no especificada (011)",386,,116,130,97,43
"Hombres (012)",6988,160,2291,2245,1597,695
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",6,,2,4,,
"Profes., científicos e intelectuales (014)",134,,33,65,35,1
"Técnicos de nivel medio y trab. asimilados (015)",24,,11,9,4,
"Jefes y empleados de oficina (016)",30,,9,10,11,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",107,1,25,40,34,7
"Agricult. trabaj. calif.agrop. y pesqueros (018)",4845,33,1187,1707,1305,613
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",79,,24,27,23,5
"Obreros construc., conf., papel, fab., instr. (020)",96,2,30,43,18,3
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",1492,124,924,279,119,46
"Otra (022)",12,,1,7,4,
"Ocupación no especificada (023)",163,,45,54,44,20
"Mujeres (024)",885,15,303,324,189,54
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",2,,,2,,
"Profes., científicos e intelectuales (026)",206,,70,93,31,12
"Técnicos de nivel medio y trab. asimilados (027)",12,,4,6,2,
"Jefes y empleados de oficina (028)",18,,14,3,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",136,4,29,58,40,5
"Agricult. trabaj. calif.agrop. y pesqueros (030)",60,1,12,29,13,5
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",4,,1,2,,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",223,10,102,54,49,8
"Otra (034)",1,,,1,,
"Ocupación no especificada (035)",223,,71,76,53,23
,,,,,,
