"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SATIPO (000)",70150,5982,86,26054,29486,1848,2230,1297,3167
"Agric., ganadería, caza y silvicultura (001)",48049,5121,58,21725,19661,584,365,244,291
"Pesca (002)",18,1,,10,5,,,,2
"Explotación de minas y canteras (003)",75,2,,3,40,1,7,9,13
"Industrias manufactureras (004)",2027,97,3,521,1139,85,72,55,55
"Suministro de electricidad, gas y agua (005)",55,1,,8,21,,4,14,7
"Construcción (006)",1217,22,1,274,697,56,70,41,56
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",5632,194,11,1371,2956,357,292,212,239
"Venta, mant.y rep. veh.autom.y motoc. (008)",663,2,2,93,397,57,62,24,26
"Comercio al por mayor (009)",277,5,1,49,150,27,12,13,20
"Comercio al por menor (010)",4692,187,8,1229,2409,273,218,175,193
"Hoteles y restaurantes (011)",2067,116,8,582,1064,99,56,90,52
"Trans., almac. y comunicaciones (012)",2735,21,,465,1851,116,99,107,76
"Intermediación financiera (013)",51,,,1,10,5,11,4,20
"Activid.inmobil., empres. y de alquiler (014)",1048,8,,68,368,106,106,108,284
"Admin.pub. y defensa; p. segur.soc.afil (015)",1154,5,,44,291,93,330,124,267
"Enseñanza (016)",2373,,,2,90,165,539,120,1457
"Servicios sociales y de salud (017)",576,6,,7,35,33,171,69,255
"Otras activ. serv.comun.soc y personales (018)",640,29,1,138,258,68,48,46,52
"Hogares privados con servicio doméstico (019)",1058,124,1,364,504,30,11,15,9
"Actividad economica no especificada (021)",1375,235,3,471,496,50,49,39,32
"Hombres (022)",53836,3873,48,20535,23892,1273,1376,902,1937
"Agric., ganadería, caza y silvicultura (023)",41254,3718,39,18570,17588,522,332,222,263
"Pesca (024)",15,,,9,4,,,,2
"Explotación de minas y canteras (025)",74,2,,2,40,1,7,9,13
"Industrias manufactureras (026)",1652,20,2,419,1006,68,55,47,35
"Suministro de electricidad, gas y agua (027)",53,1,,8,20,,4,14,6
"Construcción (028)",1164,19,1,248,677,56,68,39,56
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",2716,39,6,493,1558,202,159,121,138
"Venta, mant.y rep. veh.autom.y motoc. (030)",570,2,2,82,334,51,56,19,24
"Comercio al por mayor (031)",154,4,,27,87,14,4,9,9
"Comercio al por menor (032)",1992,33,4,384,1137,137,99,93,105
"Hoteles y restaurantes (033)",562,10,,121,297,33,27,52,22
"Trans., almac. y comunicaciones (034)",2604,21,,456,1783,105,83,91,65
"Intermediación financiera (035)",28,,,1,6,3,5,1,12
"Activid.inmobil., empres. y de alquiler (036)",785,4,,48,307,77,60,75,214
"Admin.pub. y defensa; p. segur.soc.afil (037)",831,,,30,231,54,224,89,203
"Enseñanza (038)",1148,,,2,41,63,256,57,729
"Servicios sociales y de salud (039)",261,1,,4,16,17,66,32,125
"Otras activ. serv.comun.soc y personales (040)",267,4,,34,94,51,15,28,41
"Hogares privados con servicio doméstico (041)",76,8,,23,37,3,1,2,2
"Actividad economica no especificada (043)",346,26,,67,187,18,14,23,11
