"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia BARRANCA (000)",133904,132863,734,307
"Hombres (001)",67138,66680,311,147
"Mujeres (002)",66766,66183,423,160
"Menores de 1 año (003)",2318,2001,234,83
"Hombres (004)",1187,1040,104,43
"Mujeres (005)",1131,961,130,40
"De 1 a 5 años (006)",12371,11836,326,209
"Hombres (007)",6177,5911,170,96
"Mujeres (008)",6194,5925,156,113
"De 6 a 14 años (009)",23203,23190,8,5
"Hombres (010)",11742,11733,5,4
"Mujeres (011)",11461,11457,3,1
"De 15 a 29 años (012)",36085,36078,6,1
"Hombres (013)",18175,18171,3,1
"Mujeres (014)",17910,17907,3,
"De 30 a 44 años (015)",27255,27241,12,2
"Hombres (016)",13374,13369,3,2
"Mujeres (017)",13881,13872,9,
"De 45 a 64 años (018)",22214,22182,29,3
"Hombres (019)",11042,11037,5,
"Mujeres (020)",11172,11145,24,3
"De 65 a más años (021)",10458,10335,119,4
"Hombres (022)",5441,5419,21,1
"Mujeres (023)",5017,4916,98,3
,,,,
"URBANA (024)",114260,113400,604,256
"Hombres (025)",56823,56445,256,122
"Mujeres (026)",57437,56955,348,134
"Menores de 1 año (027)",1924,1663,195,66
"Hombres (028)",974,853,89,32
"Mujeres (029)",950,810,106,34
"De 1 a 5 años (030)",10371,9906,285,180
"Hombres (031)",5208,4979,143,86
"Mujeres (032)",5163,4927,142,94
"De 6 a 14 años (033)",19704,19695,7,2
"Hombres (034)",9898,9893,4,1
"Mujeres (035)",9806,9802,3,1
"De 15 a 29 años (036)",30566,30561,4,1
"Hombres (037)",15249,15246,2,1
"Mujeres (038)",15317,15315,2,
"De 30 a 44 años (039)",23450,23443,5,2
"Hombres (040)",11353,11348,3,2
"Mujeres (041)",12097,12095,2,
"De 45 a 64 años (042)",19208,19190,16,2
"Hombres (043)",9466,9463,3,
"Mujeres (044)",9742,9727,13,2
"De 65 a más años (045)",9037,8942,92,3
"Hombres (046)",4675,4663,12,
"Mujeres (047)",4362,4279,80,3
,,,,
"RURAL (048)",19644,19463,130,51
"Hombres (049)",10315,10235,55,25
"Mujeres (050)",9329,9228,75,26
"Menores de 1 año (051)",394,338,39,17
"Hombres (052)",213,187,15,11
"Mujeres (053)",181,151,24,6
"De 1 a 5 años (054)",2000,1930,41,29
"Hombres (055)",969,932,27,10
"Mujeres (056)",1031,998,14,19
"De 6 a 14 años (057)",3499,3495,1,3
"Hombres (058)",1844,1840,1,3
"Mujeres (059)",1655,1655,,
"De 15 a 29 años (060)",5519,5517,2,
"Hombres (061)",2926,2925,1,
"Mujeres (062)",2593,2592,1,
"De 30 a 44 años (063)",3805,3798,7,
"Hombres (064)",2021,2021,,
"Mujeres (065)",1784,1777,7,
"De 45 a 64 años (066)",3006,2992,13,1
"Hombres (067)",1576,1574,2,
"Mujeres (068)",1430,1418,11,1
"De 65 a más años (069)",1421,1393,27,1
"Hombres (070)",766,756,9,1
"Mujeres (071)",655,637,18,
