"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CHACHAPOYAS (000)",46805,2181,5197,5580,4824,8137,6895,10510,3481
"Sin nivel (001)",5486,2181,766,59,64,165,237,1001,1013
"Educación inicial (002)",1329,,1249,53,5,8,14,,
"Primaria (003)",21004,,3182,3991,1188,2599,2744,5289,2011
"Secundaria (004)",11059,,,1477,3157,2454,1721,1980,270
"Superior no univ. incompleto (005)",1428,,,,196,736,252,224,20
"Superior no univ. completo (006)",3261,,,,,1006,1065,1083,107
"Superior univ. incompleto (007)",1297,,,,214,717,176,177,13
"Superior univ. completo (008)",1941,,,,,452,686,756,47
"Hombres (010)",22957,1119,2644,2777,2403,3983,3349,5169,1513
"Sin nivel (011)",2175,1119,386,25,29,83,83,248,202
"Educación inicial (012)",673,,639,28,,2,4,,
"Primaria (013)",10363,,1619,2019,605,1276,1290,2539,1015
"Secundaria (014)",5868,,,705,1597,1296,963,1136,171
"Superior no univ. incompleto (015)",706,,,,83,347,118,143,15
"Superior no univ. completo (016)",1398,,,,,410,445,480,63
"Superior univ. incompleto (017)",650,,,,89,349,87,115,10
"Superior univ. completo (018)",1124,,,,,220,359,508,37
"Mujeres (020)",23848,1062,2553,2803,2421,4154,3546,5341,1968
"Sin nivel (021)",3311,1062,380,34,35,82,154,753,811
"Educación inicial (022)",656,,610,25,5,6,10,,
"Primaria (023)",10641,,1563,1972,583,1323,1454,2750,996
"Secundaria (024)",5191,,,772,1560,1158,758,844,99
"Superior no univ. incompleto (025)",722,,,,113,389,134,81,5
"Superior no univ. completo (026)",1863,,,,,596,620,603,44
"Superior univ. incompleto (027)",647,,,,125,368,89,62,3
"Superior univ. completo (028)",817,,,,,232,327,248,10
,,,,,,,,,
"URBANA (030)",32519,1368,3333,3766,3472,5891,4976,7394,2319
"Sin nivel (031)",3018,1368,459,31,22,71,99,454,514
"Educación inicial (032)",887,,827,45,5,4,6,,
"Primaria (033)",12181,,2047,2495,520,1189,1436,3113,1381
"Secundaria (034)",8924,,,1195,2528,1868,1394,1692,247
"Superior no univ. incompleto (035)",1321,,,,189,681,226,206,19
