"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",3063,,,,,953,982,1027,101
"Superior univ. incompleto (037)",1246,,,,208,691,170,165,12
"Superior univ. completo (038)",1879,,,,,434,663,737,45
"Hombres (040)",15587,708,1690,1822,1669,2782,2373,3565,978
"Sin nivel (041)",1236,708,245,13,11,38,38,103,80
"Educación inicial (042)",448,,423,23,,,2,,
"Primaria (043)",5652,,1022,1226,248,544,628,1353,631
"Secundaria (044)",4611,,,560,1246,959,767,927,152
"Superior no univ. incompleto (045)",646,,,,78,316,106,132,14
"Superior no univ. completo (046)",1294,,,,,383,402,452,57
"Superior univ. incompleto (047)",620,,,,86,334,85,106,9
"Superior univ. completo (048)",1080,,,,,208,345,492,35
"Mujeres (050)",16932,660,1643,1944,1803,3109,2603,3829,1341
"Sin nivel (051)",1782,660,214,18,11,33,61,351,434
"Educación inicial (052)",439,,404,22,5,4,4,,
"Primaria (053)",6529,,1025,1269,272,645,808,1760,750
"Secundaria (054)",4313,,,635,1282,909,627,765,95
"Superior no univ. incompleto (055)",675,,,,111,365,120,74,5
"Superior no univ. completo (056)",1769,,,,,570,580,575,44
"Superior univ. incompleto (057)",626,,,,122,357,85,59,3
"Superior univ. completo (058)",799,,,,,226,318,245,10
,,,,,,,,,
"RURAL (060)",14286,813,1864,1814,1352,2246,1919,3116,1162
"Sin nivel (061)",2468,813,307,28,42,94,138,547,499
"Educación inicial (062)",442,,422,8,,4,8,,
"Primaria (063)",8823,,1135,1496,668,1410,1308,2176,630
"Secundaria (064)",2135,,,282,629,586,327,288,23
"Superior no univ. incompleto (065)",107,,,,7,55,26,18,1
"Superior no univ. completo (066)",198,,,,,53,83,56,6
"Superior univ. incompleto (067)",51,,,,6,26,6,12,1
"Superior univ. completo (068)",62,,,,,18,23,19,2
"Hombres (070)",7370,411,954,955,734,1201,976,1604,535
"Sin nivel (071)",939,411,141,12,18,45,45,145,122
"Educación inicial (072)",225,,216,5,,2,2,,
"Primaria (073)",4711,,597,793,357,732,662,1186,384
"Secundaria (074)",1257,,,145,351,337,196,209,19
"Superior no univ. incompleto (075)",60,,,,5,31,12,11,1
"Superior no univ. completo (076)",104,,,,,27,43,28,6
"Superior univ. incompleto (077)",30,,,,3,15,2,9,1
"Superior univ. completo (078)",44,,,,,12,14,16,2
"Mujeres (080)",6916,402,910,859,618,1045,943,1512,627
"Sin nivel (081)",1529,402,166,16,24,49,93,402,377
"Educación inicial (082)",217,,206,3,,2,6,,
"Primaria (083)",4112,,538,703,311,678,646,990,246
"Secundaria (084)",878,,,137,278,249,131,79,4
"Superior no univ. incompleto (085)",47,,,,2,24,14,7,
"Superior no univ. completo (086)",94,,,,,26,40,28,
"Superior univ. incompleto (087)",21,,,,3,11,4,3,
"Superior univ. completo (088)",18,,,,,6,9,3,
