"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CALCA (000)",21690,18007,2008,950,725
"Hombres (001)",15041,12363,1527,589,562
"Mujeres (002)",6649,5644,481,361,163
"De 06 a 14 años (003)",490,434,39,17,
"Hombres (004)",294,261,29,4,
"Mujeres (005)",196,173,10,13,
"De 15 a 29 años (006)",6794,5585,706,268,235
"Hombres (007)",4642,3754,542,174,172
"Mujeres (008)",2152,1831,164,94,63
"De 30 a 44 años (009)",7469,5997,744,412,316
"Hombres (010)",5213,4160,552,255,246
"Mujeres (011)",2256,1837,192,157,70
"De 45 a 64 años (012)",5349,4515,431,239,164
"Hombres (013)",3738,3114,339,149,136
"Mujeres (014)",1611,1401,92,90,28
"De 65 y más años (015)",1588,1476,88,14,10
"Hombres (016)",1154,1074,65,7,8
"Mujeres (017)",434,402,23,7,2
,,,,,
"URBANA (018)",8795,6730,809,692,564
"Hombres (019)",5361,3955,555,425,426
"Mujeres (020)",3434,2775,254,267,138
"De 06 a 14 años (021)",236,219,10,7,
"Hombres (022)",146,136,9,1,
"Mujeres (023)",90,83,1,6,
"De 15 a 29 años (024)",2757,2125,279,183,170
"Hombres (025)",1689,1249,202,119,119
"Mujeres (026)",1068,876,77,64,51
"De 30 a 44 años (027)",3203,2316,342,306,239
"Hombres (028)",1917,1336,216,184,181
"Mujeres (029)",1286,980,126,122,58
"De 45 a 64 años (030)",2066,1578,155,188,145
"Hombres (031)",1268,925,110,115,118
"Mujeres (032)",798,653,45,73,27
"De 65 y más años (033)",533,492,23,8,10
"Hombres (034)",341,309,18,6,8
"Mujeres (035)",192,183,5,2,2
,,,,,
"RURAL (036)",12895,11277,1199,258,161
"Hombres (037)",9680,8408,972,164,136
"Mujeres (038)",3215,2869,227,94,25
"De 06 a 14 años (039)",254,215,29,10,
"Hombres (040)",148,125,20,3,
"Mujeres (041)",106,90,9,7,
"De 15 a 29 años (042)",4037,3460,427,85,65
"Hombres (043)",2953,2505,340,55,53
"Mujeres (044)",1084,955,87,30,12
"De 30 a 44 años (045)",4266,3681,402,106,77
"Hombres (046)",3296,2824,336,71,65
"Mujeres (047)",970,857,66,35,12
"De 45 a 64 años (048)",3283,2937,276,51,19
"Hombres (049)",2470,2189,229,34,18
"Mujeres (050)",813,748,47,17,1
"De 65 y más años (051)",1055,984,65,6,
"Hombres (052)",813,765,47,1,
"Mujeres (053)",242,219,18,5,
