"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia TUMBES (000)",142338,140599,1210,529
"Hombres (001)",73057,72153,627,277
"Mujeres (002)",69281,68446,583,252
"Menores de 1 año (003)",2896,2388,350,158
"Hombres (004)",1480,1208,188,84
"Mujeres (005)",1416,1180,162,74
"De 1 a 5 años (006)",14858,13806,704,348
"Hombres (007)",7620,7069,370,181
"Mujeres (008)",7238,6737,334,167
"De 6 a 14 años (009)",24852,24825,18,9
"Hombres (010)",12679,12665,10,4
"Mujeres (011)",12173,12160,8,5
"De 15 a 29 años (012)",40296,40274,18,4
"Hombres (013)",20614,20604,6,4
"Mujeres (014)",19682,19670,12,
"De 30 a 44 años (015)",30841,30826,13,2
"Hombres (016)",15545,15534,10,1
"Mujeres (017)",15296,15292,3,1
"De 45 a 64 años (018)",21228,21213,13,2
"Hombres (019)",11241,11234,7,
"Mujeres (020)",9987,9979,6,2
"De 65 a más años (021)",7367,7267,94,6
"Hombres (022)",3878,3839,36,3
"Mujeres (023)",3489,3428,58,3
,,,,
"URBANA (024)",131105,129469,1145,491
"Hombres (025)",67205,66349,598,258
"Mujeres (026)",63900,63120,547,233
"Menores de 1 año (027)",2659,2182,331,146
"Hombres (028)",1363,1106,177,80
"Mujeres (029)",1296,1076,154,66
"De 1 a 5 años (030)",13803,12801,677,325
"Hombres (031)",7088,6558,361,169
"Mujeres (032)",6715,6243,316,156
"De 6 a 14 años (033)",22969,22946,15,8
"Hombres (034)",11747,11736,8,3
"Mujeres (035)",11222,11210,7,5
"De 15 a 29 años (036)",37139,37118,17,4
"Hombres (037)",18984,18975,5,4
"Mujeres (038)",18155,18143,12,
"De 30 a 44 años (039)",28549,28534,13,2
"Hombres (040)",14348,14337,10,1
"Mujeres (041)",14201,14197,3,1
"De 45 a 64 años (042)",19471,19457,12,2
"Hombres (043)",10302,10296,6,
"Mujeres (044)",9169,9161,6,2
"De 65 a más años (045)",6515,6431,80,4
"Hombres (046)",3373,3341,31,1
"Mujeres (047)",3142,3090,49,3
,,,,
"RURAL (048)",11233,11130,65,38
"Hombres (049)",5852,5804,29,19
"Mujeres (050)",5381,5326,36,19
"Menores de 1 año (051)",237,206,19,12
"Hombres (052)",117,102,11,4
"Mujeres (053)",120,104,8,8
"De 1 a 5 años (054)",1055,1005,27,23
"Hombres (055)",532,511,9,12
"Mujeres (056)",523,494,18,11
"De 6 a 14 años (057)",1883,1879,3,1
"Hombres (058)",932,929,2,1
"Mujeres (059)",951,950,1,
"De 15 a 29 años (060)",3157,3156,1,
"Hombres (061)",1630,1629,1,
"Mujeres (062)",1527,1527,,
"De 30 a 44 años (063)",2292,2292,,
"Hombres (064)",1197,1197,,
"Mujeres (065)",1095,1095,,
"De 45 a 64 años (066)",1757,1756,1,
"Hombres (067)",939,938,1,
"Mujeres (068)",818,818,,
"De 65 a más años (069)",852,836,14,2
"Hombres (070)",505,498,5,2
"Mujeres (071)",347,338,9,
