"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CHUPACA (000)",20652,19754,5895,2829,2780,2169,2949,1735,923,474,898,52101
"De 12 a 14 años (001)",1860,1853,1848,5,,,,,,,7,5
"De 15 a 19 años (002)",2527,2491,2257,199,30,5,,,,,36,274
"De 20 a 24 años (003)",2254,1902,899,705,231,50,14,3,,,352,1394
"De 25 a 29 años (004)",1843,1639,246,609,460,230,88,5,1,,204,2628
"De 30 a 34 años (005)",1756,1662,139,393,521,334,239,30,6,,94,3700
"De 35 a 39 años (006)",1776,1719,80,240,478,356,414,115,31,5,57,5112
"De 40 a 44 años (007)",1606,1581,68,143,296,361,460,179,55,19,25,5648
"De 45 a 49 años (008)",1352,1334,48,112,214,206,397,230,102,25,18,5532
"De 50 y más años (009)",5678,5573,310,423,550,627,1337,1173,728,425,105,27808
"Sin nivel (010)",2206,2152,168,177,199,204,475,434,309,186,54,10757
"De 12 a 14 años (011)",8,8,8,,,,,,,,,
"De 15 a 19 años (012)",13,13,9,4,,,,,,,,4
"De 20 a 24 años (013)",31,26,13,5,2,2,2,2,,,5,37
"De 25 a 29 años (014)",27,25,7,5,3,4,4,2,,,2,53
"De 30 a 34 años (015)",48,47,2,4,9,9,17,4,2,,1,164
"De 35 a 39 años (016)",58,57,1,7,8,8,23,7,3,,1,221
"De 40 a 44 años (017)",124,122,9,12,12,15,37,22,10,5,2,525
"De 45 a 49 años (018)",124,121,6,9,13,9,28,30,22,4,3,610
"De 50 y más años (019)",1773,1733,113,131,152,157,364,367,272,177,40,9143
"Educacion Inicial (020)",18,17,6,3,4,,3,1,,,1,31
"De 12 a 14 años (021)",5,5,5,,,,,,,,,
"De 20 a 24 años (023)",2,2,1,1,,,,,,,,1
