"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUAROCHIRI (000)",19207,181,614,1474,2261,3803,6277,4597
"De 12 a 14 años (001)",16,,,,,,3,13
"De 15 a 19 años (002)",432,,,,,,259,173
"De 20 a 24 años (003)",2043,,,,,6,1252,785
"De 25 a 29 años (004)",2348,,,,,125,1508,715
"De 30 a 34 años (005)",2385,,,,,425,1388,572
"De 35 a 39 años (006)",2260,,,,40,742,1044,434
"De 40 a 44 años (007)",1846,,,1,144,826,574,301
"De 45 a 49 años (008)",1561,,,14,321,757,216,253
"De 50 y más años (009)",6316,181,614,1459,1756,922,33,1351
"Sin nivel (010)",1528,48,145,213,257,294,199,372
"De 15 a 19 años (012)",6,,,,,,4,2
"De 20 a 24 años (013)",20,,,,,,8,12
"De 25 a 29 años (014)",24,,,,,,18,6
"De 30 a 34 años (015)",107,,,,,25,57,25
"De 35 a 39 años (016)",111,,,,3,35,54,19
"De 40 a 44 años (017)",113,,,,8,52,36,17
"De 45 a 49 años (018)",102,,,2,16,49,21,14
"De 50 y más años (019)",1045,48,145,211,230,133,1,277
"Educacion Inicial (020)",16,,,,,3,8,5
"De 20 a 24 años (023)",3,,,,,,1,2
"De 25 a 29 años (024)",3,,,,,,2,1
"De 30 a 34 años (025)",6,,,,,1,3,2
"De 35 a 39 años (026)",4,,,,,2,2,
"Primaria (030)",6558,112,337,859,1091,1377,1528,1254
"De 12 a 14 años (031)",11,,,,,,2,9
"De 15 a 19 años (032)",81,,,,,,53,28
"De 20 a 24 años (033)",358,,,,,,242,116
"De 25 a 29 años (034)",386,,,,,36,275,75
"De 30 a 34 años (035)",548,,,,,104,345,99
"De 35 a 39 años (036)",616,,,,9,212,305,90
"De 40 a 44 años (037)",610,,,1,43,279,201,86
"De 45 a 49 años (038)",573,,,3,119,284,89,78
"De 50 y más años (039)",3375,112,337,855,920,462,16,673
"Secundaria (040)",6745,8,84,243,592,1272,2919,1627
"De 12 a 14 años (041)",5,,,,,,1,4
"De 15 a 19 años (042)",312,,,,,,186,126
"De 20 a 24 años (043)",1135,,,,,3,741,391
"De 25 a 29 años (044)",1175,,,,,64,795,316
"De 30 a 34 años (045)",945,,,,,186,547,212
"De 35 a 39 años (046)",847,,,,18,294,380,155
"De 40 a 44 años (047)",653,,,,67,286,190,110
"De 45 a 49 años (048)",532,,,5,128,241,68,90
"De 50 y más años (049)",1141,8,84,238,379,198,11,223
"Sup. no Univ. incompleta (050)",1049,2,9,25,65,181,440,327
"De 15 a 19 años (052)",26,,,,,,12,14
"De 20 a 24 años (053)",192,,,,,,106,86
