"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia PAITA (000)",108535,54581,53954,103615,51974,51641,4920,2607,2313
"Menores de 1 año (001)",2580,1299,1281,2463,1240,1223,117,59,58
"Menores de 1 mes (002)",246,127,119,237,121,116,9,6,3
"De 1 a 11 meses (003)",2334,1172,1162,2226,1119,1107,108,53,55
"De 1 a 4 años (004)",10458,5272,5186,10016,5050,4966,442,222,220
"1 año (005)",2373,1205,1168,2273,1150,1123,100,55,45
"2 años (006)",2781,1374,1407,2662,1312,1350,119,62,57
"3 años (007)",2865,1478,1387,2744,1414,1330,121,64,57
"4 años (008)",2439,1215,1224,2337,1174,1163,102,41,61
"De 5 a 9 años (009)",10903,5515,5388,10415,5258,5157,488,257,231
"5 años (010)",2328,1180,1148,2226,1131,1095,102,49,53
"6 años (011)",2042,1012,1030,1957,963,994,85,49,36
"7 años (012)",2094,1072,1022,1998,1026,972,96,46,50
"8 años (013)",2269,1147,1122,2156,1082,1074,113,65,48
"9 años (014)",2170,1104,1066,2078,1056,1022,92,48,44
"De 10 a 14 años (015)",11881,6006,5875,11316,5708,5608,565,298,267
"10 años (016)",2422,1209,1213,2312,1156,1156,110,53,57
"11 años (017)",2176,1117,1059,2080,1062,1018,96,55,41
"12 años (018)",2414,1215,1199,2288,1150,1138,126,65,61
"13 años (019)",2428,1255,1173,2311,1190,1121,117,65,52
"14 años (020)",2441,1210,1231,2325,1150,1175,116,60,56
"De 15 a 19 años (021)",11339,5706,5633,10842,5434,5408,497,272,225
"15 años (022)",2479,1239,1240,2362,1185,1177,117,54,63
"16 años (023)",2321,1188,1133,2225,1131,1094,96,57,39
"17 años (024)",2241,1116,1125,2122,1051,1071,119,65,54
"18 años (025)",2192,1122,1070,2108,1071,1037,84,51,33
"19 años (026)",2106,1041,1065,2025,996,1029,81,45,36
"De 20 a 24 años (027)",10071,5051,5020,9617,4840,4777,454,211,243
"20 años (028)",2036,1032,1004,1950,992,958,86,40,46
"21 años (029)",1804,887,917,1718,850,868,86,37,49
"22 años (030)",2225,1115,1110,2138,1075,1063,87,40,47
"23 años (031)",2026,1024,1002,1935,983,952,91,41,50
"24 años (032)",1980,993,987,1876,940,936,104,53,51
"De 25 a 29 años (033)",9396,4548,4848,8970,4325,4645,426,223,203
"25 años (034)",1831,882,949,1744,827,917,87,55,32
"26 años (035)",1848,907,941,1776,864,912,72,43,29
"27 años (036)",2015,977,1038,1926,934,992,89,43,46
"28 años (037)",1931,944,987,1839,902,937,92,42,50
"29 años (038)",1771,838,933,1685,798,887,86,40,46
"De 30 a 34 años (039)",8517,4258,4259,8143,4047,4096,374,211,163
"30 años (040)",2026,998,1028,1933,948,985,93,50,43
