"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia SANDIA (000)",45521,7281,8802,9619,8014,5270,6535
"Conviviente (001)",13830,159,2741,5586,3437,1245,662
"Separado(a) (002)",1023,9,123,238,285,175,193
"Casado(a) (003)",11704,17,159,1468,3340,3138,3582
"Viudo(a) (004)",2336,3,11,56,168,337,1761
"Divorciado(a) (005)",146,,6,24,29,41,46
"Soltero(a) (006)",16482,7093,5762,2247,755,334,291
"Hombres (008)",24770,3775,4692,5202,4372,3024,3705
"Conviviente (009)",7064,57,919,2881,1994,785,428
"Separado(a) (010)",401,1,18,67,115,97,103
"Casado(a) (011)",6116,9,43,583,1587,1725,2169
"Viudo(a) (012)",1000,1,3,17,68,136,775
"Divorciado(a) (013)",85,,3,15,17,20,30
"Soltero(a) (014)",10104,3707,3706,1639,591,261,200
"Mujeres (016)",20751,3506,4110,4417,3642,2246,2830
"Conviviente (017)",6766,102,1822,2705,1443,460,234
"Separado(a) (018)",622,8,105,171,170,78,90
"Casado(a) (019)",5588,8,116,885,1753,1413,1413
"Viudo(a) (020)",1336,2,8,39,100,201,986
"Divorciado(a) (021)",61,,3,9,12,21,16
"Soltero(a) (022)",6378,3386,2056,608,164,73,91
,,,,,,,
"URBANA (024)",12192,2343,2207,2477,2256,1322,1587
"Conviviente (025)",3732,42,638,1422,1066,370,194
"Separado(a) (026)",341,3,32,84,94,54,74
"Casado(a) (027)",2722,3,33,326,818,721,821
"Viudo(a) (028)",538,2,4,19,38,73,402
"Divorciado(a) (029)",34,,,5,6,14,9
"Soltero(a) (030)",4825,2293,1500,621,234,90,87
"Hombres (032)",6121,1201,1088,1180,1123,701,828
"Conviviente (033)",1732,19,188,637,558,212,118
"Separado(a) (034)",105,1,6,22,26,23,27
"Casado(a) (035)",1326,2,9,113,360,375,467
"Viudo(a) (036)",197,1,2,5,12,23,154
"Divorciado(a) (037)",17,,,3,4,4,6
"Soltero(a) (038)",2744,1178,883,400,163,64,56
"Mujeres (040)",6071,1142,1119,1297,1133,621,759
"Conviviente (041)",2000,23,450,785,508,158,76
"Separado(a) (042)",236,2,26,62,68,31,47
"Casado(a) (043)",1396,1,24,213,458,346,354
"Viudo(a) (044)",341,1,2,14,26,50,248
"Divorciado(a) (045)",17,,,2,2,10,3
"Soltero(a) (046)",2081,1115,617,221,71,26,31
,,,,,,,
"RURAL (048)",33329,4938,6595,7142,5758,3948,4948
"Conviviente (049)",10098,117,2103,4164,2371,875,468
"Separado(a) (050)",682,6,91,154,191,121,119
"Casado(a) (051)",8982,14,126,1142,2522,2417,2761
"Viudo(a) (052)",1798,1,7,37,130,264,1359
"Divorciado(a) (053)",112,,6,19,23,27,37
"Soltero(a) (054)",11657,4800,4262,1626,521,244,204
"Hombres (056)",18649,2574,3604,4022,3249,2323,2877
"Conviviente (057)",5332,38,731,2244,1436,573,310
"Separado(a) (058)",296,,12,45,89,74,76
"Casado(a) (059)",4790,7,34,470,1227,1350,1702
"Viudo(a) (060)",803,,1,12,56,113,621
"Divorciado(a) (061)",68,,3,12,13,16,24
"Soltero(a) (062)",7360,2529,2823,1239,428,197,144
"Mujeres (064)",14680,2364,2991,3120,2509,1625,2071
"Conviviente (065)",4766,79,1372,1920,935,302,158
"Separado(a) (066)",386,6,79,109,102,47,43
"Casado(a) (067)",4192,7,92,672,1295,1067,1059
"Viudo(a) (068)",995,1,6,25,74,151,738
"Divorciado(a) (069)",44,,3,7,10,11,13
"Soltero(a) (070)",4297,2271,1439,387,93,47,60
