"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia SAN ROMAN (000)",95922,125,10071,3490,2573,19779,5052,13944,10136,21022,780,2172,6778
"Agric., ganadería, caza y silvicultura (001)",7833,,36,31,4,,5044,5,24,2689,,,
"Pesca (002)",21,,2,1,,,8,,,10,,,
"Explotación de minas y canteras (003)",1052,3,41,56,17,,,558,47,330,,,
"Industrias manufactureras (004)",12133,4,111,245,72,54,,10831,659,157,,,
"Suministro de electricidad, gas y agua (005)",155,1,26,19,23,,,47,16,23,,,
"Construcción (006)",5735,3,238,97,23,,,349,3418,1607,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",26115,3,149,552,101,17024,,2017,117,6152,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",2472,1,23,79,22,621,,1624,69,33,,,
"Comercio al por mayor (009)",1423,1,15,95,30,1233,,1,12,36,,,
"Comercio al por menor (010)",22220,1,111,378,49,15170,,392,36,6083,,,
"Hoteles y restaurantes (011)",4850,1,12,186,67,1883,,,,2701,,,
"Trans., almac. y comunicaciones (012)",10669,4,60,225,239,13,,32,5660,4436,,,
"Intermediación financiera (013)",437,6,49,83,271,3,,,,25,,,
"Activid.inmobil., empres. y alquileres (014)",2944,12,1096,747,294,320,,52,92,331,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",2695,30,378,125,921,109,,12,78,262,780,,
"Enseñanza (016)",7054,51,6725,35,173,,,,4,66,,,
"Servicios sociales y de salud (017)",1796,,951,555,122,57,,21,6,84,,,
"Otras activ. serv.comun.soc y personales (018)",2034,7,184,516,65,315,,20,15,912,,,
"Hogares privados con servicio doméstico (019)",1237,,,1,,1,,,,1235,,,
"Actividad economica no especificada (021)",2384,,13,16,181,,,,,2,,2172,
"Desocupado (022)",6778,,,,,,,,,,,,6778
"Hombres (023)",55993,100,6090,2227,1264,7258,3269,9547,9669,10549,757,1002,4261
"Agric., ganadería, caza y silvicultura (024)",4341,,31,25,4,,3262,4,24,991,,,
"Pesca (025)",20,,2,1,,,7,,,10,,,
"Explotación de minas y canteras (026)",991,3,37,51,14,,,525,47,314,,,
"Industrias manufactureras (027)",7386,3,88,177,40,30,,6557,375,116,,,
"Suministro de electricidad, gas y agua (028)",136,1,24,16,17,,,46,15,17,,,
"Construcción (029)",5584,2,221,95,20,,,341,3359,1546,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",10879,3,91,340,46,6151,,1952,112,2184,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",2137,1,19,66,8,369,,1586,66,22,,,
"Comercio al por mayor (032)",709,1,11,53,18,583,,1,11,31,,,
"Comercio al por menor (033)",8033,1,61,221,20,5199,,365,35,2131,,,
"Hoteles y restaurantes (034)",1264,1,7,88,37,571,,,,560,,,
"Trans., almac. y comunicaciones (035)",9862,3,42,140,119,11,,28,5565,3954,,,
"Intermediación financiera (036)",238,6,28,47,140,2,,,,15,,,
"Activid.inmobil., empres. y alquileres (037)",2131,10,802,516,117,311,,51,81,243,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",2012,21,281,84,509,105,,11,68,176,757,,
"Enseñanza (039)",4068,41,3888,21,66,,,,4,48,,,
"Servicios sociales y de salud (040)",734,,398,217,58,16,,15,6,24,,,
"Otras activ. serv.comun.soc y personales (041)",890,6,140,400,25,61,,17,13,228,,,
"Hogares privados con servicio doméstico (042)",121,,,,,,,,,121,,,
"Actividad economica no especificada (044)",1075,,10,9,52,,,,,2,,1002,
"Desocupado (045)",4261,,,,,,,,,,,,4261
"Mujeres (046)",39929,25,3981,1263,1309,12521,1783,4397,467,10473,23,1170,2517
"Agric., ganadería, caza y silvicultura (047)",3492,,5,6,,,1782,1,,1698,,,
"Pesca (048)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (049)",61,,4,5,3,,,33,,16,,,
"Industrias manufactureras (050)",4747,1,23,68,32,24,,4274,284,41,,,
"Suministro de electricidad, gas y agua (051)",19,,2,3,6,,,1,1,6,,,
"Construcción (052)",151,1,17,2,3,,,8,59,61,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",15236,,58,212,55,10873,,65,5,3968,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",335,,4,13,14,252,,38,3,11,,,
"Comercio al por mayor (055)",714,,4,42,12,650,,,1,5,,,
"Comercio al por menor (056)",14187,,50,157,29,9971,,27,1,3952,,,
"Hoteles y restaurantes (057)",3586,,5,98,30,1312,,,,2141,,,
"Trans., almac. y comunicaciones (058)",807,1,18,85,120,2,,4,95,482,,,
"Intermediación financiera (059)",199,,21,36,131,1,,,,10,,,
"Activid.inmobil., empres. y alquileres (060)",813,2,294,231,177,9,,1,11,88,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",683,9,97,41,412,4,,1,10,86,23,,
"Enseñanza (062)",2986,10,2837,14,107,,,,,18,,,
"Servicios sociales y de salud (063)",1062,,553,338,64,41,,6,,60,,,
"Otras activ. serv.comun.soc y personales (064)",1144,1,44,116,40,254,,3,2,684,,,
"Hogares privados con servicio doméstico (065)",1116,,,1,,1,,,,1114,,,
"Actividad economica no especificada (067)",1309,,3,7,129,,,,,,,1170,
"Desocupado (068)",2517,,,,,,,,,,,,2517
,,,,,,,,,,,,,
"URBANA (069)",87243,115,9956,3446,2524,19496,1977,12047,9713,18607,780,2132,6450
"Agric., ganadería, caza y silvicultura (070)",2904,,36,22,3,,1970,4,10,859,,,
"Pesca (071)",19,,2,1,,,7,,,9,,,
"Explotación de minas y canteras (072)",948,3,41,56,17,,,493,45,293,,,
"Industrias manufactureras (073)",10313,4,110,241,71,54,,9047,643,143,,,
"Suministro de electricidad, gas y agua (074)",151,1,26,19,23,,,44,16,22,,,
"Construcción (075)",5387,3,237,97,22,,,339,3212,1477,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",25746,3,149,551,100,16781,,1984,117,6061,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",2438,1,23,79,22,613,,1599,69,32,,,
"Comercio al por mayor (078)",1395,1,15,95,30,1205,,1,12,36,,,
"Comercio al por menor (079)",21913,1,111,377,48,14963,,384,36,5993,,,
"Hoteles y restaurantes (080)",4770,1,12,185,67,1856,,,,2649,,,
"Trans., almac. y comunicaciones (081)",10297,4,60,223,234,13,,32,5482,4249,,,
"Intermediación financiera (082)",436,6,49,83,270,3,,,,25,,,
"Activid.inmobil., empres. y alquileres (083)",2916,12,1093,743,292,313,,52,90,321,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",2652,22,370,125,909,106,,12,73,255,780,,
"Enseñanza (085)",6924,49,6626,31,154,,,,4,60,,,
"Servicios sociales y de salud (086)",1781,,950,547,121,57,,20,6,80,,,
"Otras activ. serv.comun.soc y personales (087)",2000,7,182,505,63,312,,20,15,896,,,
"Hogares privados con servicio doméstico (088)",1208,,,1,,1,,,,1206,,,
"Actividad economica no especificada (090)",2341,,13,16,178,,,,,2,,2132,
"Desocupado (091)",6450,,,,,,,,,,,,6450
"Hombres (092)",50990,93,6020,2193,1239,7123,1344,8436,9250,9528,757,989,4018
"Agric., ganadería, caza y silvicultura (093)",1804,,31,17,3,,1338,3,10,402,,,
"Pesca (094)",18,,2,1,,,6,,,9,,,
"Explotación de minas y canteras (095)",889,3,37,51,14,,,461,45,278,,,
"Industrias manufactureras (096)",6356,3,87,175,39,30,,5557,362,103,,,
"Suministro de electricidad, gas y agua (097)",132,1,24,16,17,,,43,15,16,,,
"Construcción (098)",5244,2,220,95,19,,,332,3154,1422,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",10688,3,91,339,45,6035,,1919,112,2144,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",2106,1,19,66,8,364,,1561,66,21,,,
"Comercio al por mayor (101)",688,1,11,53,18,562,,1,11,31,,,
"Comercio al por menor (102)",7894,1,61,220,19,5109,,357,35,2092,,,
"Hoteles y restaurantes (103)",1245,1,7,87,37,562,,,,551,,,
"Trans., almac. y comunicaciones (104)",9498,3,42,138,118,11,,28,5387,3771,,,
"Intermediación financiera (105)",238,6,28,47,140,2,,,,15,,,
"Activid.inmobil., empres. y alquileres (106)",2108,10,801,512,116,304,,51,79,235,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",1977,16,275,84,499,102,,11,63,170,757,,
"Enseñanza (108)",3993,39,3829,18,60,,,,4,43,,,
"Servicios sociales y de salud (109)",723,,397,211,58,16,,14,6,21,,,
"Otras activ. serv.comun.soc y personales (110)",878,6,139,393,23,61,,17,13,226,,,
"Hogares privados con servicio doméstico (111)",120,,,,,,,,,120,,,
"Actividad economica no especificada (113)",1061,,10,9,51,,,,,2,,989,
"Desocupado (114)",4018,,,,,,,,,,,,4018
"Mujeres (115)",36253,22,3936,1253,1285,12373,633,3611,463,9079,23,1143,2432
"Agric., ganadería, caza y silvicultura (116)",1100,,5,5,,,632,1,,457,,,
"Pesca (117)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (118)",59,,4,5,3,,,32,,15,,,
"Industrias manufactureras (119)",3957,1,23,66,32,24,,3490,281,40,,,
"Suministro de electricidad, gas y agua (120)",19,,2,3,6,,,1,1,6,,,
"Construcción (121)",143,1,17,2,3,,,7,58,55,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",15058,,58,212,55,10746,,65,5,3917,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",332,,4,13,14,249,,38,3,11,,,
"Comercio al por mayor (124)",707,,4,42,12,643,,,1,5,,,
"Comercio al por menor (125)",14019,,50,157,29,9854,,27,1,3901,,,
"Hoteles y restaurantes (126)",3525,,5,98,30,1294,,,,2098,,,
"Trans., almac. y comunicaciones (127)",799,1,18,85,116,2,,4,95,478,,,
"Intermediación financiera (128)",198,,21,36,130,1,,,,10,,,
"Activid.inmobil., empres. y alquileres (129)",808,2,292,231,176,9,,1,11,86,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",675,6,95,41,410,4,,1,10,85,23,,
"Enseñanza (131)",2931,10,2797,13,94,,,,,17,,,
"Servicios sociales y de salud (132)",1058,,553,336,63,41,,6,,59,,,
"Otras activ. serv.comun.soc y personales (133)",1122,1,43,112,40,251,,3,2,670,,,
