"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia RIOJA (000)",35977,4898,5830,18690,1433,3830,1296
"Agric., ganadería, caza y silvicultura (001)",19713,26,3816,11769,1084,3018,
"Pesca (002)",7,,4,1,2,,
"Explotación de minas y canteras (003)",11,6,5,,,,
"Industrias manufactureras (004)",1462,83,450,837,48,44,
"Suministro de electricidad, gas y agua (005)",38,17,18,3,,,
"Construcción (006)",1130,25,822,245,27,11,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",4623,773,128,3050,152,520,
"Venta, mant.y rep. veh.autom y motoc. (008)",541,52,83,357,30,19,
"Comercio al por mayor (009)",197,48,15,98,12,24,
"Comercio al por menor (010)",3885,673,30,2595,110,477,
"Hoteles y restaurantes (011)",1178,346,30,744,21,37,
"Trans., almac. y comunicaciones (012)",1808,337,210,1191,45,25,
"Intermediación financiera (013)",47,42,1,3,1,,
"Activid.inmobil., empres. y alquileres (014)",429,300,23,86,16,4,
"Admin.pub. y defensa; p. segur soc.afil (015)",461,420,41,,,,
"Enseñanza (016)",1585,1503,,77,1,4,
"Servicios sociales y de salud (017)",426,341,4,73,4,4,
"Otras activ. serv.comun.soc y personales (018)",473,248,27,182,8,8,
"Hogares privados con servicio doméstico (019)",1296,,,,,,1296
"Actividad economica no especificada (021)",1290,431,251,429,24,155,
"Hombres (022)",27030,2626,5082,15402,1284,2588,48
"Agric., ganadería, caza y silvicultura (023)",17839,20,3275,11157,1035,2352,
"Pesca (024)",6,,3,1,2,,
"Explotación de minas y canteras (025)",11,6,5,,,,
"Industrias manufactureras (026)",1144,68,413,599,38,26,
"Suministro de electricidad, gas y agua (027)",35,16,17,2,,,
"Construcción (028)",1112,24,807,244,27,10,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",2433,404,125,1693,104,107,
"Venta, mant.y rep. veh.autom y motoc. (030)",499,44,81,336,28,10,
"Comercio al por mayor (031)",131,29,15,68,12,7,
"Comercio al por menor (032)",1803,331,29,1289,64,90,
"Hoteles y restaurantes (033)",203,78,10,107,3,5,
"Trans., almac. y comunicaciones (034)",1701,264,198,1174,43,22,
"Intermediación financiera (035)",37,33,1,2,1,,
"Activid.inmobil., empres. y alquileres (036)",327,224,18,72,11,2,
"Admin.pub. y defensa; p. segur soc.afil (037)",299,273,26,,,,
"Enseñanza (038)",804,769,,32,1,2,
"Servicios sociales y de salud (039)",163,110,4,45,3,1,
"Otras activ. serv.comun.soc y personales (040)",264,144,19,87,6,8,
"Hogares privados con servicio doméstico (041)",48,,,,,,48
"Actividad economica no especificada (043)",604,193,161,187,10,53,
"Mujeres (044)",8947,2272,748,3288,149,1242,1248
"Agric., ganadería, caza y silvicultura (045)",1874,6,541,612,49,666,
"Pesca (046)",1,,1,,,,
"Industrias manufactureras (048)",318,15,37,238,10,18,
"Suministro de electricidad, gas y agua (049)",3,1,1,1,,,
"Construcción (050)",18,1,15,1,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",2190,369,3,1357,48,413,
"Venta, mant.y rep. veh.autom y motoc. (052)",42,8,2,21,2,9,
"Comercio al por mayor (053)",66,19,,30,,17,
"Comercio al por menor (054)",2082,342,1,1306,46,387,
"Hoteles y restaurantes (055)",975,268,20,637,18,32,
"Trans., almac. y comunicaciones (056)",107,73,12,17,2,3,
"Intermediación financiera (057)",10,9,,1,,,
"Activid.inmobil., empres. y alquileres (058)",102,76,5,14,5,2,
"Admin.pub. y defensa; p. segur soc.afil (059)",162,147,15,,,,
"Enseñanza (060)",781,734,,45,,2,
"Servicios sociales y de salud (061)",263,231,,28,1,3,
"Otras activ. serv.comun.soc y personales (062)",209,104,8,95,2,,
"Hogares privados con servicio doméstico (063)",1248,,,,,,1248
"Actividad economica no especificada (065)",686,238,90,242,14,102,
,,,,,,,
"URBANA (066)",27056,4755,4590,13448,956,2362,945
"Agric., ganadería, caza y silvicultura (067)",11943,26,2696,6974,616,1631,
"Pesca (068)",7,,4,1,2,,
"Explotación de minas y canteras (069)",11,6,5,,,,
"Industrias manufactureras (070)",1366,82,400,796,47,41,
"Suministro de electricidad, gas y agua (071)",35,16,16,3,,,
"Construcción (072)",1096,24,798,237,27,10,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",4459,761,126,2924,151,497,
"Venta, mant.y rep. veh.autom y motoc. (074)",532,52,83,349,30,18,
"Comercio al por mayor (075)",193,47,15,95,12,24,
"Comercio al por menor (076)",3734,662,28,2480,109,455,
"Hoteles y restaurantes (077)",1103,340,30,676,21,36,
"Trans., almac. y comunicaciones (078)",1700,331,195,1108,43,23,
"Intermediación financiera (079)",47,42,1,3,1,,
"Activid.inmobil., empres. y alquileres (080)",422,296,22,84,16,4,
"Admin.pub. y defensa; p. segur soc.afil (081)",437,397,40,,,,
"Enseñanza (082)",1526,1447,,74,1,4,
"Servicios sociales y de salud (083)",413,330,4,71,4,4,
"Otras activ. serv.comun.soc y personales (084)",443,236,23,169,8,7,
"Hogares privados con servicio doméstico (085)",945,,,,,,945
"Actividad economica no especificada (087)",1103,421,230,328,19,105,
"Hombres (088)",19268,2526,3999,10481,822,1399,41
"Agric., ganadería, caza y silvicultura (089)",10581,20,2300,6500,579,1182,
"Pesca (090)",6,,3,1,2,,
"Explotación de minas y canteras (091)",11,6,5,,,,
"Industrias manufactureras (092)",1063,67,366,568,37,25,
"Suministro de electricidad, gas y agua (093)",32,15,15,2,,,
"Construcción (094)",1080,23,784,236,27,10,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",2343,398,123,1614,103,105,
"Venta, mant.y rep. veh.autom y motoc. (096)",491,44,81,328,28,10,
"Comercio al por mayor (097)",128,28,15,66,12,7,
"Comercio al por menor (098)",1724,326,27,1220,63,88,
"Hoteles y restaurantes (099)",200,77,10,105,3,5,
"Trans., almac. y comunicaciones (100)",1597,260,183,1093,41,20,
"Intermediación financiera (101)",37,33,1,2,1,,
"Activid.inmobil., empres. y alquileres (102)",321,220,18,70,11,2,
"Admin.pub. y defensa; p. segur soc.afil (103)",279,254,25,,,,
"Enseñanza (104)",759,725,,31,1,2,
"Servicios sociales y de salud (105)",158,106,4,44,3,1,
"Otras activ. serv.comun.soc y personales (106)",243,135,16,79,6,7,
"Hogares privados con servicio doméstico (107)",41,,,,,,41
"Actividad economica no especificada (109)",517,187,146,136,8,40,
"Mujeres (110)",7788,2229,591,2967,134,963,904
"Agric., ganadería, caza y silvicultura (111)",1362,6,396,474,37,449,
"Pesca (112)",1,,1,,,,
"Industrias manufactureras (114)",303,15,34,228,10,16,
"Suministro de electricidad, gas y agua (115)",3,1,1,1,,,
"Construcción (116)",16,1,14,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2116,363,3,1310,48,392,
"Venta, mant.y rep. veh.autom y motoc. (118)",41,8,2,21,2,8,
"Comercio al por mayor (119)",65,19,,29,,17,
