"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia TAMBOPATA (000)",34005,24197,3489,2546,3773
"Hombres (001)",22485,15669,2470,1776,2570
"Mujeres (002)",11520,8528,1019,770,1203
"De 06 a 14 años (003)",564,505,45,9,5
"Hombres (004)",346,300,34,8,4
"Mujeres (005)",218,205,11,1,1
"De 15 a 29 años (006)",13115,9441,1615,978,1081
"Hombres (007)",8357,5886,1105,679,687
"Mujeres (008)",4758,3555,510,299,394
"De 30 a 44 años (009)",12393,8310,1239,1099,1745
"Hombres (010)",7969,5214,872,724,1159
"Mujeres (011)",4424,3096,367,375,586
"De 45 a 64 años (012)",6982,5086,551,441,904
"Hombres (013)",5049,3590,424,348,687
"Mujeres (014)",1933,1496,127,93,217
"De 65 y más años (015)",951,855,39,19,38
"Hombres (016)",764,679,35,17,33
"Mujeres (017)",187,176,4,2,5
,,,,,
"URBANA (018)",27624,19150,2920,2267,3287
"Hombres (019)",17458,11772,2014,1536,2136
"Mujeres (020)",10166,7378,906,731,1151
"De 06 a 14 años (021)",482,429,41,8,4
"Hombres (022)",284,243,31,7,3
"Mujeres (023)",198,186,10,1,1
"De 15 a 29 años (024)",10595,7525,1299,834,937
"Hombres (025)",6442,4455,859,559,569
"Mujeres (026)",4153,3070,440,275,368
"De 30 a 44 años (027)",10298,6704,1068,1003,1523
"Hombres (028)",6326,3999,729,640,958
"Mujeres (029)",3972,2705,339,363,565
"De 45 a 64 años (030)",5648,3972,481,405,790
"Hombres (031)",3939,2679,368,315,577
"Mujeres (032)",1709,1293,113,90,213
"De 65 y más años (033)",601,520,31,17,33
"Hombres (034)",467,396,27,15,29
"Mujeres (035)",134,124,4,2,4
,,,,,
"RURAL (036)",6381,5047,569,279,486
"Hombres (037)",5027,3897,456,240,434
"Mujeres (038)",1354,1150,113,39,52
"De 06 a 14 años (039)",82,76,4,1,1
"Hombres (040)",62,57,3,1,1
"Mujeres (041)",20,19,1,,
"De 15 a 29 años (042)",2520,1916,316,144,144
"Hombres (043)",1915,1431,246,120,118
"Mujeres (044)",605,485,70,24,26
"De 30 a 44 años (045)",2095,1606,171,96,222
"Hombres (046)",1643,1215,143,84,201
"Mujeres (047)",452,391,28,12,21
"De 45 a 64 años (048)",1334,1114,70,36,114
"Hombres (049)",1110,911,56,33,110
"Mujeres (050)",224,203,14,3,4
"De 65 y más años (051)",350,335,8,2,5
"Hombres (052)",297,283,8,2,4
"Mujeres (053)",53,52,,,1
