"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia AIJA (000)",2185,26,95,214,293,380,792,385
"De 12 a 14 años (001)",2,,,,,,1,1
"De 15 a 19 años (002)",51,,,,,,43,8
"De 20 a 24 años (003)",208,,,,,,135,73
"De 25 a 29 años (004)",210,,,,,6,158,46
"De 30 a 34 años (005)",214,,,,,24,153,37
"De 35 a 39 años (006)",231,,,,3,52,146,30
"De 40 a 44 años (007)",188,,,,12,68,89,19
"De 45 a 49 años (008)",199,,,,29,94,58,18
"De 50 y más años (009)",882,26,95,214,249,136,9,153
"Sin nivel (010)",457,14,36,74,79,54,100,100
"De 15 a 19 años (012)",3,,,,,,2,1
"De 20 a 24 años (013)",19,,,,,,15,4
"De 25 a 29 años (014)",11,,,,,,7,4
"De 30 a 34 años (015)",28,,,,,3,20,5
"De 35 a 39 años (016)",35,,,,1,7,24,3
"De 40 a 44 años (017)",32,,,,3,6,19,4
"De 45 a 49 años (018)",28,,,,5,11,10,2
"De 50 y más años (019)",301,14,36,74,70,27,3,77
"Educacion Inicial (020)",2,,,,,,,2
"De 20 a 24 años (023)",2,,,,,,,2
"Primaria (030)",940,8,50,103,147,208,314,110
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",20,,,,,,19,1
"De 20 a 24 años (033)",60,,,,,,47,13
"De 25 a 29 años (034)",62,,,,,1,52,9
"De 30 a 34 años (035)",75,,,,,7,57,11
"De 35 a 39 años (036)",102,,,,,25,67,10
"De 40 a 44 años (037)",86,,,,5,33,41,7
"De 45 a 49 años (038)",105,,,,12,60,27,6
"De 50 y más años (039)",429,8,50,103,130,82,4,52
"Secundaria (040)",494,2,6,25,41,75,255,90
"De 12 a 14 años (041)",1,,,,,,1,
"De 15 a 19 años (042)",27,,,,,,22,5
"De 20 a 24 años (043)",92,,,,,,55,37
"De 25 a 29 años (044)",90,,,,,4,71,15
"De 30 a 34 años (045)",65,,,,,10,47,8
"De 35 a 39 años (046)",45,,,,2,12,26,5
"De 40 a 44 años (047)",40,,,,3,17,15,5
"De 45 a 49 años (048)",41,,,,7,14,16,4
"De 50 y más años (049)",93,2,6,25,29,18,2,11
"Sup. no Univ. incompleta (050)",104,1,2,4,12,15,47,23
"De 15 a 19 años (052)",1,,,,,,,1
"De 20 a 24 años (053)",18,,,,,,11,7
"De 25 a 29 años (054)",22,,,,,,14,8
"De 30 a 34 años (055)",12,,,,,3,8,1
"De 35 a 39 años (056)",12,,,,,2,7,3
"De 40 a 44 años (057)",7,,,,,3,3,1
"De 45 a 49 años (058)",11,,,,2,3,4,2
