"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia TAHUAMANU (000)",2312,7,19,93,186,516,974,517
"De 12 a 14 años (001)",6,,,,,,,6
"De 15 a 19 años (002)",112,,,,,,67,45
"De 20 a 24 años (003)",349,,,,,2,238,109
"De 25 a 29 años (004)",373,,,,,26,240,107
"De 30 a 34 años (005)",329,,,,,64,199,66
"De 35 a 39 años (006)",310,,,,2,125,129,54
"De 40 a 44 años (007)",241,,,,18,117,75,31
"De 45 a 49 años (008)",168,,,3,27,95,22,21
"De 50 y más años (009)",424,7,19,90,139,87,4,78
"Sin nivel (010)",242,3,7,34,44,47,58,49
"De 20 a 24 años (013)",3,,,,,,2,1
"De 25 a 29 años (014)",7,,,,,,4,3
"De 30 a 34 años (015)",23,,,,,2,16,5
"De 35 a 39 años (016)",25,,,,1,5,18,1
"De 40 a 44 años (017)",25,,,,,12,11,2
"De 45 a 49 años (018)",17,,,,3,6,5,3
"De 50 y más años (019)",142,3,7,34,40,22,2,34
"Educacion Inicial (020)",2,,,,,,2,
"De 20 a 24 años (023)",1,,,,,,1,
"De 30 a 34 años (025)",1,,,,,,1,
"Primaria (030)",596,3,11,37,71,178,198,98
"De 12 a 14 años (031)",3,,,,,,,3
"De 15 a 19 años (032)",16,,,,,,10,6
"De 20 a 24 años (033)",44,,,,,,35,9
"De 25 a 29 años (034)",72,,,,,6,53,13
"De 30 a 34 años (035)",74,,,,,17,48,9
"De 35 a 39 años (036)",84,,,,1,46,22,15
"De 40 a 44 años (037)",67,,,,2,34,23,8
"De 45 a 49 años (038)",71,,,2,14,46,6,3
"De 50 y más años (039)",165,3,11,35,54,29,1,32
"Secundaria (040)",902,,1,13,38,175,463,212
"De 12 a 14 años (041)",3,,,,,,,3
"De 15 a 19 años (042)",88,,,,,,53,35
"De 20 a 24 años (043)",206,,,,,2,144,60
"De 25 a 29 años (044)",161,,,,,13,109,39
"De 30 a 34 años (045)",119,,,,,26,76,17
"De 35 a 39 años (046)",122,,,,,47,48,27
"De 40 a 44 años (047)",85,,,,8,43,22,12
"De 45 a 49 años (048)",47,,,,4,23,10,10
"De 50 y más años (049)",71,,1,13,26,21,1,9
"Sup. no Univ. incompleta (050)",154,,,2,6,27,74,45
"De 15 a 19 años (052)",6,,,,,,3,3
"De 20 a 24 años (053)",40,,,,,,24,16
"De 25 a 29 años (054)",31,,,,,2,20,9
"De 30 a 34 años (055)",25,,,,,3,12,10
"De 35 a 39 años (056)",21,,,,,6,11,4
"De 40 a 44 años (057)",16,,,,2,8,4,2
"De 45 a 49 años (058)",6,,,1,2,2,,1
