"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CANCHIS (000)",34595,5786,3099,18168,524,5041,328,1649
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",55,49,,,6,,,
"Profes., científicos e intelectuales (002)",3432,3112,,287,17,16,,
"Técnicos de nivel medio y trab. asimilados (003)",822,446,,320,49,7,,
"Jefes y empleados de oficina (004)",677,668,,3,,6,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",4066,535,15,2991,66,459,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",9206,,1,8966,239,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",2200,,452,1502,83,163,,
"Obreros construc.,conf.,papel, fab., instr. (008)",2751,241,928,1473,39,70,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",8926,457,1634,2359,20,4128,328,
"Otra (010)",163,163,,,,,,
"Ocupación no especificada (011)",648,115,69,267,5,192,,
"Desocupado (012)",1649,,,,,,,1649
"Hombres (013)",20555,3323,2613,11316,370,1796,36,1101
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",44,39,,,5,,,
"Profes., científicos e intelectuales (015)",1924,1702,,204,10,8,,
"Técnicos de nivel medio y trab. asimilados (016)",499,263,,200,32,4,,
"Jefes y empleados de oficina (017)",340,335,,3,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",1359,296,6,947,26,84,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",6671,,1,6499,171,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",1646,,396,1083,73,94,,
"Obreros construc.,conf.,papel, fab., instr. (021)",2644,238,906,1409,39,52,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",3929,236,1262,881,9,1505,36,
"Otra (023)",162,162,,,,,,
"Ocupación no especificada (024)",236,52,42,90,5,47,,
"Desocupado (025)",1101,,,,,,,1101
"Mujeres (026)",14040,2463,486,6852,154,3245,292,548
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",11,10,,,1,,,
"Profes., científicos e intelectuales (028)",1508,1410,,83,7,8,,
"Técnicos de nivel medio y trab. asimilados (029)",323,183,,120,17,3,,
"Jefes y empleados de oficina (030)",337,333,,,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",2707,239,9,2044,40,375,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",2535,,,2467,68,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",554,,56,419,10,69,,
"Obreros construc.,conf.,papel, fab., instr. (034)",107,3,22,64,,18,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",4997,221,372,1478,11,2623,292,
"Otra (036)",1,1,,,,,,
"Ocupación no especificada (037)",412,63,27,177,,145,,
"Desocupado (038)",548,,,,,,,548
,,,,,,,,
"URBANA (039)",21338,5264,1831,10542,369,1785,275,1272
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",44,38,,,6,,,
"Profes., científicos e intelectuales (041)",3201,2918,,254,17,12,,
"Técnicos de nivel medio y trab. asimilados (042)",745,411,,284,44,6,,
"Jefes y empleados de oficina (043)",606,597,,3,,6,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",3584,465,11,2632,60,416,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",2788,,,2676,112,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",1705,,349,1160,75,121,,
"Obreros construc.,conf.,papel, fab., instr. (047)",2066,195,588,1206,33,44,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",4722,389,826,2152,17,1063,275,
"Otra (049)",158,158,,,,,,
"Ocupación no especificada (050)",447,93,57,175,5,117,,
"Desocupado (051)",1272,,,,,,,1272
"Hombres (052)",12202,2957,1570,5961,257,613,27,817
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",34,29,,,5,,,
"Profes., científicos e intelectuales (054)",1772,1577,,180,10,5,,
"Técnicos de nivel medio y trab. asimilados (055)",447,238,,176,29,4,,
"Jefes y empleados de oficina (056)",286,281,,3,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",1195,254,6,839,22,74,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",1948,,,1868,80,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",1324,,308,882,66,68,,
"Obreros construc.,conf.,papel, fab., instr. (060)",1983,193,576,1149,33,32,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",2055,184,645,795,7,397,27,
"Otra (062)",157,157,,,,,,
"Ocupación no especificada (063)",184,44,35,69,5,31,,
"Desocupado (064)",817,,,,,,,817
"Mujeres (065)",9136,2307,261,4581,112,1172,248,455
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",10,9,,,1,,,
"Profes., científicos e intelectuales (067)",1429,1341,,74,7,7,,
"Técnicos de nivel medio y trab. asimilados (068)",298,173,,108,15,2,,
"Jefes y empleados de oficina (069)",320,316,,,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",2389,211,5,1793,38,342,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",840,,,808,32,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",381,,41,278,9,53,,
"Obreros construc.,conf.,papel, fab., instr. (073)",83,2,12,57,,12,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",2667,205,181,1357,10,666,248,
"Otra (075)",1,1,,,,,,
"Ocupación no especificada (076)",263,49,22,106,,86,,
"Desocupado (077)",455,,,,,,,455
,,,,,,,,
"RURAL (078)",13257,522,1268,7626,155,3256,53,377
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",11,11,,,,,,
"Profes., científicos e intelectuales (080)",231,194,,33,,4,,
"Técnicos de nivel medio y trab. asimilados (081)",77,35,,36,5,1,,
"Jefes y empleados de oficina (082)",71,71,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",482,70,4,359,6,43,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",6418,,1,6290,127,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",495,,103,342,8,42,,
"Obreros construc.,conf.,papel, fab., instr. (086)",685,46,340,267,6,26,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",4204,68,808,207,3,3065,53,
"Otra (088)",5,5,,,,,,
"Ocupación no especificada (089)",201,22,12,92,,75,,
"Desocupado (090)",377,,,,,,,377
"Hombres (091)",8353,366,1043,5355,113,1183,9,284
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",10,10,,,,,,
"Profes., científicos e intelectuales (093)",152,125,,24,,3,,
"Técnicos de nivel medio y trab. asimilados (094)",52,25,,24,3,,,
"Jefes y empleados de oficina (095)",54,54,,,,,,
