"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia PATAZ (000)",23515,72,1516,532,560,1263,7634,4038,1086,4806,39,792,1177
"Agric., ganadería, caza y silvicultura (001)",9800,,1,9,,,7629,,8,2153,,,
"Pesca (002)",8,,,,,,5,,,3,,,
"Explotación de minas y canteras (003)",5272,1,209,217,176,13,,3475,100,1081,,,
"Industrias manufactureras (004)",529,,7,12,11,28,,430,27,14,,,
"Suministro de electricidad, gas y agua (005)",56,,1,2,5,,,9,24,15,,,
"Construcción (006)",953,1,23,14,2,,,20,487,406,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",1211,1,4,49,5,839,,91,18,204,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",86,,1,17,1,3,,60,2,2,,,
"Comercio al por mayor (009)",87,,1,7,2,74,,,,3,,,
"Comercio al por menor (010)",1038,1,2,25,2,762,,31,16,199,,,
"Hoteles y restaurantes (011)",460,,4,10,5,281,,2,2,156,,,
"Trans., almac. y comunicaciones (012)",506,1,,9,28,,,2,380,86,,,
"Intermediación financiera (013)",6,,,3,3,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",330,,40,79,97,65,,,6,43,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",451,44,36,24,194,7,,3,17,87,39,,
"Enseñanza (016)",1167,24,1116,,13,,,2,1,11,,,
"Servicios sociales y de salud (017)",134,,60,58,5,3,,3,2,3,,,
"Otras activ. serv.comun.soc y personales (018)",221,,11,37,7,27,,1,14,124,,,
"Hogares privados con servicio doméstico (019)",413,,,,,,,,,413,,,
"Actividad economica no especificada (021)",821,,4,9,9,,,,,7,,792,
"Desocupado (022)",1177,,,,,,,,,,,,1177
"Hombres (023)",19993,61,878,458,368,585,7299,3959,1080,3847,39,429,990
"Agric., ganadería, caza y silvicultura (024)",9215,,1,7,,,7294,,8,1905,,,
"Pesca (025)",8,,,,,,5,,,3,,,
"Explotación de minas y canteras (026)",5178,1,183,208,160,12,,3447,100,1067,,,
"Industrias manufactureras (027)",452,,7,9,4,16,,381,25,10,,,
"Suministro de electricidad, gas y agua (028)",54,,1,2,3,,,9,24,15,,,
"Construcción (029)",945,1,21,14,2,,,20,486,401,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",675,1,3,42,4,405,,89,18,113,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",84,,1,17,1,2,,59,2,2,,,
"Comercio al por mayor (032)",52,,1,3,1,44,,,,3,,,
"Comercio al por menor (033)",539,1,1,22,2,359,,30,16,108,,,
"Hoteles y restaurantes (034)",138,,2,5,4,69,,2,2,54,,,
"Trans., almac. y comunicaciones (035)",484,1,,9,18,,,2,377,77,,,
"Intermediación financiera (036)",2,,,,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",248,,29,74,43,65,,,6,31,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",348,38,31,19,114,7,,3,17,80,39,,
"Enseñanza (039)",598,19,565,,3,,,2,1,8,,,
"Servicios sociales y de salud (040)",61,,25,28,1,,,3,2,2,,,
"Otras activ. serv.comun.soc y personales (041)",113,,9,34,5,11,,1,14,39,,,
"Hogares privados con servicio doméstico (042)",36,,,,,,,,,36,,,
"Actividad economica no especificada (044)",448,,1,7,5,,,,,6,,429,
"Desocupado (045)",990,,,,,,,,,,,,990
"Mujeres (046)",3522,11,638,74,192,678,335,79,6,959,,363,187
"Agric., ganadería, caza y silvicultura (047)",585,,,2,,,335,,,248,,,
"Explotación de minas y canteras (049)",94,,26,9,16,1,,28,,14,,,
"Industrias manufactureras (050)",77,,,3,7,12,,49,2,4,,,
"Suministro de electricidad, gas y agua (051)",2,,,,2,,,,,,,,
"Construcción (052)",8,,2,,,,,,1,5,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",536,,1,7,1,434,,2,,91,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",2,,,,,1,,1,,,,,
"Comercio al por mayor (055)",35,,,4,1,30,,,,,,,
"Comercio al por menor (056)",499,,1,3,,403,,1,,91,,,
"Hoteles y restaurantes (057)",322,,2,5,1,212,,,,102,,,
"Trans., almac. y comunicaciones (058)",22,,,,10,,,,3,9,,,
"Intermediación financiera (059)",4,,,3,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",82,,11,5,54,,,,,12,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",103,6,5,5,80,,,,,7,,,
"Enseñanza (062)",569,5,551,,10,,,,,3,,,
"Servicios sociales y de salud (063)",73,,35,30,4,3,,,,1,,,
"Otras activ. serv.comun.soc y personales (064)",108,,2,3,2,16,,,,85,,,
"Hogares privados con servicio doméstico (065)",377,,,,,,,,,377,,,
"Actividad economica no especificada (067)",373,,3,2,4,,,,,1,,363,
"Desocupado (068)",187,,,,,,,,,,,,187
,,,,,,,,,,,,,
"URBANA (069)",7280,50,946,254,337,796,696,1725,453,1459,10,271,283
"Agric., ganadería, caza y silvicultura (070)",917,,,4,,,695,,4,214,,,
"Pesca (071)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (072)",2234,1,106,92,64,2,,1489,30,450,,,
"Industrias manufactureras (073)",216,,1,3,4,23,,172,9,4,,,
"Suministro de electricidad, gas y agua (074)",16,,1,1,2,,,3,2,7,,,
"Construcción (075)",373,1,17,9,1,,,7,190,148,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",800,1,3,22,4,583,,47,7,133,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",37,,,1,,3,,31,2,,,,
"Comercio al por mayor (078)",65,,1,3,2,58,,,,1,,,
"Comercio al por menor (079)",698,1,2,18,2,522,,16,5,132,,,
"Hoteles y restaurantes (080)",248,,2,4,,152,,,,90,,,
"Trans., almac. y comunicaciones (081)",231,1,,2,12,,,1,182,33,,,
"Intermediación financiera (082)",3,,,,3,,,,,,,,
"Activid.inmobil., empres. y alquileres (083)",155,,19,29,68,11,,,2,26,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",309,33,35,22,150,6,,3,11,39,10,,
"Enseñanza (085)",744,13,710,,11,,,1,1,8,,,
"Servicios sociales y de salud (086)",90,,40,37,5,3,,2,2,1,,,
"Otras activ. serv.comun.soc y personales (087)",146,,8,26,5,16,,,13,78,,,
"Hogares privados con servicio doméstico (088)",222,,,,,,,,,222,,,
"Actividad economica no especificada (090)",292,,4,3,8,,,,,6,,271,
"Desocupado (091)",283,,,,,,,,,,,,283
"Hombres (092)",5489,44,541,204,199,324,663,1686,447,996,10,143,232
"Agric., ganadería, caza y silvicultura (093)",864,,,2,,,662,,4,196,,,
"Pesca (094)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (095)",2191,1,96,87,54,2,,1478,30,443,,,
"Industrias manufactureras (096)",172,,1,2,1,13,,145,7,3,,,
"Suministro de electricidad, gas y agua (097)",16,,1,1,2,,,3,2,7,,,
"Construcción (098)",365,1,15,9,1,,,7,189,143,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",407,1,2,16,3,268,,46,7,64,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",35,,,1,,2,,30,2,,,,
"Comercio al por mayor (101)",37,,1,,1,34,,,,1,,,
"Comercio al por menor (102)",335,1,1,15,2,232,,16,5,63,,,
"Hoteles y restaurantes (103)",37,,1,1,,22,,,,13,,,
"Trans., almac. y comunicaciones (104)",214,1,,2,7,,,1,179,24,,,
"Intermediación financiera (105)",2,,,,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",103,,13,26,32,11,,,2,19,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",225,29,30,18,85,6,,3,11,33,10,,
"Enseñanza (108)",381,11,360,,3,,,1,1,5,,,
"Servicios sociales y de salud (109)",36,,15,15,1,,,2,2,1,,,
"Otras activ. serv.comun.soc y personales (110)",66,,6,23,4,2,,,13,18,,,
"Hogares privados con servicio doméstico (111)",22,,,,,,,,,22,,,
"Actividad economica no especificada (113)",155,,1,2,4,,,,,5,,143,
"Desocupado (114)",232,,,,,,,,,,,,232
"Mujeres (115)",1791,6,405,50,138,472,33,39,6,463,,128,51
"Agric., ganadería, caza y silvicultura (116)",53,,,2,,,33,,,18,,,
"Explotación de minas y canteras (118)",43,,10,5,10,,,11,,7,,,
"Industrias manufactureras (119)",44,,,1,3,10,,27,2,1,,,
"Construcción (121)",8,,2,,,,,,1,5,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",393,,1,6,1,315,,1,,69,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",2,,,,,1,,1,,,,,
"Comercio al por mayor (124)",28,,,3,1,24,,,,,,,
"Comercio al por menor (125)",363,,1,3,,290,,,,69,,,
"Hoteles y restaurantes (126)",211,,1,3,,130,,,,77,,,
"Trans., almac. y comunicaciones (127)",17,,,,5,,,,3,9,,,
"Intermediación financiera (128)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",52,,6,3,36,,,,,7,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",84,4,5,4,65,,,,,6,,,
"Enseñanza (131)",363,2,350,,8,,,,,3,,,
"Servicios sociales y de salud (132)",54,,25,22,4,3,,,,,,,
"Otras activ. serv.comun.soc y personales (133)",80,,2,3,1,14,,,,60,,,
"Hogares privados con servicio doméstico (134)",200,,,,,,,,,200,,,
"Actividad economica no especificada (136)",137,,3,1,4,,,,,1,,128,
"Desocupado (137)",51,,,,,,,,,,,,51
,,,,,,,,,,,,,
"RURAL (138)",16235,22,570,278,223,467,6938,2313,633,3347,29,521,894
"Agric., ganadería, caza y silvicultura (139)",8883,,1,5,,,6934,,4,1939,,,
"Pesca (140)",7,,,,,,4,,,3,,,
"Explotación de minas y canteras (141)",3038,,103,125,112,11,,1986,70,631,,,
"Industrias manufactureras (142)",313,,6,9,7,5,,258,18,10,,,
"Suministro de electricidad, gas y agua (143)",40,,,1,3,,,6,22,8,,,
"Construcción (144)",580,,6,5,1,,,13,297,258,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",411,,1,27,1,256,,44,11,71,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",49,,1,16,1,,,29,,2,,,
