"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",134,,,4,16,10,80,10,14
"Jefes y empleados de oficina (040)",168,1,,4,39,18,55,15,36
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",449,15,,109,172,53,47,30,23
"Agricult.trabaj. calif.agrop. y pesquros (042)",555,35,,249,202,19,17,12,21
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",212,5,,41,106,18,30,9,3
"Obreros. construc., conf., papel, fab., instr (044)",351,1,,78,194,34,26,9,9
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",838,60,,274,367,44,42,20,31
"Otra (046)",35,,,,3,1,22,4,5
"Ocupación no especificada (047)",76,13,,26,23,3,6,2,3
"Hombres (048)",2164,39,,515,864,152,275,115,204
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",20,,,1,3,2,3,2,9
"Profes., científicos e intelectuales (050)",215,,,,4,18,66,25,102
"Técnicos de nivel medio ytrab.asimilados (051)",95,,,3,13,9,51,10,9
"Jefes y empleados de oficina (052)",94,,,4,27,6,24,11,22
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",158,1,,36,65,18,11,16,11
"Agricult.trabaj. calif.agrop. y pesquros (054)",472,11,,209,188,19,16,11,18
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",189,4,,36,96,17,26,8,2
"Obreros. construc., conf., papel, fab., instr (056)",348,1,,78,192,34,26,9,8
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",509,22,,139,259,27,26,18,18
"Otra (058)",34,,,,3,1,22,3,5
"Ocupación no especificada (059)",30,,,9,14,1,4,2,
"Mujeres (060)",1075,92,,272,274,77,181,46,133
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",12,1,,1,3,1,3,2,1
"Profes., científicos e intelectuales (062)",174,,,,6,8,59,21,80
"Técnicos de nivel medio ytrab.asimilados (063)",39,,,1,3,1,29,,5
"Jefes y empleados de oficina (064)",74,1,,,12,12,31,4,14
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",291,14,,73,107,35,36,14,12
"Agricult.trabaj. calif.agrop. y pesquros (066)",83,24,,40,14,,1,1,3
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",23,1,,5,10,1,4,1,1
"Obreros. construc., conf., papel, fab., instr (068)",3,,,,2,,,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",329,38,,135,108,17,16,2,13
"Otra (070)",1,,,,,,,1,
"Ocupación no especificada (071)",46,13,,17,9,2,2,,3
,,,,,,,,,
"RURAL (072)",2264,220,1,784,824,126,142,42,125
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",6,,,2,1,1,,,2
"Profes., científicos e intelectuales (074)",101,,,,3,11,17,12,58
"Técnicos de nivel medio ytrab.asimilados (075)",31,,,1,11,3,12,3,1
"Jefes y empleados de oficina (076)",27,,,,11,3,6,1,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",120,15,1,29,44,14,13,2,2
"Agricult.trabaj. calif.agrop. y pesquros (078)",954,103,,438,325,21,31,10,26
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",134,1,,32,57,16,17,1,10
"Obreros. construc., conf., papel, fab., instr (080)",137,1,,32,79,12,10,2,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",710,86,,237,282,42,35,11,17
"Otra (082)",2,,,,,,1,,1
"Ocupación no especificada (083)",42,14,,13,11,3,,,1
"Hombres (084)",1770,93,,628,707,100,106,36,100
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",5,,,1,1,1,,,2
"Profes., científicos e intelectuales (086)",65,,,,,7,13,9,36
"Técnicos de nivel medio ytrab.asimilados (087)",26,,,1,11,2,8,3,1
"Jefes y empleados de oficina (088)",17,,,,8,2,2,1,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",46,1,,10,17,8,6,2,2
"Agricult.trabaj. calif.agrop. y pesquros (090)",838,54,,395,310,17,27,9,26
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",128,1,,30,53,16,17,1,10
"Obreros. construc., conf., papel, fab., instr (092)",134,1,,32,76,12,10,2,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",493,32,,156,226,32,22,9,16
"Otra (094)",2,,,,,,1,,1
"Ocupación no especificada (095)",16,4,,3,5,3,,,1
"Mujeres (096)",494,127,1,156,117,26,36,6,25
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,1,,,,,
"Profes., científicos e intelectuales (098)",36,,,,3,4,4,3,22
"Técnicos de nivel medio ytrab.asimilados (099)",5,,,,,1,4,,
"Jefes y empleados de oficina (100)",10,,,,3,1,4,,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",74,14,1,19,27,6,7,,
"Agricult.trabaj. calif.agrop. y pesquros (102)",116,49,,43,15,4,4,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",6,,,2,4,,,,
"Obreros. construc., conf., papel, fab., instr (104)",3,,,,3,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",217,54,,81,56,10,13,2,1
"Ocupación no especificada (107)",26,10,,10,6,,,,
